	Syncephalastrum_racemosum_CBS_440.59_Plus.aa	Syncephalastrum_racemosum_CBS_441.59-.aa
OG0003848	GBNXA_003194-T1	GBNXB_018130-T1
OG0003849	GBNXA_003195-T1	GBNXB_018131-T1
OG0003850	GBNXA_003196-T1	GBNXB_018135-T1
OG0003851	GBNXA_003197-T1	GBNXB_018136-T1
OG0003852	GBNXA_003198-T1	GBNXB_018137-T1
OG0003853	GBNXA_003200-T1	GBNXB_018788-T1
OG0003854	GBNXA_003201-T1	GBNXB_018787-T1
OG0003855	GBNXA_003202-T1	GBNXB_018786-T1
OG0003856	GBNXA_003203-T1	GBNXB_018785-T1
OG0003857	GBNXA_003204-T1	GBNXB_018783-T1
OG0003858	GBNXA_003205-T1	GBNXB_018782-T1
OG0003859	GBNXA_003211-T1	GBNXB_006030-T1
OG0003860	GBNXA_003212-T1	GBNXB_006029-T1
OG0003861	GBNXA_003215-T1	GBNXB_006026-T1
OG0003862	GBNXA_003216-T1	GBNXB_006025-T1
OG0003863	GBNXA_003218-T1	GBNXB_006022-T1
OG0003864	GBNXA_003220-T1	GBNXB_003016-T1
OG0003865	GBNXA_003224-T1	GBNXB_020995-T1
OG0003866	GBNXA_003225-T1	GBNXB_020994-T1
OG0003867	GBNXA_003226-T1	GBNXB_020993-T1
OG0003868	GBNXA_003228-T1	GBNXB_020991-T1
OG0003869	GBNXA_003229-T1	GBNXB_020990-T1
OG0003870	GBNXA_003232-T1	GBNXB_018690-T1
OG0003871	GBNXA_003233-T1	GBNXB_018688-T1
OG0003872	GBNXA_003234-T1	GBNXB_018687-T1
OG0003873	GBNXA_003238-T1	GBNXB_002143-T1
OG0003874	GBNXA_003239-T1	GBNXB_018683-T1
OG0003875	GBNXA_003241-T1	GBNXB_018682-T1
OG0003876	GBNXA_003242-T1	GBNXB_018828-T1
OG0003877	GBNXA_003244-T1	GBNXB_018826-T1
OG0003878	GBNXA_003245-T1	GBNXB_018825-T1
OG0003879	GBNXA_003246-T1	GBNXB_018824-T1
OG0003880	GBNXA_003247-T1	GBNXB_018823-T1
OG0003881	GBNXA_003250-T1	GBNXB_018821-T1
OG0003882	GBNXA_003251-T1	GBNXB_018819-T1
OG0003883	GBNXA_003252-T1	GBNXB_018818-T1
OG0003884	GBNXA_003255-T1	GBNXB_010313-T1
OG0003885	GBNXA_003258-T1	GBNXB_010310-T1
OG0003886	GBNXA_003263-T1	GBNXB_020098-T1
OG0003887	GBNXA_003264-T1	GBNXB_020099-T1
OG0003888	GBNXA_003265-T1	GBNXB_020100-T1
OG0003889	GBNXA_003266-T1	GBNXB_020102-T1
OG0003890	GBNXA_003267-T1	GBNXB_020103-T1
OG0003891	GBNXA_003269-T1	GBNXB_020106-T1
OG0003892	GBNXA_003271-T1	GBNXB_020108-T1
OG0003893	GBNXA_003273-T1	GBNXB_017116-T1
OG0003894	GBNXA_003277-T1	GBNXB_017110-T1
OG0003895	GBNXA_003278-T1	GBNXB_017109-T1
OG0003896	GBNXA_003279-T1	GBNXB_017108-T1
OG0003897	GBNXA_003280-T1	GBNXB_017106-T1
OG0003898	GBNXA_003281-T1	GBNXB_017105-T1
OG0003899	GBNXA_003282-T1	GBNXB_017104-T1
OG0003900	GBNXA_003286-T1	GBNXB_017100-T1
OG0003901	GBNXA_003289-T1	GBNXB_009084-T1
OG0003902	GBNXA_003290-T1	GBNXB_009085-T1
OG0003903	GBNXA_003291-T1	GBNXB_009087-T1
OG0003904	GBNXA_003292-T1	GBNXB_009088-T1
OG0003905	GBNXA_003293-T1	GBNXB_009089-T1
OG0003906	GBNXA_003294-T1	GBNXB_015016-T1
OG0003907	GBNXA_003295-T1	GBNXB_009093-T1
OG0003908	GBNXA_003296-T1	GBNXB_009094-T1
OG0003909	GBNXA_003299-T1	GBNXB_009097-T1
OG0003910	GBNXA_003301-T1	GBNXB_009101-T1
OG0003911	GBNXA_003302-T1	GBNXB_009102-T1
OG0003912	GBNXA_003303-T1	GBNXB_009103-T1
OG0003913	GBNXA_003304-T1	GBNXB_009104-T1
OG0003914	GBNXA_003305-T1	GBNXB_008907-T1
OG0003915	GBNXA_003306-T1	GBNXB_008908-T1
OG0003916	GBNXA_003308-T1	GBNXB_008911-T1
OG0003917	GBNXA_003309-T1	GBNXB_008914-T1
OG0003918	GBNXA_003310-T1	GBNXB_008915-T1
OG0003919	GBNXA_003311-T1	GBNXB_008916-T1
OG0003920	GBNXA_003313-T1	GBNXB_008920-T1
OG0003921	GBNXA_003315-T1	GBNXB_008924-T1
OG0003922	GBNXA_003316-T1	GBNXB_008925-T1
OG0003923	GBNXA_003317-T1	GBNXB_008926-T1
OG0003924	GBNXA_003318-T1	GBNXB_008927-T1
OG0003925	GBNXA_003319-T1	GBNXB_008928-T1
OG0003926	GBNXA_003320-T1	GBNXB_008929-T1
OG0003927	GBNXA_003321-T1	GBNXB_008930-T1
OG0003928	GBNXA_003322-T1	GBNXB_008931-T1
OG0003929	GBNXA_003323-T1	GBNXB_022146-T1
OG0003930	GBNXA_003325-T1	GBNXB_020082-T1
OG0003931	GBNXA_003326-T1	GBNXB_022144-T1
OG0003932	GBNXA_003327-T1	GBNXB_022143-T1
OG0003933	GBNXA_003328-T1	GBNXB_022142-T1
OG0003934	GBNXA_003331-T1	GBNXB_008861-T1
OG0003935	GBNXA_003333-T1	GBNXB_002547-T1
OG0003936	GBNXA_003335-T1	GBNXB_002550-T1
OG0003937	GBNXA_003336-T1	GBNXB_002551-T1
OG0003938	GBNXA_003337-T1	GBNXB_002552-T1
OG0003939	GBNXA_003340-T1	GBNXB_002556-T1
OG0003940	GBNXA_003341-T1	GBNXB_002557-T1
OG0003941	GBNXA_003342-T1	GBNXB_002558-T1
OG0003942	GBNXA_003344-T1	GBNXB_002559-T1
OG0003943	GBNXA_003345-T1	GBNXB_002560-T1
OG0003944	GBNXA_003348-T1	GBNXB_002564-T1
OG0003945	GBNXA_003351-T1	GBNXB_002566-T1
OG0003946	GBNXA_003354-T1	GBNXB_002574-T1
OG0003947	GBNXA_003355-T1	GBNXB_002575-T1
OG0003948	GBNXA_003357-T1	GBNXB_002577-T1
OG0003949	GBNXA_003360-T1	GBNXB_002580-T1
OG0003950	GBNXA_003361-T1	GBNXB_002581-T1
OG0003951	GBNXA_003362-T1	GBNXB_002582-T1
OG0003952	GBNXA_003365-T1	GBNXB_002587-T1
OG0003953	GBNXA_003367-T1	GBNXB_002591-T1
OG0003954	GBNXA_003368-T1	GBNXB_014272-T1
OG0003955	GBNXA_003369-T1	GBNXB_002593-T1
OG0003956	GBNXA_003370-T1	GBNXB_002594-T1
OG0003957	GBNXA_003371-T1	GBNXB_002595-T1
OG0003958	GBNXA_003372-T1	GBNXB_002596-T1
OG0003959	GBNXA_003373-T1	GBNXB_002599-T1
OG0003960	GBNXA_003375-T1	GBNXB_002601-T1
OG0003961	GBNXA_003379-T1	GBNXB_002609-T1
OG0003962	GBNXA_003380-T1	GBNXB_002611-T1
OG0003963	GBNXA_003381-T1	GBNXB_002612-T1
OG0003964	GBNXA_003383-T1	GBNXB_002616-T1
OG0003965	GBNXA_003385-T1	GBNXB_002618-T1
OG0003966	GBNXA_003387-T1	GBNXB_002620-T1
OG0003967	GBNXA_003389-T1	GBNXB_002622-T1
OG0003968	GBNXA_003395-T1	GBNXB_002627-T1
OG0003969	GBNXA_003397-T1	GBNXB_002629-T1
OG0003970	GBNXA_003398-T1	GBNXB_002632-T1
OG0003971	GBNXA_003399-T1	GBNXB_002635-T1
OG0003972	GBNXA_003400-T1	GBNXB_002637-T1
OG0003973	GBNXA_003404-T1	GBNXB_000671-T1
OG0003974	GBNXA_003405-T1	GBNXB_000670-T1
OG0003975	GBNXA_003406-T1	GBNXB_001627-T1
OG0003976	GBNXA_003408-T1	GBNXB_016082-T1
OG0003977	GBNXA_003410-T1	GBNXB_016080-T1
OG0003978	GBNXA_003411-T1	GBNXB_016078-T1
OG0003979	GBNXA_003412-T1	GBNXB_016077-T1
OG0003980	GBNXA_003414-T1	GBNXB_016076-T1
OG0003981	GBNXA_003417-T1	GBNXB_016073-T1
OG0003982	GBNXA_003419-T1	GBNXB_016071-T1
OG0003983	GBNXA_003421-T1	GBNXB_009754-T1
OG0003984	GBNXA_003423-T1	GBNXB_009752-T1
OG0003985	GBNXA_003424-T1	GBNXB_009751-T1
OG0003986	GBNXA_003427-T1	GBNXB_009748-T1
OG0003987	GBNXA_003428-T1	GBNXB_009747-T1
OG0003988	GBNXA_003429-T1	GBNXB_009746-T1
OG0003989	GBNXA_003432-T1	GBNXB_009745-T1
OG0003990	GBNXA_003436-T1	GBNXB_009743-T1
OG0003991	GBNXA_003438-T1	GBNXB_009740-T1
OG0003992	GBNXA_003439-T1	GBNXB_009738-T1
OG0003993	GBNXA_003440-T1	GBNXB_009737-T1
OG0003994	GBNXA_003441-T1	GBNXB_009735-T1
OG0003995	GBNXA_003442-T1	GBNXB_009734-T1
OG0003996	GBNXA_003443-T1	GBNXB_009733-T1
OG0003997	GBNXA_003444-T1	GBNXB_013386-T1
OG0003998	GBNXA_003445-T1	GBNXB_009732-T1
OG0003999	GBNXA_003446-T1	GBNXB_009730-T1
OG0004000	GBNXA_003447-T1	GBNXB_009727-T1
OG0004001	GBNXA_003448-T1	GBNXB_009723-T1
OG0004002	GBNXA_003449-T1	GBNXB_009722-T1
OG0004003	GBNXA_003450-T1	GBNXB_009721-T1
OG0004004	GBNXA_003451-T1	GBNXB_009720-T1
OG0004005	GBNXA_003452-T1	GBNXB_009719-T1
OG0004006	GBNXA_003453-T1	GBNXB_009718-T1
OG0004007	GBNXA_003454-T1	GBNXB_009717-T1
OG0004008	GBNXA_003455-T1	GBNXB_009716-T1
OG0004009	GBNXA_003458-T1	GBNXB_009713-T1
OG0004010	GBNXA_003459-T1	GBNXB_009712-T1
OG0004011	GBNXA_003461-T1	GBNXB_009711-T1
OG0004012	GBNXA_003465-T1	GBNXB_009706-T1
OG0004013	GBNXA_003466-T1	GBNXB_009704-T1
OG0004014	GBNXA_003470-T1	GBNXB_009698-T1
OG0004015	GBNXA_003474-T1	GBNXB_009695-T1
OG0004016	GBNXA_003476-T1	GBNXB_009693-T1
OG0004017	GBNXA_003477-T1	GBNXB_009692-T1
OG0004018	GBNXA_003478-T1	GBNXB_009691-T1
OG0004019	GBNXA_003482-T1	GBNXB_018455-T1
OG0004020	GBNXA_003484-T1	GBNXB_018453-T1
OG0004021	GBNXA_003485-T1	GBNXB_018452-T1
OG0004022	GBNXA_003486-T1	GBNXB_018450-T1
OG0004023	GBNXA_003487-T1	GBNXB_018449-T1
OG0004024	GBNXA_003489-T1	GBNXB_002922-T1
OG0004025	GBNXA_003490-T1	GBNXB_002923-T1
OG0004026	GBNXA_003491-T1	GBNXB_010712-T1
OG0004027	GBNXA_003492-T1	GBNXB_010713-T1
OG0004028	GBNXA_003494-T1	GBNXB_010715-T1
OG0004029	GBNXA_003495-T1	GBNXB_010716-T1
OG0004030	GBNXA_003496-T1	GBNXB_010717-T1
OG0004031	GBNXA_003498-T1	GBNXB_010719-T1
OG0004032	GBNXA_003502-T1	GBNXB_010723-T1
OG0004033	GBNXA_003503-T1	GBNXB_010724-T1
OG0004034	GBNXA_003505-T1	GBNXB_010729-T1
OG0004035	GBNXA_003506-T1	GBNXB_010730-T1
OG0004036	GBNXA_003507-T1	GBNXB_010731-T1
OG0004037	GBNXA_003508-T1	GBNXB_010732-T1
OG0004038	GBNXA_003511-T1	GBNXB_010736-T1
OG0004039	GBNXA_003512-T1	GBNXB_007747-T1
OG0004040	GBNXA_003513-T1	GBNXB_007748-T1
OG0004041	GBNXA_003514-T1	GBNXB_007749-T1
OG0004042	GBNXA_003515-T1	GBNXB_007750-T1
OG0004043	GBNXA_003516-T1	GBNXB_007753-T1
OG0004044	GBNXA_003517-T1	GBNXB_007754-T1
OG0004045	GBNXA_003518-T1	GBNXB_007755-T1
OG0004046	GBNXA_003520-T1	GBNXB_007757-T1
OG0004047	GBNXA_003521-T1	GBNXB_007758-T1
OG0004048	GBNXA_003524-T1	GBNXB_007761-T1
OG0004049	GBNXA_003525-T1	GBNXB_007762-T1
OG0004050	GBNXA_003526-T1	GBNXB_007763-T1
OG0004051	GBNXA_003527-T1	GBNXB_007765-T1
OG0004052	GBNXA_003530-T1	GBNXB_012619-T1
OG0004053	GBNXA_003531-T1	GBNXB_007767-T1
OG0004054	GBNXA_003532-T1	GBNXB_007769-T1
OG0004055	GBNXA_003535-T1	GBNXB_010046-T1
OG0004056	GBNXA_003536-T1	GBNXB_010047-T1
OG0004057	GBNXA_003539-T1	GBNXB_010050-T1
OG0004058	GBNXA_003540-T1	GBNXB_010051-T1
OG0004059	GBNXA_003541-T1	GBNXB_010052-T1
OG0004060	GBNXA_003542-T1	GBNXB_010053-T1
OG0004061	GBNXA_003544-T1	GBNXB_010058-T1
OG0004062	GBNXA_003545-T1	GBNXB_010059-T1
OG0004063	GBNXA_003548-T1	GBNXB_010066-T1
OG0004064	GBNXA_003549-T1	GBNXB_010067-T1
OG0004065	GBNXA_003551-T1	GBNXB_010068-T1
OG0004066	GBNXA_003554-T1	GBNXB_010070-T1
OG0004067	GBNXA_003555-T1	GBNXB_010071-T1
OG0004068	GBNXA_003556-T1	GBNXB_010072-T1
OG0004069	GBNXA_003557-T1	GBNXB_016443-T1
OG0004070	GBNXA_003558-T1	GBNXB_016442-T1
OG0004071	GBNXA_003561-T1	GBNXB_016439-T1
OG0004072	GBNXA_003562-T1	GBNXB_016438-T1
OG0004073	GBNXA_003566-T1	GBNXB_016433-T1
OG0004074	GBNXA_003568-T1	GBNXB_016431-T1
OG0004075	GBNXA_003569-T1	GBNXB_016430-T1
OG0004076	GBNXA_003570-T1	GBNXB_016429-T1
OG0004077	GBNXA_003571-T1	GBNXB_016428-T1
OG0004078	GBNXA_003572-T1	GBNXB_016427-T1
OG0004079	GBNXA_003573-T1	GBNXB_016426-T1
OG0004080	GBNXA_003575-T1	GBNXB_016420-T1
OG0004081	GBNXA_003576-T1	GBNXB_016418-T1
OG0004082	GBNXA_003577-T1	GBNXB_016416-T1
OG0004083	GBNXA_003581-T1	GBNXB_016411-T1
OG0004084	GBNXA_003582-T1	GBNXB_016410-T1
OG0004085	GBNXA_003583-T1	GBNXB_016408-T1
OG0004086	GBNXA_003584-T1	GBNXB_016407-T1
OG0004087	GBNXA_003585-T1	GBNXB_016406-T1
OG0004088	GBNXA_003586-T1	GBNXB_016405-T1
OG0004089	GBNXA_003587-T1	GBNXB_016404-T1
OG0004090	GBNXA_003588-T1	GBNXB_016403-T1
OG0004091	GBNXA_003589-T1	GBNXB_016401-T1
OG0004092	GBNXA_003592-T1	GBNXB_016398-T1
OG0004093	GBNXA_003594-T1	GBNXB_016396-T1
OG0004094	GBNXA_003595-T1	GBNXB_016395-T1
OG0004095	GBNXA_003596-T1	GBNXB_016394-T1
OG0004096	GBNXA_003597-T1	GBNXB_016393-T1
OG0004097	GBNXA_003598-T1	GBNXB_016392-T1
OG0004098	GBNXA_003600-T1	GBNXB_003849-T1
OG0004099	GBNXA_003601-T1	GBNXB_003848-T1
OG0004100	GBNXA_003602-T1	GBNXB_019684-T1
OG0004101	GBNXA_003605-T1	GBNXB_015359-T1
OG0004102	GBNXA_003606-T1	GBNXB_015358-T1
OG0004103	GBNXA_003607-T1	GBNXB_015356-T1
OG0004104	GBNXA_003609-T1	GBNXB_015354-T1
OG0004105	GBNXA_003610-T1	GBNXB_015353-T1
OG0004106	GBNXA_003611-T1	GBNXB_015352-T1
OG0004107	GBNXA_003614-T1	GBNXB_021556-T1
OG0004108	GBNXA_003616-T1	GBNXB_021558-T1
OG0004109	GBNXA_003617-T1	GBNXB_021561-T1
OG0004110	GBNXA_003621-T1	GBNXB_020720-T1
OG0004111	GBNXA_003623-T1	GBNXB_020718-T1
OG0004112	GBNXA_003625-T1	GBNXB_020713-T1
OG0004113	GBNXA_003626-T1	GBNXB_004694-T1
OG0004114	GBNXA_003627-T1	GBNXB_017004-T1
OG0004115	GBNXA_003628-T1	GBNXB_017003-T1
OG0004116	GBNXA_003631-T1	GBNXB_021801-T1
OG0004117	GBNXA_003632-T1	GBNXB_021802-T1
OG0004118	GBNXA_003633-T1	GBNXB_021803-T1
OG0004119	GBNXA_003634-T1	GBNXB_021804-T1
OG0004120	GBNXA_003635-T1	GBNXB_021909-T1
OG0004121	GBNXA_003636-T1	GBNXB_021910-T1
OG0004122	GBNXA_003637-T1	GBNXB_021911-T1
OG0004123	GBNXA_003639-T1	GBNXB_000420-T1
OG0004124	GBNXA_003642-T1	GBNXB_000416-T1
OG0004125	GBNXA_003643-T1	GBNXB_000415-T1
OG0004126	GBNXA_003644-T1	GBNXB_000414-T1
OG0004127	GBNXA_003646-T1	GBNXB_002235-T1
OG0004128	GBNXA_003647-T1	GBNXB_002236-T1
OG0004129	GBNXA_003648-T1	GBNXB_002237-T1
OG0004130	GBNXA_003649-T1	GBNXB_014251-T1
OG0004131	GBNXA_003651-T1	GBNXB_014254-T1
OG0004132	GBNXA_003654-T1	GBNXB_010255-T1
OG0004133	GBNXA_003657-T1	GBNXB_021006-T1
OG0004134	GBNXA_003658-T1	GBNXB_021007-T1
OG0004135	GBNXA_003659-T1	GBNXB_021008-T1
OG0004136	GBNXA_003660-T1	GBNXB_021009-T1
OG0004137	GBNXA_003661-T1	GBNXB_020139-T1
OG0004138	GBNXA_003665-T1	GBNXB_020145-T1
OG0004139	GBNXA_003667-T1	GBNXB_020146-T1
OG0004140	GBNXA_003668-T1	GBNXB_020147-T1
OG0004141	GBNXA_003670-T1	GBNXB_020149-T1
OG0004142	GBNXA_003671-T1	GBNXB_000672-T1
OG0004143	GBNXA_003674-T1	GBNXB_000675-T1
OG0004144	GBNXA_003675-T1	GBNXB_015211-T1
OG0004145	GBNXA_003676-T1	GBNXB_019932-T1
OG0004146	GBNXA_003677-T1	GBNXB_019933-T1
OG0004147	GBNXA_003678-T1	GBNXB_019934-T1
OG0004148	GBNXA_003679-T1	GBNXB_019935-T1
OG0004149	GBNXA_003682-T1	GBNXB_019937-T1
OG0004150	GBNXA_003687-T1	GBNXB_021194-T1
OG0004151	GBNXA_003688-T1	GBNXB_021193-T1
OG0004152	GBNXA_003691-T1	GBNXB_021189-T1
OG0004153	GBNXA_003693-T1	GBNXB_021188-T1
OG0004154	GBNXA_003694-T1	GBNXB_011515-T1
OG0004155	GBNXA_003696-T1	GBNXB_011519-T1
OG0004156	GBNXA_003697-T1	GBNXB_011524-T1
OG0004157	GBNXA_003698-T1	GBNXB_011525-T1
OG0004158	GBNXA_003699-T1	GBNXB_011526-T1
OG0004159	GBNXA_003700-T1	GBNXB_011528-T1
OG0004160	GBNXA_003702-T1	GBNXB_011531-T1
OG0004161	GBNXA_003703-T1	GBNXB_011533-T1
OG0004162	GBNXA_003704-T1	GBNXB_011534-T1
OG0004163	GBNXA_003705-T1	GBNXB_011535-T1
OG0004164	GBNXA_003708-T1	GBNXB_015110-T1
OG0004165	GBNXA_003709-T1	GBNXB_015111-T1
OG0004166	GBNXA_003710-T1	GBNXB_015112-T1
OG0004167	GBNXA_003711-T1	GBNXB_007419-T1
OG0004168	GBNXA_003714-T1	GBNXB_007423-T1
OG0004169	GBNXA_003716-T1	GBNXB_007425-T1
OG0004170	GBNXA_003718-T1	GBNXB_007426-T1
OG0004171	GBNXA_003719-T1	GBNXB_007427-T1
OG0004172	GBNXA_003720-T1	GBNXB_007431-T1
OG0004173	GBNXA_003722-T1	GBNXB_007435-T1
OG0004174	GBNXA_003723-T1	GBNXB_007436-T1
OG0004175	GBNXA_003724-T1	GBNXB_007437-T1
OG0004176	GBNXA_003727-T1	GBNXB_007443-T1
OG0004177	GBNXA_003729-T1	GBNXB_021117-T1
OG0004178	GBNXA_003730-T1	GBNXB_007444-T1
OG0004179	GBNXA_003733-T1	GBNXB_007448-T1
OG0004180	GBNXA_003735-T1	GBNXB_007449-T1
OG0004181	GBNXA_003736-T1	GBNXB_007450-T1
OG0004182	GBNXA_003737-T1	GBNXB_007451-T1
OG0004183	GBNXA_003738-T1	GBNXB_007452-T1
OG0004184	GBNXA_003739-T1	GBNXB_007453-T1
OG0004185	GBNXA_003741-T1	GBNXB_007457-T1
OG0004186	GBNXA_003742-T1	GBNXB_007459-T1
OG0004187	GBNXA_003743-T1	GBNXB_007460-T1
OG0004188	GBNXA_003746-T1	GBNXB_007462-T1
OG0004189	GBNXA_003747-T1	GBNXB_007463-T1
OG0004190	GBNXA_003749-T1	GBNXB_007465-T1
OG0004191	GBNXA_003752-T1	GBNXB_007467-T1
OG0004192	GBNXA_003753-T1	GBNXB_012054-T1
OG0004193	GBNXA_003754-T1	GBNXB_007473-T1
OG0004194	GBNXA_003755-T1	GBNXB_007474-T1
OG0004195	GBNXA_003756-T1	GBNXB_007475-T1
OG0004196	GBNXA_003757-T1	GBNXB_007476-T1
OG0004197	GBNXA_003758-T1	GBNXB_007477-T1
OG0004198	GBNXA_003759-T1	GBNXB_007478-T1
OG0004199	GBNXA_003760-T1	GBNXB_007480-T1
OG0004200	GBNXA_003761-T1	GBNXB_007481-T1
OG0004201	GBNXA_003762-T1	GBNXB_007483-T1
OG0004202	GBNXA_003763-T1	GBNXB_007484-T1
OG0004203	GBNXA_003764-T1	GBNXB_007485-T1
OG0004204	GBNXA_003767-T1	GBNXB_007488-T1
OG0004205	GBNXA_003768-T1	GBNXB_007489-T1
OG0004206	GBNXA_003770-T1	GBNXB_007493-T1
OG0004207	GBNXA_003772-T1	GBNXB_007496-T1
OG0004208	GBNXA_003774-T1	GBNXB_013961-T1
OG0004209	GBNXA_003775-T1	GBNXB_013960-T1
OG0004210	GBNXA_003777-T1	GBNXB_013955-T1
OG0004211	GBNXA_003778-T1	GBNXB_008211-T1
OG0004212	GBNXA_003780-T1	GBNXB_006075-T1
OG0004213	GBNXA_003781-T1	GBNXB_006076-T1
OG0004214	GBNXA_003782-T1	GBNXB_006077-T1
OG0004215	GBNXA_003784-T1	GBNXB_006081-T1
OG0004216	GBNXA_003785-T1	GBNXB_020008-T1
OG0004217	GBNXA_003787-T1	GBNXB_020006-T1
OG0004218	GBNXA_003789-T1	GBNXB_020003-T1
OG0004219	GBNXA_003791-T1	GBNXB_020303-T1
OG0004220	GBNXA_003792-T1	GBNXB_020302-T1
OG0004221	GBNXA_003793-T1	GBNXB_020301-T1
OG0004222	GBNXA_003795-T1	GBNXB_020299-T1
OG0004223	GBNXA_003798-T1	GBNXB_016817-T1
OG0004224	GBNXA_003799-T1	GBNXB_020297-T1
OG0004225	GBNXA_003802-T1	GBNXB_012872-T1
OG0004226	GBNXA_003803-T1	GBNXB_012873-T1
OG0004227	GBNXA_003807-T1	GBNXB_012880-T1
OG0004228	GBNXA_003809-T1	GBNXB_001573-T1
OG0004229	GBNXA_003811-T1	GBNXB_001046-T1
OG0004230	GBNXA_003812-T1	GBNXB_001047-T1
OG0004231	GBNXA_003814-T1	GBNXB_001052-T1
OG0004232	GBNXA_003816-T1	GBNXB_003138-T1
OG0004233	GBNXA_003817-T1	GBNXB_003139-T1
OG0004234	GBNXA_003818-T1	GBNXB_003140-T1
OG0004235	GBNXA_003819-T1	GBNXB_003141-T1
OG0004236	GBNXA_003820-T1	GBNXB_003142-T1
OG0004237	GBNXA_003822-T1	GBNXB_003144-T1
OG0004238	GBNXA_003823-T1	GBNXB_003145-T1
OG0004239	GBNXA_003825-T1	GBNXB_020586-T1
OG0004240	GBNXA_003826-T1	GBNXB_020585-T1
OG0004241	GBNXA_003827-T1	GBNXB_020584-T1
OG0004242	GBNXA_003828-T1	GBNXB_020583-T1
OG0004243	GBNXA_003829-T1	GBNXB_020582-T1
OG0004244	GBNXA_003830-T1	GBNXB_009286-T1
OG0004245	GBNXA_003832-T1	GBNXB_002766-T1
OG0004246	GBNXA_003833-T1	GBNXB_002767-T1
OG0004247	GBNXA_003836-T1	GBNXB_002768-T1
OG0004248	GBNXA_003838-T1	GBNXB_002769-T1
OG0004249	GBNXA_003839-T1	GBNXB_002770-T1
OG0004250	GBNXA_003840-T1	GBNXB_018237-T1
OG0004251	GBNXA_003842-T1	GBNXB_018239-T1
OG0004252	GBNXA_003843-T1	GBNXB_018243-T1
OG0004253	GBNXA_003844-T1	GBNXB_018244-T1
OG0004254	GBNXA_003845-T1	GBNXB_016373-T1
OG0004255	GBNXA_003847-T1	GBNXB_016375-T1
OG0004256	GBNXA_003848-T1	GBNXB_016377-T1
OG0004257	GBNXA_003849-T1	GBNXB_016379-T1
OG0004258	GBNXA_003850-T1	GBNXB_016380-T1
OG0004259	GBNXA_003851-T1	GBNXB_016382-T1
OG0004260	GBNXA_003852-T1	GBNXB_016383-T1
OG0004261	GBNXA_003853-T1	GBNXB_016384-T1
OG0004262	GBNXA_003857-T1	GBNXB_006111-T1
OG0004263	GBNXA_003858-T1	GBNXB_006110-T1
OG0004264	GBNXA_003859-T1	GBNXB_006109-T1
OG0004265	GBNXA_003862-T1	GBNXB_006105-T1
OG0004266	GBNXA_003863-T1	GBNXB_006104-T1
OG0004267	GBNXA_003864-T1	GBNXB_006102-T1
OG0004268	GBNXA_003865-T1	GBNXB_006099-T1
OG0004269	GBNXA_003867-T1	GBNXB_006095-T1
OG0004270	GBNXA_003868-T1	GBNXB_006094-T1
OG0004271	GBNXA_003870-T1	GBNXB_006092-T1
OG0004272	GBNXA_003871-T1	GBNXB_006088-T1
OG0004273	GBNXA_003872-T1	GBNXB_006087-T1
OG0004274	GBNXA_003873-T1	GBNXB_006086-T1
OG0004275	GBNXA_003876-T1	GBNXB_006082-T1
OG0004276	GBNXA_003877-T1	GBNXB_004350-T1
OG0004277	GBNXA_003879-T1	GBNXB_004348-T1
OG0004278	GBNXA_003880-T1	GBNXB_004347-T1
OG0004279	GBNXA_003881-T1	GBNXB_004346-T1
OG0004280	GBNXA_003883-T1	GBNXB_004342-T1
OG0004281	GBNXA_003886-T1	GBNXB_004340-T1
OG0004282	GBNXA_003887-T1	GBNXB_004339-T1
OG0004283	GBNXA_003888-T1	GBNXB_004338-T1
OG0004284	GBNXA_003889-T1	GBNXB_004337-T1
OG0004285	GBNXA_003890-T1	GBNXB_004335-T1
OG0004286	GBNXA_003892-T1	GBNXB_003027-T1
OG0004287	GBNXA_003893-T1	GBNXB_003028-T1
OG0004288	GBNXA_003895-T1	GBNXB_003029-T1
OG0004289	GBNXA_003896-T1	GBNXB_003030-T1
OG0004290	GBNXA_003897-T1	GBNXB_003032-T1
OG0004291	GBNXA_003898-T1	GBNXB_003034-T1
OG0004292	GBNXA_003900-T1	GBNXB_003040-T1
OG0004293	GBNXA_003902-T1	GBNXB_003044-T1
OG0004294	GBNXA_003903-T1	GBNXB_003045-T1
OG0004295	GBNXA_003904-T1	GBNXB_003046-T1
OG0004296	GBNXA_003905-T1	GBNXB_003047-T1
OG0004297	GBNXA_003906-T1	GBNXB_003048-T1
OG0004298	GBNXA_003907-T1	GBNXB_003049-T1
OG0004299	GBNXA_003908-T1	GBNXB_003050-T1
OG0004300	GBNXA_003910-T1	GBNXB_003052-T1
OG0004301	GBNXA_003911-T1	GBNXB_003053-T1
OG0004302	GBNXA_003912-T1	GBNXB_003054-T1
OG0004303	GBNXA_003913-T1	GBNXB_003055-T1
OG0004304	GBNXA_003914-T1	GBNXB_003056-T1
OG0004305	GBNXA_003915-T1	GBNXB_003057-T1
OG0004306	GBNXA_003916-T1	GBNXB_003058-T1
OG0004307	GBNXA_003917-T1	GBNXB_008853-T1
OG0004308	GBNXA_003918-T1	GBNXB_015072-T1
OG0004309	GBNXA_003919-T1	GBNXB_015073-T1
OG0004310	GBNXA_003921-T1	GBNXB_015076-T1
OG0004311	GBNXA_003922-T1	GBNXB_015077-T1
