	Thamnostylum_nigricans_RSA_1405-.aa	Thamnostylum_nigricans_RSA_1406.aa
OG0004074	GBNWP_004105-T1	CHXZG_004773-T1
OG0004075	GBNWP_004106-T1	CHXZG_004774-T1
OG0004076	GBNWP_004110-T1	CHXZG_004778-T1
OG0004077	GBNWP_004111-T1	CHXZG_004779-T1
OG0004078	GBNWP_004112-T1	CHXZG_004780-T1
OG0004079	GBNWP_004114-T1	CHXZG_005920-T1
OG0004080	GBNWP_004115-T1	CHXZG_005921-T1
OG0004081	GBNWP_004116-T1	CHXZG_005922-T1
OG0004082	GBNWP_004117-T1	CHXZG_005924-T1
OG0004083	GBNWP_004118-T1	CHXZG_005925-T1
OG0004084	GBNWP_004119-T1	CHXZG_005926-T1
OG0004085	GBNWP_004120-T1	CHXZG_005927-T1
OG0004086	GBNWP_004121-T1	CHXZG_005928-T1
OG0004087	GBNWP_004122-T1	CHXZG_003448-T1
OG0004088	GBNWP_004123-T1	CHXZG_003664-T1
OG0004089	GBNWP_004124-T1	CHXZG_003663-T1
OG0004090	GBNWP_004126-T1	CHXZG_003662-T1
OG0004091	GBNWP_004128-T1	CHXZG_003660-T1
OG0004092	GBNWP_004131-T1	CHXZG_003657-T1
OG0004093	GBNWP_004132-T1	CHXZG_003656-T1
OG0004094	GBNWP_004134-T1	CHXZG_003654-T1
OG0004095	GBNWP_004135-T1	CHXZG_003653-T1
OG0004096	GBNWP_004138-T1	CHXZG_003650-T1
OG0004097	GBNWP_004140-T1	CHXZG_006217-T1
OG0004098	GBNWP_004141-T1	CHXZG_006218-T1
OG0004099	GBNWP_004142-T1	CHXZG_006219-T1
OG0004100	GBNWP_004145-T1	CHXZG_006223-T1
OG0004101	GBNWP_004146-T1	CHXZG_006224-T1
OG0004102	GBNWP_004147-T1	CHXZG_006225-T1
OG0004103	GBNWP_004148-T1	CHXZG_006226-T1
OG0004104	GBNWP_004149-T1	CHXZG_006227-T1
OG0004105	GBNWP_004150-T1	CHXZG_006228-T1
OG0004106	GBNWP_004151-T1	CHXZG_006229-T1
OG0004107	GBNWP_004154-T1	CHXZG_006230-T1
OG0004108	GBNWP_004156-T1	CHXZG_006233-T1
OG0004109	GBNWP_004157-T1	CHXZG_009586-T1
OG0004110	GBNWP_004158-T1	CHXZG_000721-T1
OG0004111	GBNWP_004159-T1	CHXZG_000722-T1
OG0004112	GBNWP_004160-T1	CHXZG_000723-T1
OG0004113	GBNWP_004163-T1	CHXZG_000725-T1
OG0004114	GBNWP_004167-T1	CHXZG_000728-T1
OG0004115	GBNWP_004168-T1	CHXZG_000729-T1
OG0004116	GBNWP_004169-T1	CHXZG_000730-T1
OG0004117	GBNWP_004170-T1	CHXZG_000731-T1
OG0004118	GBNWP_004171-T1	CHXZG_000732-T1
OG0004119	GBNWP_004172-T1	CHXZG_000733-T1
OG0004120	GBNWP_004173-T1	CHXZG_000734-T1
OG0004121	GBNWP_004176-T1	CHXZG_000737-T1
OG0004122	GBNWP_004177-T1	CHXZG_000738-T1
OG0004123	GBNWP_004179-T1	CHXZG_003630-T1
OG0004124	GBNWP_004180-T1	CHXZG_003631-T1
OG0004125	GBNWP_004181-T1	CHXZG_003632-T1
OG0004126	GBNWP_004182-T1	CHXZG_003633-T1
OG0004127	GBNWP_004183-T1	CHXZG_003635-T1
OG0004128	GBNWP_004186-T1	CHXZG_003637-T1
OG0004129	GBNWP_004187-T1	CHXZG_003638-T1
OG0004130	GBNWP_004188-T1	CHXZG_003639-T1
OG0004131	GBNWP_004190-T1	CHXZG_003641-T1
OG0004132	GBNWP_004193-T1	CHXZG_003644-T1
OG0004133	GBNWP_004194-T1	CHXZG_003646-T1
OG0004134	GBNWP_004195-T1	CHXZG_003647-T1
OG0004135	GBNWP_004197-T1	CHXZG_004466-T1
OG0004136	GBNWP_004198-T1	CHXZG_004465-T1
OG0004137	GBNWP_004199-T1	CHXZG_004464-T1
OG0004138	GBNWP_004201-T1	CHXZG_004462-T1
OG0004139	GBNWP_004202-T1	CHXZG_004461-T1
OG0004140	GBNWP_004203-T1	CHXZG_004460-T1
OG0004141	GBNWP_004204-T1	CHXZG_004459-T1
OG0004142	GBNWP_004205-T1	CHXZG_004458-T1
OG0004143	GBNWP_004207-T1	CHXZG_004456-T1
OG0004144	GBNWP_004208-T1	CHXZG_004455-T1
OG0004145	GBNWP_004209-T1	CHXZG_004453-T1
OG0004146	GBNWP_004210-T1	CHXZG_004452-T1
OG0004147	GBNWP_004211-T1	CHXZG_004451-T1
OG0004148	GBNWP_004212-T1	CHXZG_004450-T1
OG0004149	GBNWP_004213-T1	CHXZG_004449-T1
OG0004150	GBNWP_004214-T1	CHXZG_004448-T1
OG0004151	GBNWP_004217-T1	CHXZG_004553-T1
OG0004152	GBNWP_004218-T1	CHXZG_004552-T1
OG0004153	GBNWP_004219-T1	CHXZG_004551-T1
OG0004154	GBNWP_004220-T1	CHXZG_004550-T1
OG0004155	GBNWP_004221-T1	CHXZG_004549-T1
OG0004156	GBNWP_004222-T1	CHXZG_004548-T1
OG0004157	GBNWP_004223-T1	CHXZG_004547-T1
OG0004158	GBNWP_004224-T1	CHXZG_004546-T1
OG0004159	GBNWP_004225-T1	CHXZG_004545-T1
OG0004160	GBNWP_004226-T1	CHXZG_004544-T1
OG0004161	GBNWP_004227-T1	CHXZG_004543-T1
OG0004162	GBNWP_004228-T1	CHXZG_004542-T1
OG0004163	GBNWP_004229-T1	CHXZG_004541-T1
OG0004164	GBNWP_004230-T1	CHXZG_004540-T1
OG0004165	GBNWP_004231-T1	CHXZG_004539-T1
OG0004166	GBNWP_004232-T1	CHXZG_004538-T1
OG0004167	GBNWP_004233-T1	CHXZG_004537-T1
OG0004168	GBNWP_004234-T1	CHXZG_004536-T1
OG0004169	GBNWP_004235-T1	CHXZG_004535-T1
OG0004170	GBNWP_004236-T1	CHXZG_004534-T1
OG0004171	GBNWP_004237-T1	CHXZG_004533-T1
OG0004172	GBNWP_004238-T1	CHXZG_004532-T1
OG0004173	GBNWP_004241-T1	CHXZG_002462-T1
OG0004174	GBNWP_004242-T1	CHXZG_002463-T1
OG0004175	GBNWP_004245-T1	CHXZG_002465-T1
OG0004176	GBNWP_004246-T1	CHXZG_002466-T1
OG0004177	GBNWP_004247-T1	CHXZG_002467-T1
OG0004178	GBNWP_004248-T1	CHXZG_002468-T1
OG0004179	GBNWP_004249-T1	CHXZG_002470-T1
OG0004180	GBNWP_004250-T1	CHXZG_002471-T1
OG0004181	GBNWP_004251-T1	CHXZG_002472-T1
OG0004182	GBNWP_004252-T1	CHXZG_002473-T1
OG0004183	GBNWP_004253-T1	CHXZG_002474-T1
OG0004184	GBNWP_004258-T1	CHXZG_004571-T1
OG0004185	GBNWP_004260-T1	CHXZG_004573-T1
OG0004186	GBNWP_004262-T1	CHXZG_004575-T1
OG0004187	GBNWP_004264-T1	CHXZG_004577-T1
OG0004188	GBNWP_004266-T1	CHXZG_004579-T1
OG0004189	GBNWP_004267-T1	CHXZG_004580-T1
OG0004190	GBNWP_004268-T1	CHXZG_004581-T1
OG0004191	GBNWP_004273-T1	CHXZG_004586-T1
OG0004192	GBNWP_004274-T1	CHXZG_004587-T1
OG0004193	GBNWP_004278-T1	CHXZG_003443-T1
OG0004194	GBNWP_004282-T1	CHXZG_003439-T1
OG0004195	GBNWP_004283-T1	CHXZG_003438-T1
OG0004196	GBNWP_004284-T1	CHXZG_003437-T1
OG0004197	GBNWP_004288-T1	CHXZG_003433-T1
OG0004198	GBNWP_004289-T1	CHXZG_003432-T1
OG0004199	GBNWP_004290-T1	CHXZG_003431-T1
OG0004200	GBNWP_004291-T1	CHXZG_003430-T1
OG0004201	GBNWP_004292-T1	CHXZG_003429-T1
OG0004202	GBNWP_004293-T1	CHXZG_004588-T1
OG0004203	GBNWP_004294-T1	CHXZG_004589-T1
OG0004204	GBNWP_004295-T1	CHXZG_004590-T1
OG0004205	GBNWP_004296-T1	CHXZG_004591-T1
OG0004206	GBNWP_004297-T1	CHXZG_004592-T1
OG0004207	GBNWP_004298-T1	CHXZG_004593-T1
OG0004208	GBNWP_004299-T1	CHXZG_004594-T1
OG0004209	GBNWP_004300-T1	CHXZG_004595-T1
OG0004210	GBNWP_004301-T1	CHXZG_004596-T1
OG0004211	GBNWP_004303-T1	CHXZG_004598-T1
OG0004212	GBNWP_004304-T1	CHXZG_004599-T1
OG0004213	GBNWP_004306-T1	CHXZG_004601-T1
OG0004214	GBNWP_004307-T1	CHXZG_004602-T1
OG0004215	GBNWP_004308-T1	CHXZG_004603-T1
OG0004216	GBNWP_004311-T1	CHXZG_004606-T1
OG0004217	GBNWP_004312-T1	CHXZG_000866-T1
OG0004218	GBNWP_004314-T1	CHXZG_000868-T1
OG0004219	GBNWP_004315-T1	CHXZG_000869-T1
OG0004220	GBNWP_004316-T1	CHXZG_000870-T1
OG0004221	GBNWP_004317-T1	CHXZG_000871-T1
OG0004222	GBNWP_004318-T1	CHXZG_000872-T1
OG0004223	GBNWP_004319-T1	CHXZG_000873-T1
OG0004224	GBNWP_004320-T1	CHXZG_000874-T1
OG0004225	GBNWP_004321-T1	CHXZG_000875-T1
OG0004226	GBNWP_004322-T1	CHXZG_000876-T1
OG0004227	GBNWP_004323-T1	CHXZG_000877-T1
OG0004228	GBNWP_004324-T1	CHXZG_000878-T1
OG0004229	GBNWP_004327-T1	CHXZG_000880-T1
OG0004230	GBNWP_004328-T1	CHXZG_000881-T1
OG0004231	GBNWP_004330-T1	CHXZG_000883-T1
OG0004232	GBNWP_004331-T1	CHXZG_000884-T1
OG0004233	GBNWP_004333-T1	CHXZG_000886-T1
OG0004234	GBNWP_004334-T1	CHXZG_000887-T1
OG0004235	GBNWP_004335-T1	CHXZG_000889-T1
OG0004236	GBNWP_004336-T1	CHXZG_000890-T1
OG0004237	GBNWP_004337-T1	CHXZG_000891-T1
OG0004238	GBNWP_004338-T1	CHXZG_011028-T1
OG0004239	GBNWP_004339-T1	CHXZG_009131-T1
OG0004240	GBNWP_004340-T1	CHXZG_009132-T1
OG0004241	GBNWP_004342-T1	CHXZG_009134-T1
OG0004242	GBNWP_004343-T1	CHXZG_009135-T1
OG0004243	GBNWP_004346-T1	CHXZG_009138-T1
OG0004244	GBNWP_004347-T1	CHXZG_009139-T1
OG0004245	GBNWP_004348-T1	CHXZG_009141-T1
OG0004246	GBNWP_004349-T1	CHXZG_009142-T1
OG0004247	GBNWP_004350-T1	CHXZG_009143-T1
OG0004248	GBNWP_004352-T1	CHXZG_009145-T1
OG0004249	GBNWP_004353-T1	CHXZG_009146-T1
OG0004250	GBNWP_004355-T1	CHXZG_009148-T1
OG0004251	GBNWP_004358-T1	CHXZG_009151-T1
OG0004252	GBNWP_004359-T1	CHXZG_009153-T1
OG0004253	GBNWP_004360-T1	CHXZG_009154-T1
OG0004254	GBNWP_004361-T1	CHXZG_009155-T1
OG0004255	GBNWP_004362-T1	CHXZG_009156-T1
OG0004256	GBNWP_004363-T1	CHXZG_009157-T1
OG0004257	GBNWP_004364-T1	CHXZG_009158-T1
OG0004258	GBNWP_004365-T1	CHXZG_009159-T1
OG0004259	GBNWP_004366-T1	CHXZG_009160-T1
OG0004260	GBNWP_004367-T1	CHXZG_009161-T1
OG0004261	GBNWP_004369-T1	CHXZG_009163-T1
OG0004262	GBNWP_004370-T1	CHXZG_009164-T1
OG0004263	GBNWP_004372-T1	CHXZG_009166-T1
OG0004264	GBNWP_004373-T1	CHXZG_009167-T1
OG0004265	GBNWP_004374-T1	CHXZG_009168-T1
OG0004266	GBNWP_004375-T1	CHXZG_009170-T1
OG0004267	GBNWP_004376-T1	CHXZG_009171-T1
OG0004268	GBNWP_004378-T1	CHXZG_009173-T1
OG0004269	GBNWP_004379-T1	CHXZG_009174-T1
OG0004270	GBNWP_004380-T1	CHXZG_009175-T1
OG0004271	GBNWP_004382-T1	CHXZG_009177-T1
OG0004272	GBNWP_004383-T1	CHXZG_009178-T1
OG0004273	GBNWP_004384-T1	CHXZG_009179-T1
OG0004274	GBNWP_004385-T1	CHXZG_009180-T1
OG0004275	GBNWP_004387-T1	CHXZG_004652-T1
OG0004276	GBNWP_004389-T1	CHXZG_004654-T1
OG0004277	GBNWP_004390-T1	CHXZG_004655-T1
OG0004278	GBNWP_004391-T1	CHXZG_004656-T1
OG0004279	GBNWP_004392-T1	CHXZG_004657-T1
OG0004280	GBNWP_004393-T1	CHXZG_004658-T1
OG0004281	GBNWP_004394-T1	CHXZG_004659-T1
OG0004282	GBNWP_004395-T1	CHXZG_004660-T1
OG0004283	GBNWP_004397-T1	CHXZG_004662-T1
OG0004284	GBNWP_004398-T1	CHXZG_004663-T1
OG0004285	GBNWP_004399-T1	CHXZG_004664-T1
OG0004286	GBNWP_004400-T1	CHXZG_004665-T1
OG0004287	GBNWP_004401-T1	CHXZG_004666-T1
OG0004288	GBNWP_004403-T1	CHXZG_004669-T1
OG0004289	GBNWP_004404-T1	CHXZG_004670-T1
OG0004290	GBNWP_004405-T1	CHXZG_004671-T1
OG0004291	GBNWP_004406-T1	CHXZG_006319-T1
OG0004292	GBNWP_004407-T1	CHXZG_006320-T1
OG0004293	GBNWP_004408-T1	CHXZG_006321-T1
OG0004294	GBNWP_004410-T1	CHXZG_006322-T1
OG0004295	GBNWP_004411-T1	CHXZG_006323-T1
OG0004296	GBNWP_004415-T1	CHXZG_006327-T1
OG0004297	GBNWP_004417-T1	CHXZG_005865-T1
OG0004298	GBNWP_004418-T1	CHXZG_005866-T1
OG0004299	GBNWP_004419-T1	CHXZG_008008-T1
OG0004300	GBNWP_004420-T1	CHXZG_008007-T1
OG0004301	GBNWP_004422-T1	CHXZG_008005-T1
OG0004302	GBNWP_004423-T1	CHXZG_008004-T1
OG0004303	GBNWP_004427-T1	CHXZG_011349-T1
OG0004304	GBNWP_004428-T1	CHXZG_011348-T1
OG0004305	GBNWP_004429-T1	CHXZG_011347-T1
OG0004306	GBNWP_004430-T1	CHXZG_011346-T1
OG0004307	GBNWP_004431-T1	CHXZG_011345-T1
OG0004308	GBNWP_004432-T1	CHXZG_011344-T1
OG0004309	GBNWP_004433-T1	CHXZG_011343-T1
OG0004310	GBNWP_004434-T1	CHXZG_011342-T1
OG0004311	GBNWP_004435-T1	CHXZG_011341-T1
OG0004312	GBNWP_004436-T1	CHXZG_011340-T1
OG0004313	GBNWP_004437-T1	CHXZG_011338-T1
OG0004314	GBNWP_004439-T1	CHXZG_001368-T1
OG0004315	GBNWP_004442-T1	CHXZG_001364-T1
OG0004316	GBNWP_004443-T1	CHXZG_001363-T1
OG0004317	GBNWP_004445-T1	CHXZG_001361-T1
OG0004318	GBNWP_004446-T1	CHXZG_001360-T1
OG0004319	GBNWP_004447-T1	CHXZG_001359-T1
OG0004320	GBNWP_004448-T1	CHXZG_001358-T1
OG0004321	GBNWP_004449-T1	CHXZG_001357-T1
OG0004322	GBNWP_004450-T1	CHXZG_001356-T1
OG0004323	GBNWP_004451-T1	CHXZG_001355-T1
OG0004324	GBNWP_004452-T1	CHXZG_001354-T1
OG0004325	GBNWP_004453-T1	CHXZG_001353-T1
OG0004326	GBNWP_004455-T1	CHXZG_001350-T1
OG0004327	GBNWP_004456-T1	CHXZG_001349-T1
OG0004328	GBNWP_004459-T1	CHXZG_011318-T1
OG0004329	GBNWP_004460-T1	CHXZG_011320-T1
OG0004330	GBNWP_004461-T1	CHXZG_011321-T1
OG0004331	GBNWP_004462-T1	CHXZG_011322-T1
OG0004332	GBNWP_004463-T1	CHXZG_011323-T1
OG0004333	GBNWP_004464-T1	CHXZG_011324-T1
OG0004334	GBNWP_004465-T1	CHXZG_011325-T1
OG0004335	GBNWP_004466-T1	CHXZG_011326-T1
OG0004336	GBNWP_004468-T1	CHXZG_011327-T1
OG0004337	GBNWP_004469-T1	CHXZG_011328-T1
OG0004338	GBNWP_004470-T1	CHXZG_011329-T1
OG0004339	GBNWP_004471-T1	CHXZG_011330-T1
OG0004340	GBNWP_004472-T1	CHXZG_011331-T1
OG0004341	GBNWP_004474-T1	CHXZG_011333-T1
OG0004342	GBNWP_004475-T1	CHXZG_011334-T1
OG0004343	GBNWP_004476-T1	CHXZG_011335-T1
OG0004344	GBNWP_004477-T1	CHXZG_011336-T1
OG0004345	GBNWP_004481-T1	CHXZG_001978-T1
OG0004346	GBNWP_004483-T1	CHXZG_001980-T1
OG0004347	GBNWP_004484-T1	CHXZG_001981-T1
OG0004348	GBNWP_004485-T1	CHXZG_001982-T1
OG0004349	GBNWP_004486-T1	CHXZG_001983-T1
OG0004350	GBNWP_004487-T1	CHXZG_001984-T1
OG0004351	GBNWP_004488-T1	CHXZG_001985-T1
OG0004352	GBNWP_004491-T1	CHXZG_001988-T1
OG0004353	GBNWP_004492-T1	CHXZG_001989-T1
OG0004354	GBNWP_004494-T1	CHXZG_001991-T1
OG0004355	GBNWP_004495-T1	CHXZG_001175-T1
OG0004356	GBNWP_004496-T1	CHXZG_001174-T1
OG0004357	GBNWP_004497-T1	CHXZG_001173-T1
OG0004358	GBNWP_004498-T1	CHXZG_001172-T1
OG0004359	GBNWP_004499-T1	CHXZG_001171-T1
OG0004360	GBNWP_004500-T1	CHXZG_001170-T1
OG0004361	GBNWP_004501-T1	CHXZG_006093-T1
OG0004362	GBNWP_004502-T1	CHXZG_006094-T1
OG0004363	GBNWP_004503-T1	CHXZG_006095-T1
OG0004364	GBNWP_004505-T1	CHXZG_006097-T1
OG0004365	GBNWP_004506-T1	CHXZG_006098-T1
OG0004366	GBNWP_004507-T1	CHXZG_006099-T1
OG0004367	GBNWP_004508-T1	CHXZG_006100-T1
OG0004368	GBNWP_004509-T1	CHXZG_006101-T1
OG0004369	GBNWP_004510-T1	CHXZG_006103-T1
OG0004370	GBNWP_004511-T1	CHXZG_006104-T1
OG0004371	GBNWP_004512-T1	CHXZG_006115-T1
OG0004372	GBNWP_004513-T1	CHXZG_006116-T1
OG0004373	GBNWP_004515-T1	CHXZG_006117-T1
OG0004374	GBNWP_004516-T1	CHXZG_006118-T1
OG0004375	GBNWP_004517-T1	CHXZG_006119-T1
OG0004376	GBNWP_004518-T1	CHXZG_006120-T1
OG0004377	GBNWP_004519-T1	CHXZG_006121-T1
OG0004378	GBNWP_004520-T1	CHXZG_006122-T1
OG0004379	GBNWP_004524-T1	CHXZG_006126-T1
OG0004380	GBNWP_004525-T1	CHXZG_006127-T1
OG0004381	GBNWP_004527-T1	CHXZG_006129-T1
OG0004382	GBNWP_004528-T1	CHXZG_006130-T1
OG0004383	GBNWP_004530-T1	CHXZG_003763-T1
OG0004384	GBNWP_004531-T1	CHXZG_003762-T1
OG0004385	GBNWP_004532-T1	CHXZG_003761-T1
OG0004386	GBNWP_004535-T1	CHXZG_003758-T1
OG0004387	GBNWP_004536-T1	CHXZG_003757-T1
OG0004388	GBNWP_004537-T1	CHXZG_003756-T1
OG0004389	GBNWP_004538-T1	CHXZG_003755-T1
OG0004390	GBNWP_004539-T1	CHXZG_003754-T1
OG0004391	GBNWP_004540-T1	CHXZG_003752-T1
OG0004392	GBNWP_004542-T1	CHXZG_003749-T1
OG0004393	GBNWP_004543-T1	CHXZG_004953-T1
OG0004394	GBNWP_004544-T1	CHXZG_004952-T1
OG0004395	GBNWP_004545-T1	CHXZG_004951-T1
OG0004396	GBNWP_004546-T1	CHXZG_004950-T1
OG0004397	GBNWP_004547-T1	CHXZG_004949-T1
OG0004398	GBNWP_004548-T1	CHXZG_004948-T1
OG0004399	GBNWP_004549-T1	CHXZG_004947-T1
OG0004400	GBNWP_004551-T1	CHXZG_004945-T1
OG0004401	GBNWP_004552-T1	CHXZG_004944-T1
OG0004402	GBNWP_004553-T1	CHXZG_004943-T1
OG0004403	GBNWP_004554-T1	CHXZG_004942-T1
OG0004404	GBNWP_004558-T1	CHXZG_004939-T1
OG0004405	GBNWP_004559-T1	CHXZG_004938-T1
OG0004406	GBNWP_004560-T1	CHXZG_004937-T1
OG0004407	GBNWP_004561-T1	CHXZG_004936-T1
OG0004408	GBNWP_004563-T1	CHXZG_011609-T1
OG0004409	GBNWP_004564-T1	CHXZG_008127-T1
OG0004410	GBNWP_004565-T1	CHXZG_008128-T1
OG0004411	GBNWP_004567-T1	CHXZG_008130-T1
OG0004412	GBNWP_004568-T1	CHXZG_008131-T1
OG0004413	GBNWP_004569-T1	CHXZG_008132-T1
OG0004414	GBNWP_004570-T1	CHXZG_008133-T1
OG0004415	GBNWP_004571-T1	CHXZG_008134-T1
OG0004416	GBNWP_004572-T1	CHXZG_008135-T1
OG0004417	GBNWP_004573-T1	CHXZG_008136-T1
OG0004418	GBNWP_004574-T1	CHXZG_008137-T1
OG0004419	GBNWP_004577-T1	CHXZG_008140-T1
OG0004420	GBNWP_004578-T1	CHXZG_008141-T1
OG0004421	GBNWP_004579-T1	CHXZG_008144-T1
OG0004422	GBNWP_004580-T1	CHXZG_008145-T1
OG0004423	GBNWP_004582-T1	CHXZG_008147-T1
OG0004424	GBNWP_004584-T1	CHXZG_008149-T1
OG0004425	GBNWP_004587-T1	CHXZG_008152-T1
OG0004426	GBNWP_004588-T1	CHXZG_008153-T1
OG0004427	GBNWP_004589-T1	CHXZG_008154-T1
OG0004428	GBNWP_004590-T1	CHXZG_008155-T1
OG0004429	GBNWP_004591-T1	CHXZG_008156-T1
OG0004430	GBNWP_004594-T1	CHXZG_008159-T1
OG0004431	GBNWP_004595-T1	CHXZG_008160-T1
OG0004432	GBNWP_004596-T1	CHXZG_008161-T1
OG0004433	GBNWP_004597-T1	CHXZG_008162-T1
OG0004434	GBNWP_004598-T1	CHXZG_008163-T1
OG0004435	GBNWP_004599-T1	CHXZG_008164-T1
OG0004436	GBNWP_004600-T1	CHXZG_008165-T1
OG0004437	GBNWP_004601-T1	CHXZG_008166-T1
OG0004438	GBNWP_004602-T1	CHXZG_008168-T1
OG0004439	GBNWP_004603-T1	CHXZG_008169-T1
OG0004440	GBNWP_004604-T1	CHXZG_008170-T1
OG0004441	GBNWP_004605-T1	CHXZG_008171-T1
OG0004442	GBNWP_004606-T1	CHXZG_008172-T1
OG0004443	GBNWP_004607-T1	CHXZG_008173-T1
OG0004444	GBNWP_004608-T1	CHXZG_008174-T1
OG0004445	GBNWP_004609-T1	CHXZG_008175-T1
OG0004446	GBNWP_004611-T1	CHXZG_008177-T1
OG0004447	GBNWP_004616-T1	CHXZG_003321-T1
OG0004448	GBNWP_004617-T1	CHXZG_003320-T1
OG0004449	GBNWP_004619-T1	CHXZG_003319-T1
OG0004450	GBNWP_004620-T1	CHXZG_003318-T1
OG0004451	GBNWP_004621-T1	CHXZG_003317-T1
OG0004452	GBNWP_004622-T1	CHXZG_003316-T1
OG0004453	GBNWP_004624-T1	CHXZG_003314-T1
OG0004454	GBNWP_004625-T1	CHXZG_003311-T1
OG0004455	GBNWP_004626-T1	CHXZG_003310-T1
OG0004456	GBNWP_004627-T1	CHXZG_003309-T1
OG0004457	GBNWP_004633-T1	CHXZG_003306-T1
OG0004458	GBNWP_004634-T1	CHXZG_003304-T1
OG0004459	GBNWP_004635-T1	CHXZG_003303-T1
OG0004460	GBNWP_004640-T1	CHXZG_006936-T1
OG0004461	GBNWP_004641-T1	CHXZG_006937-T1
OG0004462	GBNWP_004642-T1	CHXZG_006938-T1
OG0004463	GBNWP_004643-T1	CHXZG_006939-T1
OG0004464	GBNWP_004644-T1	CHXZG_006940-T1
OG0004465	GBNWP_004645-T1	CHXZG_006941-T1
OG0004466	GBNWP_004646-T1	CHXZG_006942-T1
OG0004467	GBNWP_004647-T1	CHXZG_006943-T1
OG0004468	GBNWP_004648-T1	CHXZG_007160-T1
OG0004469	GBNWP_004650-T1	CHXZG_007158-T1
OG0004470	GBNWP_004652-T1	CHXZG_007155-T1
OG0004471	GBNWP_004653-T1	CHXZG_004797-T1
OG0004472	GBNWP_004654-T1	CHXZG_004796-T1
OG0004473	GBNWP_004655-T1	CHXZG_004795-T1
OG0004474	GBNWP_004656-T1	CHXZG_004794-T1
OG0004475	GBNWP_004657-T1	CHXZG_004793-T1
OG0004476	GBNWP_004658-T1	CHXZG_004792-T1
OG0004477	GBNWP_004660-T1	CHXZG_004790-T1
OG0004478	GBNWP_004661-T1	CHXZG_004789-T1
OG0004479	GBNWP_004662-T1	CHXZG_004788-T1
OG0004480	GBNWP_004663-T1	CHXZG_004787-T1
OG0004481	GBNWP_004664-T1	CHXZG_004786-T1
OG0004482	GBNWP_004665-T1	CHXZG_004785-T1
OG0004483	GBNWP_004668-T1	CHXZG_010986-T1
OG0004484	GBNWP_004669-T1	CHXZG_004916-T1
OG0004485	GBNWP_004670-T1	CHXZG_004915-T1
OG0004486	GBNWP_004672-T1	CHXZG_004913-T1
OG0004487	GBNWP_004673-T1	CHXZG_004912-T1
OG0004488	GBNWP_004674-T1	CHXZG_004911-T1
OG0004489	GBNWP_004675-T1	CHXZG_004910-T1
OG0004490	GBNWP_004676-T1	CHXZG_004909-T1
OG0004491	GBNWP_004677-T1	CHXZG_004908-T1
OG0004492	GBNWP_004678-T1	CHXZG_004906-T1
OG0004493	GBNWP_004679-T1	CHXZG_004905-T1
OG0004494	GBNWP_004680-T1	CHXZG_004904-T1
OG0004495	GBNWP_004681-T1	CHXZG_004903-T1
OG0004496	GBNWP_004687-T1	CHXZG_004897-T1
OG0004497	GBNWP_004688-T1	CHXZG_003072-T1
OG0004498	GBNWP_004691-T1	CHXZG_003069-T1
OG0004499	GBNWP_004692-T1	CHXZG_003068-T1
OG0004500	GBNWP_004693-T1	CHXZG_003067-T1
OG0004501	GBNWP_004694-T1	CHXZG_003066-T1
OG0004502	GBNWP_004695-T1	CHXZG_003065-T1
OG0004503	GBNWP_004696-T1	CHXZG_003064-T1
OG0004504	GBNWP_004697-T1	CHXZG_003063-T1
OG0004505	GBNWP_004698-T1	CHXZG_003062-T1
OG0004506	GBNWP_004699-T1	CHXZG_003061-T1
OG0004507	GBNWP_004700-T1	CHXZG_003060-T1
OG0004508	GBNWP_004701-T1	CHXZG_003059-T1
OG0004509	GBNWP_004702-T1	CHXZG_003058-T1
OG0004510	GBNWP_004703-T1	CHXZG_003057-T1
OG0004511	GBNWP_004705-T1	CHXZG_005069-T1
OG0004512	GBNWP_004706-T1	CHXZG_005067-T1
OG0004513	GBNWP_004707-T1	CHXZG_005066-T1
OG0004514	GBNWP_004708-T1	CHXZG_005065-T1
OG0004515	GBNWP_004710-T1	CHXZG_005063-T1
OG0004516	GBNWP_004712-T1	CHXZG_005061-T1
OG0004517	GBNWP_004713-T1	CHXZG_005060-T1
OG0004518	GBNWP_004714-T1	CHXZG_005059-T1
OG0004519	GBNWP_004715-T1	CHXZG_005058-T1
OG0004520	GBNWP_004716-T1	CHXZG_005057-T1
OG0004521	GBNWP_004718-T1	CHXZG_005055-T1
OG0004522	GBNWP_004719-T1	CHXZG_005054-T1
OG0004523	GBNWP_004720-T1	CHXZG_004861-T1
OG0004524	GBNWP_004722-T1	CHXZG_004863-T1
OG0004525	GBNWP_004723-T1	CHXZG_004864-T1
OG0004526	GBNWP_004724-T1	CHXZG_004865-T1
OG0004527	GBNWP_004725-T1	CHXZG_004866-T1
OG0004528	GBNWP_004726-T1	CHXZG_004867-T1
OG0004529	GBNWP_004727-T1	CHXZG_004868-T1
OG0004530	GBNWP_004728-T1	CHXZG_004869-T1
OG0004531	GBNWP_004729-T1	CHXZG_004870-T1
OG0004532	GBNWP_004730-T1	CHXZG_004872-T1
OG0004533	GBNWP_004732-T1	CHXZG_004874-T1
OG0004534	GBNWP_004734-T1	CHXZG_004876-T1
OG0004535	GBNWP_004735-T1	CHXZG_004877-T1
OG0004536	GBNWP_004736-T1	CHXZG_004878-T1
OG0004537	GBNWP_004738-T1	CHXZG_005026-T1
OG0004538	GBNWP_004739-T1	CHXZG_005027-T1
