	Fennellomyces_verticellatus_RSA_2442_Plus.aa	Fennellomyces_verticellatus_RSA_2446.aa
OG0003746	GBNUN_003750-T1	CHXZO_003502-T1
OG0003747	GBNUN_003751-T1	CHXZO_003500-T1
OG0003748	GBNUN_003752-T1	CHXZO_010829-T1
OG0003749	GBNUN_003753-T1	CHXZO_002868-T1
OG0003750	GBNUN_003754-T1	CHXZO_002867-T1
OG0003751	GBNUN_003755-T1	CHXZO_002866-T1
OG0003752	GBNUN_003756-T1	CHXZO_002865-T1
OG0003753	GBNUN_003757-T1	CHXZO_002864-T1
OG0003754	GBNUN_003758-T1	CHXZO_002863-T1
OG0003755	GBNUN_003759-T1	CHXZO_002861-T1
OG0003756	GBNUN_003760-T1	CHXZO_002860-T1
OG0003757	GBNUN_003761-T1	CHXZO_002859-T1
OG0003758	GBNUN_003762-T1	CHXZO_002858-T1
OG0003759	GBNUN_003763-T1	CHXZO_002857-T1
OG0003760	GBNUN_003764-T1	CHXZO_002856-T1
OG0003761	GBNUN_003767-T1	CHXZO_002853-T1
OG0003762	GBNUN_003769-T1	CHXZO_002851-T1
OG0003763	GBNUN_003770-T1	CHXZO_002850-T1
OG0003764	GBNUN_003771-T1	CHXZO_002847-T1
OG0003765	GBNUN_003772-T1	CHXZO_004167-T1
OG0003766	GBNUN_003774-T1	CHXZO_004169-T1
OG0003767	GBNUN_003775-T1	CHXZO_004170-T1
OG0003768	GBNUN_003776-T1	CHXZO_004171-T1
OG0003769	GBNUN_003777-T1	CHXZO_004172-T1
OG0003770	GBNUN_003778-T1	CHXZO_004173-T1
OG0003771	GBNUN_003782-T1	CHXZO_004176-T1
OG0003772	GBNUN_003783-T1	CHXZO_004177-T1
OG0003773	GBNUN_003784-T1	CHXZO_004178-T1
OG0003774	GBNUN_003785-T1	CHXZO_004179-T1
OG0003775	GBNUN_003786-T1	CHXZO_004181-T1
OG0003776	GBNUN_003787-T1	CHXZO_004182-T1
OG0003777	GBNUN_003788-T1	CHXZO_004183-T1
OG0003778	GBNUN_003789-T1	CHXZO_010557-T1
OG0003779	GBNUN_003790-T1	CHXZO_010558-T1
OG0003780	GBNUN_003791-T1	CHXZO_008787-T1
OG0003781	GBNUN_003792-T1	CHXZO_008786-T1
OG0003782	GBNUN_003793-T1	CHXZO_008785-T1
OG0003783	GBNUN_003794-T1	CHXZO_008784-T1
OG0003784	GBNUN_003796-T1	CHXZO_008781-T1
OG0003785	GBNUN_003797-T1	CHXZO_008780-T1
OG0003786	GBNUN_003798-T1	CHXZO_008779-T1
OG0003787	GBNUN_003800-T1	CHXZO_008777-T1
OG0003788	GBNUN_003801-T1	CHXZO_008776-T1
OG0003789	GBNUN_003802-T1	CHXZO_008775-T1
OG0003790	GBNUN_003803-T1	CHXZO_008774-T1
OG0003791	GBNUN_003805-T1	CHXZO_008772-T1
OG0003792	GBNUN_003806-T1	CHXZO_008771-T1
OG0003793	GBNUN_003807-T1	CHXZO_008770-T1
OG0003794	GBNUN_003809-T1	CHXZO_008768-T1
OG0003795	GBNUN_003811-T1	CHXZO_008766-T1
OG0003796	GBNUN_003812-T1	CHXZO_008765-T1
OG0003797	GBNUN_003813-T1	CHXZO_008764-T1
OG0003798	GBNUN_003814-T1	CHXZO_008762-T1
OG0003799	GBNUN_003815-T1	CHXZO_008761-T1
OG0003800	GBNUN_003817-T1	CHXZO_008759-T1
OG0003801	GBNUN_003818-T1	CHXZO_008758-T1
OG0003802	GBNUN_003819-T1	CHXZO_008757-T1
OG0003803	GBNUN_003820-T1	CHXZO_008756-T1
OG0003804	GBNUN_003821-T1	CHXZO_008755-T1
OG0003805	GBNUN_003822-T1	CHXZO_008754-T1
OG0003806	GBNUN_003824-T1	CHXZO_008750-T1
OG0003807	GBNUN_003825-T1	CHXZO_008749-T1
OG0003808	GBNUN_003826-T1	CHXZO_008748-T1
OG0003809	GBNUN_003827-T1	CHXZO_008747-T1
OG0003810	GBNUN_003830-T1	CHXZO_008744-T1
OG0003811	GBNUN_003831-T1	CHXZO_008743-T1
OG0003812	GBNUN_003832-T1	CHXZO_008742-T1
OG0003813	GBNUN_003833-T1	CHXZO_008739-T1
OG0003814	GBNUN_003834-T1	CHXZO_008738-T1
OG0003815	GBNUN_003835-T1	CHXZO_008737-T1
OG0003816	GBNUN_003836-T1	CHXZO_008736-T1
OG0003817	GBNUN_003841-T1	CHXZO_000985-T1
OG0003818	GBNUN_003844-T1	CHXZO_000982-T1
OG0003819	GBNUN_003845-T1	CHXZO_000981-T1
OG0003820	GBNUN_003846-T1	CHXZO_000980-T1
OG0003821	GBNUN_003848-T1	CHXZO_000977-T1
OG0003822	GBNUN_003849-T1	CHXZO_000976-T1
OG0003823	GBNUN_003850-T1	CHXZO_000975-T1
OG0003824	GBNUN_003851-T1	CHXZO_000974-T1
OG0003825	GBNUN_003853-T1	CHXZO_000972-T1
OG0003826	GBNUN_003854-T1	CHXZO_000971-T1
OG0003827	GBNUN_003855-T1	CHXZO_000970-T1
OG0003828	GBNUN_003856-T1	CHXZO_000969-T1
OG0003829	GBNUN_003857-T1	CHXZO_000968-T1
OG0003830	GBNUN_003858-T1	CHXZO_000967-T1
OG0003831	GBNUN_003859-T1	CHXZO_000966-T1
OG0003832	GBNUN_003860-T1	CHXZO_000965-T1
OG0003833	GBNUN_003861-T1	CHXZO_000964-T1
OG0003834	GBNUN_003862-T1	CHXZO_000963-T1
OG0003835	GBNUN_003863-T1	CHXZO_000962-T1
OG0003836	GBNUN_003864-T1	CHXZO_000961-T1
OG0003837	GBNUN_003866-T1	CHXZO_000959-T1
OG0003838	GBNUN_003868-T1	CHXZO_000957-T1
OG0003839	GBNUN_003869-T1	CHXZO_000956-T1
OG0003840	GBNUN_003870-T1	CHXZO_000955-T1
OG0003841	GBNUN_003871-T1	CHXZO_000954-T1
OG0003842	GBNUN_003873-T1	CHXZO_000952-T1
OG0003843	GBNUN_003874-T1	CHXZO_000951-T1
OG0003844	GBNUN_003875-T1	CHXZO_000950-T1
OG0003845	GBNUN_003876-T1	CHXZO_000948-T1
OG0003846	GBNUN_003877-T1	CHXZO_000947-T1
OG0003847	GBNUN_003878-T1	CHXZO_000946-T1
OG0003848	GBNUN_003879-T1	CHXZO_000945-T1
OG0003849	GBNUN_003884-T1	CHXZO_000940-T1
OG0003850	GBNUN_003886-T1	CHXZO_000938-T1
OG0003851	GBNUN_003887-T1	CHXZO_000937-T1
OG0003852	GBNUN_003889-T1	CHXZO_000935-T1
OG0003853	GBNUN_003890-T1	CHXZO_000934-T1
OG0003854	GBNUN_003892-T1	CHXZO_000932-T1
OG0003855	GBNUN_003895-T1	CHXZO_000929-T1
OG0003856	GBNUN_003896-T1	CHXZO_000927-T1
OG0003857	GBNUN_003897-T1, GBNUN_008359-T1	
OG0003858	GBNUN_003902-T1	CHXZO_006522-T1
OG0003859	GBNUN_003903-T1	CHXZO_006523-T1
OG0003860	GBNUN_003904-T1	CHXZO_006524-T1
OG0003861	GBNUN_003905-T1	CHXZO_006525-T1
OG0003862	GBNUN_003906-T1	CHXZO_006526-T1
OG0003863	GBNUN_003907-T1	CHXZO_006527-T1
OG0003864	GBNUN_003908-T1	CHXZO_006528-T1
OG0003865	GBNUN_003910-T1	CHXZO_006529-T1
OG0003866	GBNUN_003917-T1	CHXZO_006130-T1
OG0003867	GBNUN_003919-T1	CHXZO_006132-T1
OG0003868	GBNUN_003920-T1	CHXZO_006133-T1
OG0003869	GBNUN_003921-T1	CHXZO_006134-T1
OG0003870	GBNUN_003923-T1	CHXZO_006136-T1
OG0003871	GBNUN_003924-T1	CHXZO_006137-T1
OG0003872	GBNUN_003925-T1	CHXZO_006138-T1
OG0003873	GBNUN_003926-T1	CHXZO_006139-T1
OG0003874	GBNUN_003927-T1	CHXZO_006140-T1
OG0003875	GBNUN_003928-T1	CHXZO_006141-T1
OG0003876	GBNUN_003932-T1	CHXZO_006144-T1
OG0003877	GBNUN_003933-T1	CHXZO_006145-T1
OG0003878	GBNUN_003934-T1	CHXZO_006146-T1
OG0003879	GBNUN_003935-T1	CHXZO_006147-T1
OG0003880	GBNUN_003936-T1	CHXZO_006148-T1
OG0003881	GBNUN_003937-T1	CHXZO_006149-T1
OG0003882	GBNUN_003938-T1	CHXZO_006150-T1
OG0003883	GBNUN_003939-T1	CHXZO_006151-T1
OG0003884	GBNUN_003940-T1	CHXZO_006152-T1
OG0003885	GBNUN_003941-T1	CHXZO_006154-T1
OG0003886	GBNUN_003942-T1	CHXZO_006155-T1
OG0003887	GBNUN_003943-T1	CHXZO_006156-T1
OG0003888	GBNUN_003944-T1	CHXZO_006157-T1
OG0003889	GBNUN_003945-T1	CHXZO_006158-T1
OG0003890	GBNUN_003946-T1	CHXZO_006159-T1
OG0003891	GBNUN_003947-T1	CHXZO_006160-T1
OG0003892	GBNUN_003948-T1	CHXZO_006161-T1
OG0003893	GBNUN_003949-T1	CHXZO_006162-T1
OG0003894	GBNUN_003951-T1	CHXZO_006165-T1
OG0003895	GBNUN_003952-T1	CHXZO_006166-T1
OG0003896	GBNUN_003953-T1	CHXZO_006167-T1
OG0003897	GBNUN_003954-T1	CHXZO_006168-T1
OG0003898	GBNUN_003955-T1	CHXZO_006169-T1
OG0003899	GBNUN_003956-T1	CHXZO_006170-T1
OG0003900	GBNUN_003957-T1	CHXZO_006171-T1
OG0003901	GBNUN_003958-T1	CHXZO_006172-T1
OG0003902	GBNUN_003959-T1	CHXZO_006173-T1
OG0003903	GBNUN_003960-T1	CHXZO_006174-T1
OG0003904	GBNUN_003961-T1	CHXZO_006175-T1
OG0003905	GBNUN_003962-T1	CHXZO_006176-T1
OG0003906	GBNUN_003965-T1	CHXZO_006179-T1
OG0003907	GBNUN_003966-T1	CHXZO_006180-T1
OG0003908	GBNUN_003967-T1	CHXZO_006181-T1
OG0003909	GBNUN_003968-T1	CHXZO_006182-T1
OG0003910	GBNUN_003969-T1	CHXZO_006183-T1
OG0003911	GBNUN_003971-T1	CHXZO_006185-T1
OG0003912	GBNUN_003973-T1	CHXZO_006187-T1
OG0003913	GBNUN_003974-T1	CHXZO_006188-T1
OG0003914	GBNUN_003975-T1	CHXZO_006189-T1
OG0003915	GBNUN_003976-T1	CHXZO_006190-T1
OG0003916	GBNUN_003977-T1	CHXZO_003405-T1
OG0003917	GBNUN_003978-T1	CHXZO_003404-T1
OG0003918	GBNUN_003979-T1	CHXZO_003403-T1
OG0003919	GBNUN_003980-T1	CHXZO_003402-T1
OG0003920	GBNUN_003981-T1	CHXZO_003401-T1
OG0003921	GBNUN_003983-T1	CHXZO_003400-T1
OG0003922	GBNUN_003984-T1	CHXZO_003399-T1
OG0003923	GBNUN_003985-T1	CHXZO_003398-T1
OG0003924	GBNUN_003987-T1	CHXZO_003396-T1
OG0003925	GBNUN_003989-T1	CHXZO_003394-T1
OG0003926	GBNUN_003990-T1	CHXZO_003393-T1
OG0003927	GBNUN_003992-T1	CHXZO_003392-T1
OG0003928	GBNUN_003993-T1	CHXZO_003391-T1
OG0003929	GBNUN_003995-T1	CHXZO_003389-T1
OG0003930	GBNUN_003996-T1	CHXZO_003388-T1
OG0003931	GBNUN_003997-T1	CHXZO_004689-T1
OG0003932	GBNUN_003998-T1	CHXZO_004688-T1
OG0003933	GBNUN_004000-T1	CHXZO_004686-T1
OG0003934	GBNUN_004001-T1	CHXZO_004684-T1
OG0003935	GBNUN_004002-T1	CHXZO_004683-T1
OG0003936	GBNUN_004003-T1	CHXZO_004682-T1
OG0003937	GBNUN_004004-T1	CHXZO_004681-T1
OG0003938	GBNUN_004005-T1	CHXZO_004680-T1
OG0003939	GBNUN_004006-T1	CHXZO_004679-T1
OG0003940	GBNUN_004007-T1	CHXZO_004678-T1
OG0003941	GBNUN_004008-T1	CHXZO_004677-T1
OG0003942	GBNUN_004009-T1	CHXZO_004676-T1
OG0003943	GBNUN_004010-T1	CHXZO_004675-T1
OG0003944	GBNUN_004011-T1	CHXZO_002870-T1
OG0003945	GBNUN_004012-T1	CHXZO_003176-T1
OG0003946	GBNUN_004013-T1	CHXZO_003175-T1
OG0003947	GBNUN_004015-T1	CHXZO_003173-T1
OG0003948	GBNUN_004016-T1	CHXZO_003172-T1
OG0003949	GBNUN_004017-T1	CHXZO_003171-T1
OG0003950	GBNUN_004018-T1	CHXZO_003170-T1
OG0003951	GBNUN_004019-T1	CHXZO_003168-T1
OG0003952	GBNUN_004020-T1	CHXZO_003167-T1
OG0003953	GBNUN_004021-T1	CHXZO_003166-T1
OG0003954	GBNUN_004023-T1	CHXZO_003164-T1
OG0003955	GBNUN_004024-T1	CHXZO_003162-T1
OG0003956	GBNUN_004028-T1	CHXZO_003161-T1
OG0003957	GBNUN_004029-T1	CHXZO_003160-T1
OG0003958	GBNUN_004030-T1	CHXZO_003159-T1
OG0003959	GBNUN_004031-T1	CHXZO_003158-T1
OG0003960	GBNUN_004032-T1	CHXZO_003157-T1
OG0003961	GBNUN_004033-T1	CHXZO_003020-T1
OG0003962	GBNUN_004034-T1	CHXZO_003019-T1
OG0003963	GBNUN_004035-T1	CHXZO_003018-T1
OG0003964	GBNUN_004036-T1	CHXZO_003017-T1
OG0003965	GBNUN_004042-T1	CHXZO_003011-T1
OG0003966	GBNUN_004043-T1	CHXZO_003010-T1
OG0003967	GBNUN_004047-T1	CHXZO_003005-T1
OG0003968	GBNUN_004049-T1	CHXZO_003003-T1
OG0003969	GBNUN_004050-T1	CHXZO_003002-T1
OG0003970	GBNUN_004052-T1	CHXZO_003129-T1
OG0003971	GBNUN_004053-T1	CHXZO_003128-T1
OG0003972	GBNUN_004054-T1	CHXZO_003127-T1
OG0003973	GBNUN_004055-T1	CHXZO_003126-T1
OG0003974	GBNUN_004056-T1	CHXZO_003125-T1
OG0003975	GBNUN_004057-T1	CHXZO_003124-T1
OG0003976	GBNUN_004058-T1	CHXZO_003123-T1
OG0003977	GBNUN_004059-T1	CHXZO_003122-T1
OG0003978	GBNUN_004060-T1	CHXZO_003120-T1
OG0003979	GBNUN_004061-T1	CHXZO_003119-T1
OG0003980	GBNUN_004062-T1	CHXZO_003118-T1
OG0003981	GBNUN_004063-T1	CHXZO_003117-T1
OG0003982	GBNUN_004064-T1	CHXZO_003116-T1
OG0003983	GBNUN_004065-T1	CHXZO_003115-T1
OG0003984	GBNUN_004066-T1	CHXZO_003114-T1
OG0003985	GBNUN_004067-T1	CHXZO_003113-T1
OG0003986	GBNUN_004068-T1	CHXZO_003112-T1
OG0003987	GBNUN_004069-T1	CHXZO_003111-T1
OG0003988	GBNUN_004070-T1	CHXZO_003110-T1
OG0003989	GBNUN_004072-T1	CHXZO_003108-T1
OG0003990	GBNUN_004076-T1	CHXZO_003250-T1
OG0003991	GBNUN_004078-T1	CHXZO_003252-T1
OG0003992	GBNUN_004080-T1	CHXZO_003254-T1
OG0003993	GBNUN_004081-T1	CHXZO_003255-T1
OG0003994	GBNUN_004084-T1	CHXZO_003257-T1
OG0003995	GBNUN_004085-T1	CHXZO_003258-T1
OG0003996	GBNUN_004086-T1	CHXZO_003259-T1
OG0003997	GBNUN_004087-T1	CHXZO_003260-T1
OG0003998	GBNUN_004088-T1	CHXZO_003261-T1
OG0003999	GBNUN_004092-T1	CHXZO_003265-T1
OG0004000	GBNUN_004093-T1	CHXZO_003266-T1
OG0004001	GBNUN_004094-T1	CHXZO_003267-T1
OG0004002	GBNUN_004096-T1	CHXZO_003269-T1
OG0004003	GBNUN_004097-T1	CHXZO_003134-T1
OG0004004	GBNUN_004098-T1	CHXZO_003135-T1
OG0004005	GBNUN_004099-T1	CHXZO_003136-T1
OG0004006	GBNUN_004100-T1	CHXZO_003137-T1
OG0004007	GBNUN_004101-T1	CHXZO_003138-T1
OG0004008	GBNUN_004102-T1	CHXZO_003139-T1
OG0004009	GBNUN_004104-T1	CHXZO_003141-T1
OG0004010	GBNUN_004106-T1	CHXZO_003143-T1
OG0004011	GBNUN_004107-T1	CHXZO_003144-T1
OG0004012	GBNUN_004108-T1	CHXZO_003145-T1
OG0004013	GBNUN_004109-T1	CHXZO_003146-T1
OG0004014	GBNUN_004110-T1	CHXZO_003147-T1
OG0004015	GBNUN_004111-T1	CHXZO_003148-T1
OG0004016	GBNUN_004112-T1	CHXZO_003149-T1
OG0004017	GBNUN_004113-T1	CHXZO_003150-T1
OG0004018	GBNUN_004114-T1	CHXZO_003151-T1
OG0004019	GBNUN_004115-T1	CHXZO_003152-T1
OG0004020	GBNUN_004118-T1	CHXZO_009130-T1
OG0004021	GBNUN_004119-T1	CHXZO_009129-T1
OG0004022	GBNUN_004120-T1	CHXZO_009128-T1
OG0004023	GBNUN_004121-T1	CHXZO_009127-T1
OG0004024	GBNUN_004123-T1	CHXZO_009126-T1
OG0004025	GBNUN_004124-T1	CHXZO_009125-T1
OG0004026	GBNUN_004125-T1	CHXZO_005927-T1
OG0004027	GBNUN_004126-T1	CHXZO_005928-T1
OG0004028	GBNUN_004128-T1	CHXZO_005930-T1
OG0004029	GBNUN_004129-T1	CHXZO_005931-T1
OG0004030	GBNUN_004132-T1	CHXZO_005934-T1
OG0004031	GBNUN_004133-T1	CHXZO_005935-T1
OG0004032	GBNUN_004135-T1	CHXZO_005936-T1
OG0004033	GBNUN_004137-T1	CHXZO_005938-T1
OG0004034	GBNUN_004140-T1	CHXZO_003217-T1
OG0004035	GBNUN_004141-T1	CHXZO_003216-T1
OG0004036	GBNUN_004142-T1	CHXZO_003215-T1
OG0004037	GBNUN_004144-T1	CHXZO_003213-T1
OG0004038	GBNUN_004145-T1	CHXZO_003212-T1
OG0004039	GBNUN_004147-T1	CHXZO_003210-T1
OG0004040	GBNUN_004148-T1	CHXZO_003209-T1
OG0004041	GBNUN_004149-T1	CHXZO_003208-T1
OG0004042	GBNUN_004151-T1	CHXZO_004143-T1
OG0004043	GBNUN_004152-T1	CHXZO_004144-T1
OG0004044	GBNUN_004153-T1	CHXZO_004145-T1
OG0004045	GBNUN_004154-T1	CHXZO_004146-T1
OG0004046	GBNUN_004155-T1	CHXZO_004147-T1
OG0004047	GBNUN_004157-T1	CHXZO_004149-T1
OG0004048	GBNUN_004158-T1	CHXZO_004150-T1
OG0004049	GBNUN_004159-T1	CHXZO_004151-T1
OG0004050	GBNUN_004160-T1	CHXZO_004152-T1
OG0004051	GBNUN_004162-T1	CHXZO_004154-T1
OG0004052	GBNUN_004163-T1	CHXZO_004155-T1
OG0004053	GBNUN_004164-T1	CHXZO_004156-T1
OG0004054	GBNUN_004165-T1	CHXZO_004158-T1
OG0004055	GBNUN_004169-T1	CHXZO_004162-T1
OG0004056	GBNUN_004171-T1	CHXZO_008851-T1
OG0004057	GBNUN_004172-T1	CHXZO_008852-T1
OG0004058	GBNUN_004175-T1	CHXZO_008855-T1
OG0004059	GBNUN_004177-T1	CHXZO_008857-T1
OG0004060	GBNUN_004178-T1	CHXZO_008861-T1
OG0004061	GBNUN_004179-T1	CHXZO_008863-T1
OG0004062	GBNUN_004180-T1	CHXZO_008864-T1
OG0004063	GBNUN_004184-T1	CHXZO_008868-T1
OG0004064	GBNUN_004185-T1	CHXZO_008869-T1
OG0004065	GBNUN_004186-T1	CHXZO_008870-T1
OG0004066	GBNUN_004187-T1	CHXZO_008871-T1
OG0004067	GBNUN_004188-T1	CHXZO_008872-T1
OG0004068	GBNUN_004189-T1	CHXZO_008873-T1
OG0004069	GBNUN_004190-T1	CHXZO_008874-T1
OG0004070	GBNUN_004191-T1	CHXZO_008875-T1
OG0004071	GBNUN_004192-T1	CHXZO_008876-T1
OG0004072	GBNUN_004193-T1	CHXZO_008877-T1
OG0004073	GBNUN_004194-T1	CHXZO_008878-T1
OG0004074	GBNUN_004196-T1	CHXZO_008880-T1
OG0004075	GBNUN_004199-T1	CHXZO_008883-T1
OG0004076	GBNUN_004200-T1	CHXZO_008884-T1
OG0004077	GBNUN_004201-T1	CHXZO_008885-T1
OG0004078	GBNUN_004202-T1	CHXZO_008886-T1
OG0004079	GBNUN_004203-T1	CHXZO_008887-T1
OG0004080	GBNUN_004204-T1	CHXZO_008888-T1
OG0004081	GBNUN_004205-T1	CHXZO_008889-T1
OG0004082	GBNUN_004206-T1	CHXZO_008890-T1
OG0004083	GBNUN_004207-T1	CHXZO_003297-T1
OG0004084	GBNUN_004208-T1	CHXZO_003298-T1
OG0004085	GBNUN_004210-T1	CHXZO_003300-T1
OG0004086	GBNUN_004213-T1	CHXZO_003303-T1
OG0004087	GBNUN_004214-T1	CHXZO_003304-T1
OG0004088	GBNUN_004215-T1	CHXZO_003305-T1
OG0004089	GBNUN_004218-T1	CHXZO_003309-T1
OG0004090	GBNUN_004219-T1	CHXZO_003310-T1
OG0004091	GBNUN_004224-T1	CHXZO_003539-T1
OG0004092	GBNUN_004225-T1	CHXZO_003540-T1
OG0004093	GBNUN_004226-T1	CHXZO_003541-T1
OG0004094	GBNUN_004228-T1	CHXZO_003543-T1
OG0004095	GBNUN_004229-T1	CHXZO_003544-T1
OG0004096	GBNUN_004230-T1	CHXZO_003545-T1
OG0004097	GBNUN_004231-T1	CHXZO_003546-T1
OG0004098	GBNUN_004232-T1	CHXZO_003547-T1
OG0004099	GBNUN_004233-T1	CHXZO_003548-T1
OG0004100	GBNUN_004234-T1	CHXZO_003549-T1
OG0004101	GBNUN_004235-T1	CHXZO_003550-T1
OG0004102	GBNUN_004236-T1	CHXZO_003551-T1
OG0004103	GBNUN_004237-T1	CHXZO_003552-T1
OG0004104	GBNUN_004238-T1	CHXZO_003553-T1
OG0004105	GBNUN_004239-T1	CHXZO_003554-T1
OG0004106	GBNUN_004240-T1	CHXZO_003555-T1
OG0004107	GBNUN_004241-T1	CHXZO_003556-T1
OG0004108	GBNUN_004247-T1	CHXZO_003476-T1
OG0004109	GBNUN_004248-T1	CHXZO_003477-T1
OG0004110	GBNUN_004249-T1	CHXZO_003478-T1
OG0004111	GBNUN_004250-T1	CHXZO_003479-T1
OG0004112	GBNUN_004251-T1	CHXZO_003480-T1
OG0004113	GBNUN_004253-T1	CHXZO_003483-T1
OG0004114	GBNUN_004254-T1	CHXZO_003484-T1
OG0004115	GBNUN_004255-T1	CHXZO_003485-T1
OG0004116	GBNUN_004257-T1	CHXZO_003488-T1
OG0004117	GBNUN_004258-T1	CHXZO_003489-T1
OG0004118	GBNUN_004259-T1	CHXZO_003490-T1
OG0004119	GBNUN_004260-T1	CHXZO_003491-T1
OG0004120	GBNUN_004261-T1	CHXZO_003492-T1
OG0004121	GBNUN_004262-T1	CHXZO_003493-T1
OG0004122	GBNUN_004264-T1	CHXZO_003495-T1
OG0004123	GBNUN_004265-T1	CHXZO_003496-T1
OG0004124	GBNUN_004266-T1	CHXZO_003520-T1
OG0004125	GBNUN_004267-T1	CHXZO_003521-T1
OG0004126	GBNUN_004268-T1	CHXZO_003522-T1
OG0004127	GBNUN_004269-T1	CHXZO_003523-T1
OG0004128	GBNUN_004270-T1	CHXZO_003524-T1
OG0004129	GBNUN_004271-T1	CHXZO_003525-T1
OG0004130	GBNUN_004272-T1	CHXZO_003526-T1
OG0004131	GBNUN_004273-T1	CHXZO_003527-T1
OG0004132	GBNUN_004274-T1	CHXZO_003528-T1
OG0004133	GBNUN_004276-T1	CHXZO_003531-T1
OG0004134	GBNUN_004279-T1	CHXZO_003534-T1
OG0004135	GBNUN_004280-T1	CHXZO_003535-T1
OG0004136	GBNUN_004282-T1	CHXZO_000531-T1
OG0004137	GBNUN_004284-T1	CHXZO_000533-T1
OG0004138	GBNUN_004285-T1	CHXZO_000534-T1
OG0004139	GBNUN_004286-T1	CHXZO_000535-T1
OG0004140	GBNUN_004288-T1	CHXZO_000536-T1
OG0004141	GBNUN_004289-T1	CHXZO_000537-T1
OG0004142	GBNUN_004290-T1	CHXZO_000538-T1
OG0004143	GBNUN_004295-T1	CHXZO_000541-T1
OG0004144	GBNUN_004296-T1	CHXZO_000543-T1
OG0004145	GBNUN_004297-T1	CHXZO_000544-T1
OG0004146	GBNUN_004298-T1	CHXZO_000545-T1
OG0004147	GBNUN_004299-T1	CHXZO_000546-T1
OG0004148	GBNUN_004300-T1	CHXZO_008947-T1
OG0004149	GBNUN_004301-T1	CHXZO_008948-T1
OG0004150	GBNUN_004302-T1	CHXZO_008949-T1
OG0004151	GBNUN_004303-T1	CHXZO_008950-T1
OG0004152	GBNUN_004304-T1	CHXZO_008951-T1
OG0004153	GBNUN_004305-T1	CHXZO_008952-T1
OG0004154	GBNUN_004308-T1	CHXZO_008695-T1
OG0004155	GBNUN_004309-T1	CHXZO_008696-T1
OG0004156	GBNUN_004310-T1	CHXZO_008697-T1
OG0004157	GBNUN_004311-T1	CHXZO_008698-T1
OG0004158	GBNUN_004312-T1	CHXZO_008699-T1
OG0004159	GBNUN_004313-T1	CHXZO_008700-T1
OG0004160	GBNUN_004314-T1	CHXZO_008701-T1
OG0004161	GBNUN_004315-T1	CHXZO_010337-T1
OG0004162	GBNUN_004316-T1	CHXZO_010338-T1
OG0004163	GBNUN_004318-T1	CHXZO_010846-T1
OG0004164	GBNUN_004319-T1	CHXZO_008580-T1
OG0004165	GBNUN_004321-T1	CHXZO_008577-T1
OG0004166	GBNUN_004323-T1	CHXZO_008575-T1
OG0004167	GBNUN_004327-T1	CHXZO_008075-T1
OG0004168	GBNUN_004328-T1	CHXZO_008074-T1
OG0004169	GBNUN_004329-T1	CHXZO_008073-T1
OG0004170	GBNUN_004330-T1	CHXZO_008072-T1
OG0004171	GBNUN_004331-T1	CHXZO_008071-T1
OG0004172	GBNUN_004332-T1	CHXZO_008069-T1
OG0004173	GBNUN_004333-T1	CHXZO_008068-T1
OG0004174	GBNUN_004334-T1	CHXZO_008067-T1
OG0004175	GBNUN_004335-T1	CHXZO_008066-T1
OG0004176	GBNUN_004336-T1	CHXZO_008065-T1
OG0004177	GBNUN_004339-T1	CHXZO_000101-T1
OG0004178	GBNUN_004340-T1	CHXZO_000100-T1
OG0004179	GBNUN_004341-T1	CHXZO_000099-T1
OG0004180	GBNUN_004342-T1	CHXZO_000098-T1
OG0004181	GBNUN_004343-T1	CHXZO_000097-T1
OG0004182	GBNUN_004346-T1	CHXZO_000095-T1
OG0004183	GBNUN_004348-T1	CHXZO_000093-T1
OG0004184	GBNUN_004350-T1	CHXZO_000091-T1
OG0004185	GBNUN_004351-T1	CHXZO_000090-T1
OG0004186	GBNUN_004352-T1	CHXZO_000089-T1
OG0004187	GBNUN_004353-T1	CHXZO_000088-T1
OG0004188	GBNUN_004355-T1	CHXZO_000086-T1
OG0004189	GBNUN_004356-T1	CHXZO_000085-T1
OG0004190	GBNUN_004357-T1	CHXZO_000084-T1
OG0004191	GBNUN_004358-T1	CHXZO_003581-T1
OG0004192	GBNUN_004359-T1	CHXZO_003580-T1
OG0004193	GBNUN_004360-T1	CHXZO_003579-T1
OG0004194	GBNUN_004361-T1	CHXZO_003578-T1
OG0004195	GBNUN_004362-T1	CHXZO_003577-T1
OG0004196	GBNUN_004363-T1	CHXZO_003576-T1
OG0004197	GBNUN_004364-T1	CHXZO_003575-T1
OG0004198	GBNUN_004365-T1	CHXZO_003574-T1
OG0004199	GBNUN_004366-T1	CHXZO_003573-T1
OG0004200	GBNUN_004367-T1	CHXZO_003572-T1
OG0004201	GBNUN_004368-T1	CHXZO_003571-T1
OG0004202	GBNUN_004369-T1	CHXZO_003570-T1
OG0004203	GBNUN_004370-T1	CHXZO_003569-T1
OG0004204	GBNUN_004372-T1	CHXZO_003567-T1
OG0004205	GBNUN_004373-T1	CHXZO_003566-T1
OG0004206	GBNUN_004374-T1	CHXZO_003565-T1
OG0004207	GBNUN_004377-T1	CHXZO_003563-T1
OG0004208	GBNUN_004378-T1	CHXZO_003772-T1
OG0004209	GBNUN_004379-T1	CHXZO_003773-T1
