	Chaetocladium_brefeldii_NRRL_1350.aa	Chaetocladium_brefeldii_RSA_1136-.aa
OG0009191		GBNWZ_007310-T1
OG0009192		GBNWZ_007315-T1
OG0009193		GBNWZ_007317-T1
OG0009194		GBNWZ_007323-T1
OG0009195		GBNWZ_007324-T1
OG0009196		GBNWZ_007327-T1
OG0009197		GBNWZ_007329-T1
OG0009198		GBNWZ_007331-T1
OG0009199		GBNWZ_007332-T1
OG0009200		GBNWZ_007333-T1
OG0009201		GBNWZ_007335-T1
OG0009202		GBNWZ_007337-T1
OG0009203		GBNWZ_007338-T1
OG0009204		GBNWZ_007341-T1
OG0009205		GBNWZ_007343-T1
OG0009206		GBNWZ_007347-T1
OG0009207		GBNWZ_007350-T1
OG0009208		GBNWZ_007351-T1
OG0009209		GBNWZ_007353-T1
OG0009210		GBNWZ_007355-T1
OG0009211		GBNWZ_007357-T1
OG0009212		GBNWZ_007362-T1
OG0009213		GBNWZ_007364-T1
OG0009214		GBNWZ_007379-T1
OG0009215		GBNWZ_007381-T1
OG0009216		GBNWZ_007384-T1
OG0009217		GBNWZ_007385-T1
OG0009218		GBNWZ_007386-T1
OG0009219		GBNWZ_007387-T1
OG0009220		GBNWZ_007390-T1
OG0009221		GBNWZ_007392-T1
OG0009222		GBNWZ_007393-T1
OG0009223		GBNWZ_007396-T1
OG0009224		GBNWZ_007397-T1
OG0009225		GBNWZ_007399-T1
OG0009226		GBNWZ_007404-T1
OG0009227		GBNWZ_007412-T1
OG0009228		GBNWZ_007413-T1
OG0009229		GBNWZ_007415-T1
OG0009230		GBNWZ_007416-T1
OG0009231		GBNWZ_007422-T1
OG0009232		GBNWZ_007423-T1
OG0009233		GBNWZ_007429-T1
OG0009234		GBNWZ_007430-T1
OG0009235		GBNWZ_007431-T1
OG0009236		GBNWZ_007433-T1
OG0009237		GBNWZ_007435-T1
OG0009238		GBNWZ_007436-T1
OG0009239		GBNWZ_007437-T1
OG0009240		GBNWZ_007439-T1
OG0009241		GBNWZ_007440-T1
OG0009242		GBNWZ_007441-T1
OG0009243		GBNWZ_007442-T1
OG0009244		GBNWZ_007448-T1
OG0009245		GBNWZ_007450-T1
OG0009246		GBNWZ_007451-T1
OG0009247		GBNWZ_007452-T1
OG0009248		GBNWZ_007455-T1
OG0009249		GBNWZ_007458-T1
OG0009250		GBNWZ_007459-T1
OG0009251		GBNWZ_007461-T1
OG0009252		GBNWZ_007470-T1
OG0009253		GBNWZ_007471-T1
OG0009254		GBNWZ_007472-T1
OG0009255		GBNWZ_007473-T1
OG0009256		GBNWZ_007474-T1
OG0009257		GBNWZ_007475-T1
OG0009258		GBNWZ_007476-T1
OG0009259		GBNWZ_007479-T1
OG0009260		GBNWZ_007482-T1
OG0009261		GBNWZ_007484-T1
OG0009262		GBNWZ_007485-T1
OG0009263		GBNWZ_007486-T1
OG0009264		GBNWZ_007487-T1
OG0009265		GBNWZ_007488-T1
OG0009266		GBNWZ_007489-T1
OG0009267		GBNWZ_007491-T1
OG0009268		GBNWZ_007493-T1
OG0009269		GBNWZ_007495-T1
OG0009270		GBNWZ_007496-T1
OG0009271		GBNWZ_007502-T1
OG0009272		GBNWZ_007504-T1
OG0009273		GBNWZ_007505-T1
OG0009274		GBNWZ_007506-T1
OG0009275		GBNWZ_007508-T1
OG0009276		GBNWZ_007509-T1
OG0009277		GBNWZ_007511-T1
OG0009278		GBNWZ_007512-T1
OG0009279		GBNWZ_007514-T1
OG0009280		GBNWZ_007515-T1
OG0009281		GBNWZ_007518-T1
OG0009282		GBNWZ_007519-T1
OG0009283		GBNWZ_007521-T1
OG0009284		GBNWZ_007522-T1
OG0009285		GBNWZ_007523-T1
OG0009286		GBNWZ_007524-T1
OG0009287		GBNWZ_007533-T1
OG0009288		GBNWZ_007535-T1
OG0009289		GBNWZ_007537-T1
OG0009290		GBNWZ_007539-T1
OG0009291		GBNWZ_007541-T1
OG0009292		GBNWZ_007549-T1
OG0009293		GBNWZ_007551-T1
OG0009294		GBNWZ_007552-T1
OG0009295		GBNWZ_007555-T1
OG0009296		GBNWZ_007557-T1
OG0009297		GBNWZ_007560-T1
OG0009298		GBNWZ_007562-T1
OG0009299		GBNWZ_007563-T1
OG0009300		GBNWZ_007565-T1
OG0009301		GBNWZ_007567-T1
OG0009302		GBNWZ_007568-T1
OG0009303		GBNWZ_007572-T1
OG0009304		GBNWZ_007573-T1
OG0009305		GBNWZ_007577-T1
OG0009306		GBNWZ_007581-T1
OG0009307		GBNWZ_007582-T1
OG0009308		GBNWZ_007583-T1
OG0009309		GBNWZ_007584-T1
OG0009310		GBNWZ_007588-T1
OG0009311		GBNWZ_007589-T1
OG0009312		GBNWZ_007593-T1
OG0009313		GBNWZ_007594-T1
OG0009314		GBNWZ_007595-T1
OG0009315		GBNWZ_007596-T1
OG0009316		GBNWZ_007601-T1
OG0009317		GBNWZ_007602-T1
OG0009318		GBNWZ_007609-T1
OG0009319		GBNWZ_007612-T1
OG0009320		GBNWZ_007617-T1
OG0009321		GBNWZ_007620-T1
OG0009322		GBNWZ_007621-T1
OG0009323		GBNWZ_007626-T1
OG0009324		GBNWZ_007627-T1
OG0009325		GBNWZ_007634-T1
OG0009326		GBNWZ_007635-T1
OG0009327		GBNWZ_007640-T1
OG0009328		GBNWZ_007644-T1
OG0009329		GBNWZ_007646-T1
OG0009330		GBNWZ_007647-T1
OG0009331		GBNWZ_007651-T1
OG0009332		GBNWZ_007652-T1
OG0009333		GBNWZ_007659-T1
OG0009334		GBNWZ_007660-T1
OG0009335		GBNWZ_007661-T1
OG0009336		GBNWZ_007662-T1
OG0009337		GBNWZ_007663-T1
OG0009338		GBNWZ_007664-T1
OG0009339		GBNWZ_007667-T1
OG0009340		GBNWZ_007671-T1
OG0009341		GBNWZ_007672-T1
OG0009342		GBNWZ_007673-T1
OG0009343		GBNWZ_007684-T1
OG0009344		GBNWZ_007685-T1
OG0009345		GBNWZ_007687-T1
OG0009346		GBNWZ_007688-T1
OG0009347		GBNWZ_007690-T1
OG0009348		GBNWZ_007691-T1
OG0009349		GBNWZ_007692-T1
OG0009350		GBNWZ_007693-T1
OG0009351		GBNWZ_007694-T1
OG0009352		GBNWZ_007695-T1
OG0009353		GBNWZ_007696-T1
OG0009354		GBNWZ_007697-T1
OG0009355		GBNWZ_007698-T1
OG0009356		GBNWZ_007699-T1
OG0009357		GBNWZ_007701-T1
OG0009358		GBNWZ_007703-T1
OG0009359		GBNWZ_007704-T1
OG0009360		GBNWZ_007705-T1
OG0009361		GBNWZ_007706-T1
OG0009362		GBNWZ_007707-T1
OG0009363		GBNWZ_007708-T1
OG0009364		GBNWZ_007710-T1
OG0009365		GBNWZ_007711-T1
OG0009366		GBNWZ_007712-T1
OG0009367		GBNWZ_007716-T1
OG0009368		GBNWZ_007717-T1
OG0009369		GBNWZ_007718-T1
OG0009370		GBNWZ_007720-T1
OG0009371		GBNWZ_007721-T1
OG0009372		GBNWZ_007722-T1
OG0009373		GBNWZ_007727-T1
OG0009374		GBNWZ_007728-T1
OG0009375		GBNWZ_007729-T1
OG0009376		GBNWZ_007730-T1
OG0009377		GBNWZ_007733-T1
OG0009378		GBNWZ_007734-T1
OG0009379		GBNWZ_007738-T1
OG0009380		GBNWZ_007741-T1
OG0009381		GBNWZ_007744-T1
OG0009382		GBNWZ_007749-T1
OG0009383		GBNWZ_007750-T1
OG0009384		GBNWZ_007752-T1
OG0009385		GBNWZ_007753-T1
OG0009386		GBNWZ_007754-T1
OG0009387		GBNWZ_007757-T1
OG0009388		GBNWZ_007760-T1
OG0009389		GBNWZ_007764-T1
OG0009390		GBNWZ_007765-T1
OG0009391		GBNWZ_007768-T1
OG0009392		GBNWZ_007769-T1
OG0009393		GBNWZ_007777-T1
OG0009394		GBNWZ_007780-T1
OG0009395		GBNWZ_007781-T1
OG0009396		GBNWZ_007782-T1
OG0009397		GBNWZ_007784-T1
OG0009398		GBNWZ_007786-T1
OG0009399		GBNWZ_007793-T1
OG0009400		GBNWZ_007796-T1
OG0009401		GBNWZ_007803-T1
OG0009402		GBNWZ_007805-T1
OG0009403		GBNWZ_007806-T1
OG0009404		GBNWZ_007808-T1
OG0009405		GBNWZ_007810-T1
OG0009406		GBNWZ_007813-T1
OG0009407		GBNWZ_007814-T1
OG0009408		GBNWZ_007821-T1
OG0009409		GBNWZ_007822-T1
OG0009410		GBNWZ_007832-T1
OG0009411		GBNWZ_007834-T1
OG0009412		GBNWZ_007839-T1
OG0009413		GBNWZ_007842-T1
OG0009414		GBNWZ_007843-T1
OG0009415		GBNWZ_007851-T1
OG0009416		GBNWZ_007853-T1
OG0009417		GBNWZ_007862-T1
OG0009418		GBNWZ_007864-T1
OG0009419		GBNWZ_007865-T1
OG0009420		GBNWZ_007867-T1
OG0009421		GBNWZ_007870-T1
OG0009422		GBNWZ_007871-T1
OG0009423		GBNWZ_007872-T1
OG0009424		GBNWZ_007873-T1
OG0009425		GBNWZ_007874-T1
OG0009426		GBNWZ_007875-T1
OG0009427		GBNWZ_007876-T1
OG0009428		GBNWZ_007877-T1
OG0009429		GBNWZ_007883-T1
OG0009430		GBNWZ_007884-T1
OG0009431		GBNWZ_007886-T1
OG0009432		GBNWZ_007889-T1
OG0009433		GBNWZ_007893-T1
OG0009434		GBNWZ_007900-T1
OG0009435		GBNWZ_007901-T1
OG0009436		GBNWZ_007903-T1
OG0009437		GBNWZ_007904-T1
OG0009438		GBNWZ_007907-T1
OG0009439		GBNWZ_007908-T1
OG0009440		GBNWZ_007909-T1
OG0009441		GBNWZ_007914-T1
OG0009442		GBNWZ_007916-T1
OG0009443		GBNWZ_007923-T1
OG0009444		GBNWZ_007924-T1
OG0009445		GBNWZ_007926-T1
OG0009446		GBNWZ_007927-T1
OG0009447		GBNWZ_007928-T1
OG0009448		GBNWZ_007930-T1
OG0009449		GBNWZ_007931-T1
OG0009450		GBNWZ_007932-T1
OG0009451		GBNWZ_007933-T1
OG0009452		GBNWZ_007934-T1
OG0009453		GBNWZ_007936-T1
OG0009454		GBNWZ_007938-T1
OG0009455		GBNWZ_007940-T1
OG0009456		GBNWZ_007941-T1
OG0009457		GBNWZ_007943-T1
OG0009458		GBNWZ_007945-T1
OG0009459		GBNWZ_007948-T1
OG0009460		GBNWZ_007949-T1
OG0009461		GBNWZ_007950-T1
OG0009462		GBNWZ_007954-T1
OG0009463		GBNWZ_007956-T1
OG0009464		GBNWZ_007957-T1
OG0009465		GBNWZ_007966-T1
OG0009466		GBNWZ_007968-T1
OG0009467		GBNWZ_007972-T1
OG0009468		GBNWZ_007973-T1
OG0009469		GBNWZ_007974-T1
OG0009470		GBNWZ_007976-T1
OG0009471		GBNWZ_007978-T1
OG0009472		GBNWZ_007981-T1
OG0009473		GBNWZ_007982-T1
OG0009474		GBNWZ_007985-T1
OG0009475		GBNWZ_007986-T1
OG0009476		GBNWZ_007990-T1
OG0009477		GBNWZ_007992-T1
OG0009478		GBNWZ_007993-T1
OG0009479		GBNWZ_007994-T1
OG0009480		GBNWZ_007996-T1
OG0009481		GBNWZ_007997-T1
OG0009482		GBNWZ_008000-T1
OG0009483		GBNWZ_008004-T1
OG0009484		GBNWZ_008006-T1
OG0009485		GBNWZ_008008-T1
OG0009486		GBNWZ_008014-T1
OG0009487		GBNWZ_008029-T1
OG0009488		GBNWZ_008040-T1
OG0009489		GBNWZ_008043-T1
OG0009490		GBNWZ_008044-T1
OG0009491		GBNWZ_008046-T1
OG0009492		GBNWZ_008047-T1
OG0009493		GBNWZ_008048-T1
OG0009494		GBNWZ_008049-T1
OG0009495		GBNWZ_008057-T1
OG0009496		GBNWZ_008061-T1
OG0009497		GBNWZ_008064-T1
OG0009498		GBNWZ_008071-T1
OG0009499		GBNWZ_008073-T1
OG0009500		GBNWZ_008076-T1
OG0009501		GBNWZ_008077-T1
OG0009502		GBNWZ_008078-T1
OG0009503		GBNWZ_008080-T1
OG0009504		GBNWZ_008082-T1
OG0009505		GBNWZ_008084-T1
OG0009506		GBNWZ_008087-T1
OG0009507		GBNWZ_008090-T1
OG0009508		GBNWZ_008091-T1
OG0009509		GBNWZ_008095-T1
OG0009510		GBNWZ_008097-T1
OG0009511		GBNWZ_008098-T1
OG0009512		GBNWZ_008099-T1
OG0009513		GBNWZ_008102-T1
OG0009514		GBNWZ_008103-T1
OG0009515		GBNWZ_008104-T1
OG0009516		GBNWZ_008105-T1
OG0009517		GBNWZ_008106-T1
OG0009518		GBNWZ_008107-T1
OG0009519		GBNWZ_008109-T1
OG0009520		GBNWZ_008122-T1
OG0009521		GBNWZ_008125-T1
OG0009522		GBNWZ_008128-T1
OG0009523		GBNWZ_008129-T1
OG0009524		GBNWZ_008130-T1
OG0009525		GBNWZ_008131-T1
OG0009526		GBNWZ_008132-T1
OG0009527		GBNWZ_008133-T1
OG0009528		GBNWZ_008134-T1
OG0009529		GBNWZ_008135-T1
OG0009530		GBNWZ_008139-T1
OG0009531		GBNWZ_008142-T1
OG0009532		GBNWZ_008144-T1
OG0009533		GBNWZ_008146-T1
OG0009534		GBNWZ_008147-T1
OG0009535		GBNWZ_008148-T1
OG0009536		GBNWZ_008159-T1
OG0009537		GBNWZ_008161-T1
OG0009538		GBNWZ_008166-T1
OG0009539		GBNWZ_008170-T1
OG0009540		GBNWZ_008171-T1
OG0009541		GBNWZ_008176-T1
OG0009542		GBNWZ_008177-T1
OG0009543		GBNWZ_008178-T1
OG0009544		GBNWZ_008181-T1
OG0009545		GBNWZ_008182-T1
OG0009546		GBNWZ_008183-T1
OG0009547		GBNWZ_008185-T1
OG0009548		GBNWZ_008190-T1
OG0009549		GBNWZ_008193-T1
OG0009550		GBNWZ_008194-T1
OG0009551		GBNWZ_008198-T1
OG0009552		GBNWZ_008203-T1
OG0009553		GBNWZ_008207-T1
OG0009554		GBNWZ_008209-T1
OG0009555		GBNWZ_008210-T1
OG0009556		GBNWZ_008211-T1
OG0009557		GBNWZ_008215-T1
OG0009558		GBNWZ_008217-T1
OG0009559		GBNWZ_008219-T1
OG0009560		GBNWZ_008222-T1
OG0009561		GBNWZ_008227-T1
OG0009562		GBNWZ_008228-T1
OG0009563		GBNWZ_008234-T1
OG0009564		GBNWZ_008235-T1
OG0009565		GBNWZ_008239-T1
OG0009566		GBNWZ_008242-T1
OG0009567		GBNWZ_008244-T1
OG0009568		GBNWZ_008246-T1
OG0009569		GBNWZ_008247-T1
OG0009570		GBNWZ_008249-T1
OG0009571		GBNWZ_008250-T1
OG0009572		GBNWZ_008251-T1
OG0009573		GBNWZ_008252-T1
OG0009574		GBNWZ_008253-T1
OG0009575		GBNWZ_008259-T1
OG0009576		GBNWZ_008261-T1
OG0009577		GBNWZ_008262-T1
OG0009578		GBNWZ_008263-T1
OG0009579		GBNWZ_008264-T1
OG0009580		GBNWZ_008267-T1
OG0009581		GBNWZ_008268-T1
OG0009582		GBNWZ_008276-T1
OG0009583		GBNWZ_008281-T1
OG0009584		GBNWZ_008283-T1
OG0009585		GBNWZ_008284-T1
OG0009586		GBNWZ_008285-T1
OG0009587		GBNWZ_008288-T1
OG0009588		GBNWZ_008294-T1
OG0009589		GBNWZ_008298-T1
OG0009590		GBNWZ_008300-T1
OG0009591		GBNWZ_008302-T1
OG0009592		GBNWZ_008303-T1
OG0009593		GBNWZ_008304-T1
OG0009594		GBNWZ_008305-T1
OG0009595		GBNWZ_008309-T1
OG0009596		GBNWZ_008310-T1
OG0009597		GBNWZ_008313-T1
OG0009598		GBNWZ_008318-T1
OG0009599		GBNWZ_008320-T1
OG0009600		GBNWZ_008323-T1
OG0009601		GBNWZ_008326-T1
OG0009602		GBNWZ_008328-T1
OG0009603		GBNWZ_008331-T1
OG0009604		GBNWZ_008336-T1
OG0009605		GBNWZ_008340-T1
OG0009606		GBNWZ_008341-T1
OG0009607		GBNWZ_008342-T1
OG0009608		GBNWZ_008344-T1
OG0009609		GBNWZ_008345-T1
OG0009610		GBNWZ_008346-T1
OG0009611		GBNWZ_008349-T1
OG0009612		GBNWZ_008350-T1
OG0009613		GBNWZ_008351-T1
OG0009614		GBNWZ_008355-T1
OG0009615		GBNWZ_008358-T1
OG0009616		GBNWZ_008360-T1
OG0009617		GBNWZ_008361-T1
OG0009618		GBNWZ_008362-T1
OG0009619		GBNWZ_008363-T1
OG0009620		GBNWZ_008364-T1
OG0009621		GBNWZ_008366-T1
OG0009622		GBNWZ_008371-T1
OG0009623		GBNWZ_008372-T1
OG0009624		GBNWZ_008375-T1
OG0009625		GBNWZ_008380-T1
OG0009626		GBNWZ_008384-T1
OG0009627		GBNWZ_008385-T1
OG0009628		GBNWZ_008386-T1
OG0009629		GBNWZ_008389-T1
OG0009630		GBNWZ_008392-T1
OG0009631		GBNWZ_008393-T1
OG0009632		GBNWZ_008396-T1
OG0009633		GBNWZ_008397-T1
OG0009634		GBNWZ_008405-T1
OG0009635		GBNWZ_008406-T1
OG0009636		GBNWZ_008407-T1
OG0009637		GBNWZ_008408-T1
OG0009638		GBNWZ_008409-T1
OG0009639		GBNWZ_008411-T1
OG0009640		GBNWZ_008412-T1
OG0009641		GBNWZ_008413-T1
OG0009642		GBNWZ_008416-T1
OG0009643		GBNWZ_008418-T1
OG0009644		GBNWZ_008419-T1
OG0009645		GBNWZ_008425-T1
OG0009646		GBNWZ_008431-T1
OG0009647		GBNWZ_008432-T1
OG0009648		GBNWZ_008434-T1
OG0009649		GBNWZ_008435-T1
OG0009650		GBNWZ_008436-T1
OG0009651		GBNWZ_008437-T1
OG0009652		GBNWZ_008438-T1
OG0009653		GBNWZ_008439-T1
OG0009654		GBNWZ_008440-T1
OG0009655		GBNWZ_008442-T1
OG0009656		GBNWZ_008443-T1
OG0009657		GBNWZ_008444-T1
OG0009658		GBNWZ_008445-T1
OG0009659		GBNWZ_008448-T1
OG0009660		GBNWZ_008449-T1
OG0009661		GBNWZ_008450-T1
OG0009662		GBNWZ_008451-T1
OG0009663		GBNWZ_008453-T1
OG0009664		GBNWZ_008454-T1
OG0009665		GBNWZ_008455-T1
OG0009666		GBNWZ_008458-T1
OG0009667		GBNWZ_008459-T1
OG0009668		GBNWZ_008460-T1
OG0009669		GBNWZ_008466-T1
OG0009670		GBNWZ_008471-T1
OG0009671		GBNWZ_008479-T1
OG0009672		GBNWZ_008485-T1
OG0009673		GBNWZ_008490-T1
OG0009674		GBNWZ_008492-T1
OG0009675		GBNWZ_008493-T1
OG0009676		GBNWZ_008495-T1
OG0009677		GBNWZ_008496-T1
OG0009678		GBNWZ_008497-T1
OG0009679		GBNWZ_008498-T1
OG0009680		GBNWZ_008500-T1
OG0009681		GBNWZ_008503-T1
OG0009682		GBNWZ_008504-T1
OG0009683		GBNWZ_008505-T1
OG0009684		GBNWZ_008507-T1
OG0009685		GBNWZ_008508-T1
OG0009686		GBNWZ_008509-T1
OG0009687		GBNWZ_008511-T1
OG0009688		GBNWZ_008512-T1
OG0009689		GBNWZ_008515-T1
OG0009690		GBNWZ_008516-T1
OG0009691		GBNWZ_008518-T1
OG0009692		GBNWZ_008520-T1
OG0009693		GBNWZ_008524-T1
OG0009694		GBNWZ_008529-T1
OG0009695		GBNWZ_008531-T1
OG0009696		GBNWZ_008532-T1
OG0009697		GBNWZ_008533-T1
OG0009698		GBNWZ_008536-T1
OG0009699		GBNWZ_008538-T1
OG0009700		GBNWZ_008539-T1
OG0009701		GBNWZ_008540-T1
OG0009702		GBNWZ_008541-T1
OG0009703		GBNWZ_008543-T1
OG0009704		GBNWZ_008545-T1
OG0009705		GBNWZ_008546-T1
OG0009706		GBNWZ_008548-T1
OG0009707		GBNWZ_008550-T1
OG0009708		GBNWZ_008551-T1
OG0009709		GBNWZ_008553-T1
OG0009710		GBNWZ_008556-T1
OG0009711		GBNWZ_008557-T1
OG0009712		GBNWZ_008561-T1
OG0009713		GBNWZ_008567-T1
OG0009714		GBNWZ_008577-T1
OG0009715		GBNWZ_008580-T1
OG0009716		GBNWZ_008581-T1
OG0009717		GBNWZ_008583-T1
OG0009718		GBNWZ_008585-T1
OG0009719		GBNWZ_008587-T1
OG0009720		GBNWZ_008590-T1
OG0009721		GBNWZ_008593-T1
OG0009722		GBNWZ_008594-T1
OG0009723		GBNWZ_008595-T1
OG0009724		GBNWZ_008597-T1
OG0009725		GBNWZ_008598-T1
OG0009726		GBNWZ_008599-T1
OG0009727		GBNWZ_008602-T1
OG0009728		GBNWZ_008603-T1
OG0009729		GBNWZ_008604-T1
OG0009730		GBNWZ_008606-T1
OG0009731		GBNWZ_008607-T1
OG0009732		GBNWZ_008608-T1
OG0009733		GBNWZ_008609-T1
OG0009734		GBNWZ_008610-T1
OG0009735		GBNWZ_008611-T1
OG0009736		GBNWZ_008612-T1
OG0009737		GBNWZ_008614-T1
OG0009738		GBNWZ_008617-T1
OG0009739		GBNWZ_008620-T1
OG0009740		GBNWZ_008621-T1
OG0009741		GBNWZ_008622-T1
OG0009742		GBNWZ_008624-T1
OG0009743		GBNWZ_008629-T1
OG0009744		GBNWZ_008633-T1
OG0009745		GBNWZ_008636-T1
OG0009746		GBNWZ_008637-T1
OG0009747		GBNWZ_008640-T1
OG0009748		GBNWZ_008649-T1
OG0009749		GBNWZ_008653-T1
OG0009750		GBNWZ_008654-T1
OG0009751		GBNWZ_008658-T1
OG0009752		GBNWZ_008661-T1
OG0009753		GBNWZ_008664-T1
OG0009754		GBNWZ_008665-T1
OG0009755		GBNWZ_008667-T1
OG0009756		GBNWZ_008670-T1
OG0009757		GBNWZ_008679-T1
OG0009758		GBNWZ_008682-T1
OG0009759		GBNWZ_008683-T1
OG0009760		GBNWZ_008684-T1
OG0009761		GBNWZ_008686-T1
OG0009762		GBNWZ_008689-T1
OG0009763		GBNWZ_008690-T1
OG0009764		GBNWZ_008691-T1
OG0009765		GBNWZ_008692-T1
OG0009766		GBNWZ_008693-T1
OG0009767		GBNWZ_008694-T1
OG0009768		GBNWZ_008695-T1
OG0009769		GBNWZ_008696-T1
OG0009770		GBNWZ_008699-T1
OG0009771		GBNWZ_008701-T1
OG0009772		GBNWZ_008704-T1
OG0009773		GBNWZ_008706-T1
OG0009774		GBNWZ_008708-T1
OG0009775		GBNWZ_008710-T1
OG0009776		GBNWZ_008714-T1
OG0009777		GBNWZ_008717-T1
OG0009778		GBNWZ_008719-T1
OG0009779		GBNWZ_008722-T1
OG0009780		GBNWZ_008725-T1
OG0009781		GBNWZ_008726-T1
OG0009782		GBNWZ_008728-T1
OG0009783		GBNWZ_008729-T1
OG0009784		GBNWZ_008730-T1
OG0009785		GBNWZ_008732-T1
OG0009786		GBNWZ_008733-T1
OG0009787		GBNWZ_008735-T1
OG0009788		GBNWZ_008739-T1
OG0009789		GBNWZ_008742-T1
OG0009790		GBNWZ_008745-T1
OG0009791		GBNWZ_008747-T1
OG0009792		GBNWZ_008749-T1
OG0009793		GBNWZ_008754-T1
OG0009794		GBNWZ_008759-T1
OG0009795		GBNWZ_008762-T1
OG0009796		GBNWZ_008763-T1
OG0009797		GBNWZ_008764-T1
OG0009798		GBNWZ_008765-T1
OG0009799		GBNWZ_008766-T1
OG0009800		GBNWZ_008768-T1
OG0009801		GBNWZ_008770-T1
OG0009802		GBNWZ_008771-T1
OG0009803		GBNWZ_008775-T1
OG0009804		GBNWZ_008776-T1
OG0009805		GBNWZ_008777-T1
OG0009806		GBNWZ_008779-T1
OG0009807		GBNWZ_008785-T1
OG0009808		GBNWZ_008786-T1
OG0009809		GBNWZ_008787-T1
OG0009810		GBNWZ_008788-T1
OG0009811		GBNWZ_008797-T1
OG0009812		GBNWZ_008802-T1
OG0009813		GBNWZ_008804-T1
OG0009814		GBNWZ_008805-T1
OG0009815		GBNWZ_008808-T1
OG0009816		GBNWZ_008810-T1
OG0009817		GBNWZ_008814-T1
OG0009818		GBNWZ_008815-T1
OG0009819		GBNWZ_008819-T1
OG0009820		GBNWZ_008820-T1
OG0009821		GBNWZ_008822-T1
OG0009822		GBNWZ_008824-T1
OG0009823		GBNWZ_008826-T1
OG0009824		GBNWZ_008827-T1
OG0009825		GBNWZ_008830-T1
OG0009826		GBNWZ_008831-T1
OG0009827		GBNWZ_008832-T1
OG0009828		GBNWZ_008837-T1
OG0009829		GBNWZ_008840-T1
OG0009830		GBNWZ_008843-T1
OG0009831		GBNWZ_008846-T1
OG0009832		GBNWZ_008848-T1
OG0009833		GBNWZ_008849-T1
OG0009834		GBNWZ_008850-T1
OG0009835		GBNWZ_008852-T1
OG0009836		GBNWZ_008853-T1
OG0009837		GBNWZ_008864-T1
OG0009838		GBNWZ_008866-T1
OG0009839		GBNWZ_008867-T1
OG0009840		GBNWZ_008870-T1
OG0009841		GBNWZ_008872-T1
OG0009842		GBNWZ_008874-T1
OG0009843		GBNWZ_008876-T1
OG0009844		GBNWZ_008877-T1
OG0009845		GBNWZ_008880-T1
OG0009846		GBNWZ_008881-T1
OG0009847		GBNWZ_008884-T1
OG0009848		GBNWZ_008885-T1
OG0009849		GBNWZ_008886-T1
OG0009850		GBNWZ_008887-T1
OG0009851		GBNWZ_008888-T1
OG0009852		GBNWZ_008890-T1
OG0009853		GBNWZ_008893-T1
OG0009854		GBNWZ_008894-T1
OG0009855		GBNWZ_008895-T1
OG0009856		GBNWZ_008896-T1
OG0009857		GBNWZ_008898-T1
OG0009858		GBNWZ_008899-T1
OG0009859		GBNWZ_008901-T1
OG0009860		GBNWZ_008902-T1
OG0009861		GBNWZ_008907-T1
OG0009862		GBNWZ_008915-T1
OG0009863		GBNWZ_008916-T1
OG0009864		GBNWZ_008917-T1
OG0009865		GBNWZ_008918-T1
OG0009866		GBNWZ_008919-T1
OG0009867		GBNWZ_008920-T1
OG0009868		GBNWZ_008921-T1
OG0009869		GBNWZ_008926-T1
OG0009870		GBNWZ_008927-T1
OG0009871		GBNWZ_008930-T1
OG0009872		GBNWZ_008931-T1
OG0009873		GBNWZ_008935-T1
OG0009874		GBNWZ_008937-T1
OG0009875		GBNWZ_008938-T1
OG0009876		GBNWZ_008939-T1
OG0009877		GBNWZ_008941-T1
OG0009878		GBNWZ_008948-T1
OG0009879		GBNWZ_008957-T1
OG0009880		GBNWZ_008961-T1
OG0009881		GBNWZ_008962-T1
OG0009882		GBNWZ_008965-T1
OG0009883		GBNWZ_008967-T1
OG0009884		GBNWZ_008969-T1
OG0009885		GBNWZ_008972-T1
OG0009886		GBNWZ_008973-T1
OG0009887		GBNWZ_008975-T1
OG0009888		GBNWZ_008976-T1
OG0009889		GBNWZ_008982-T1
OG0009890		GBNWZ_008983-T1
OG0009891		GBNWZ_008984-T1
OG0009892		GBNWZ_008985-T1
OG0009893		GBNWZ_008993-T1
OG0009894		GBNWZ_008998-T1
OG0009895		GBNWZ_009000-T1
OG0009896		GBNWZ_009001-T1
OG0009897		GBNWZ_009003-T1
OG0009898		GBNWZ_009004-T1
OG0009899		GBNWZ_009008-T1
OG0009900		GBNWZ_009010-T1
OG0009901		GBNWZ_009011-T1
OG0009902		GBNWZ_009013-T1
OG0009903		GBNWZ_009014-T1
OG0009904		GBNWZ_009015-T1
OG0009905		GBNWZ_009016-T1
OG0009906		GBNWZ_009020-T1
OG0009907		GBNWZ_009022-T1
OG0009908		GBNWZ_009027-T1
OG0009909		GBNWZ_009039-T1
OG0009910		GBNWZ_009042-T1
OG0009911		GBNWZ_009044-T1
OG0009912		GBNWZ_009046-T1
OG0009913		GBNWZ_009047-T1
OG0009914		GBNWZ_009054-T1
OG0009915		GBNWZ_009063-T1
OG0009916		GBNWZ_009066-T1
OG0009917		GBNWZ_009067-T1
OG0009918		GBNWZ_009075-T1
OG0009919		GBNWZ_009076-T1
OG0009920		GBNWZ_009081-T1
OG0009921		GBNWZ_009083-T1
OG0009922		GBNWZ_009084-T1
OG0009923		GBNWZ_009085-T1
OG0009924		GBNWZ_009087-T1
