	Phycomyces_blakesleeanus_Burgeff_NRRL_1465.aa	Phycomyces_blakesleeanus_NRRL_1555.aa
OG0014237		Phybl2|Phybl2_66759
OG0014238		Phybl2|Phybl2_172529
OG0014239		Phybl2|Phybl2_172549
OG0014240		Phybl2|Phybl2_182921
OG0014241		Phybl2|Phybl2_56077
OG0014242		Phybl2|Phybl2_149712
OG0014243		Phybl2|Phybl2_172571
OG0014244		Phybl2|Phybl2_172572
OG0014245		Phybl2|Phybl2_149727
OG0014246		Phybl2|Phybl2_188440
OG0014247		Phybl2|Phybl2_172592
OG0014248		Phybl2|Phybl2_93875
OG0014249		Phybl2|Phybl2_172606
OG0014250		Phybl2|Phybl2_116611
OG0014251		Phybl2|Phybl2_39607
OG0014252		Phybl2|Phybl2_172630
OG0014253		Phybl2|Phybl2_66653
OG0014254		Phybl2|Phybl2_66630
OG0014255		Phybl2|Phybl2_149801
OG0014256		Phybl2|Phybl2_172662
OG0014257		Phybl2|Phybl2_172663
OG0014258		Phybl2|Phybl2_66616
OG0014259		Phybl2|Phybl2_172669
OG0014260		Phybl2|Phybl2_149822
OG0014261		Phybl2|Phybl2_172677
OG0014262		Phybl2|Phybl2_66923
OG0014263		Phybl2|Phybl2_66925
OG0014264		Phybl2|Phybl2_66929
OG0014265		Phybl2|Phybl2_149834
OG0014266		Phybl2|Phybl2_149835
OG0014267		Phybl2|Phybl2_149840
OG0014268		Phybl2|Phybl2_149842
OG0014269		Phybl2|Phybl2_172691
OG0014270		Phybl2|Phybl2_66945
OG0014271		Phybl2|Phybl2_172703
OG0014272		Phybl2|Phybl2_66959
OG0014273		Phybl2|Phybl2_66961
OG0014274		Phybl2|Phybl2_66962
OG0014275		Phybl2|Phybl2_172708
OG0014276		Phybl2|Phybl2_149863
OG0014277		Phybl2|Phybl2_172711
OG0014278		Phybl2|Phybl2_66980
OG0014279		Phybl2|Phybl2_159965
OG0014280		Phybl2|Phybl2_159966
OG0014281		Phybl2|Phybl2_172747
OG0014282		Phybl2|Phybl2_97160
OG0014283		Phybl2|Phybl2_67026
OG0014284		Phybl2|Phybl2_178141
OG0014285		Phybl2|Phybl2_67046
OG0014286		Phybl2|Phybl2_67051
OG0014287		Phybl2|Phybl2_117023
OG0014288		Phybl2|Phybl2_32052
OG0014289		Phybl2|Phybl2_67070
OG0014290		Phybl2|Phybl2_172836
OG0014291		Phybl2|Phybl2_67098
OG0014292		Phybl2|Phybl2_136107
OG0014293		Phybl2|Phybl2_172854
OG0014294		Phybl2|Phybl2_117014
OG0014295		Phybl2|Phybl2_136132
OG0014296		Phybl2|Phybl2_67148
OG0014297		Phybl2|Phybl2_39921
OG0014298		Phybl2|Phybl2_172892
OG0014299		Phybl2|Phybl2_103224
OG0014300		Phybl2|Phybl2_160042
OG0014301		Phybl2|Phybl2_127401
OG0014302		Phybl2|Phybl2_150102
OG0014303		Phybl2|Phybl2_172941
OG0014304		Phybl2|Phybl2_172942
OG0014305		Phybl2|Phybl2_67203
OG0014306		Phybl2|Phybl2_160054
OG0014307		Phybl2|Phybl2_160055
OG0014308		Phybl2|Phybl2_172945
OG0014309		Phybl2|Phybl2_172949
OG0014310		Phybl2|Phybl2_172950
OG0014311		Phybl2|Phybl2_172951
OG0014312		Phybl2|Phybl2_160056
OG0014313		Phybl2|Phybl2_150116
OG0014314		Phybl2|Phybl2_172958
OG0014315		Phybl2|Phybl2_150118
OG0014316		Phybl2|Phybl2_150126
OG0014317		Phybl2|Phybl2_74147
OG0014318		Phybl2|Phybl2_172964
OG0014319		Phybl2|Phybl2_63546
OG0014320		Phybl2|Phybl2_150133
OG0014321		Phybl2|Phybl2_63544
OG0014322		Phybl2|Phybl2_150137
OG0014323		Phybl2|Phybl2_172978
OG0014324		Phybl2|Phybl2_63529
OG0014325		Phybl2|Phybl2_172981
OG0014326		Phybl2|Phybl2_172983
OG0014327		Phybl2|Phybl2_150157
OG0014328		Phybl2|Phybl2_172984
OG0014329		Phybl2|Phybl2_150161
OG0014330		Phybl2|Phybl2_172989
OG0014331		Phybl2|Phybl2_150163
OG0014332		Phybl2|Phybl2_172991
OG0014333		Phybl2|Phybl2_63521
OG0014334		Phybl2|Phybl2_63514
OG0014335		Phybl2|Phybl2_73745
OG0014336		Phybl2|Phybl2_173004
OG0014337		Phybl2|Phybl2_150179
OG0014338		Phybl2|Phybl2_63506
OG0014339		Phybl2|Phybl2_150182
OG0014340		Phybl2|Phybl2_173011
OG0014341		Phybl2|Phybl2_150187
OG0014342		Phybl2|Phybl2_173014
OG0014343		Phybl2|Phybl2_150196
OG0014344		Phybl2|Phybl2_173026
OG0014345		Phybl2|Phybl2_188605
OG0014346		Phybl2|Phybl2_63468
OG0014347		Phybl2|Phybl2_188620
OG0014348		Phybl2|Phybl2_173056
OG0014349		Phybl2|Phybl2_63449
OG0014350		Phybl2|Phybl2_173065
OG0014351		Phybl2|Phybl2_160079
OG0014352		Phybl2|Phybl2_173069
OG0014353		Phybl2|Phybl2_63442
OG0014354		Phybl2|Phybl2_173087
OG0014355		Phybl2|Phybl2_160104
OG0014356		Phybl2|Phybl2_150294
OG0014357		Phybl2|Phybl2_173126
OG0014358		Phybl2|Phybl2_63384
OG0014359		Phybl2|Phybl2_150305
OG0014360		Phybl2|Phybl2_63378
OG0014361		Phybl2|Phybl2_173136
OG0014362		Phybl2|Phybl2_30139
OG0014363		Phybl2|Phybl2_173160
OG0014364		Phybl2|Phybl2_63350
OG0014365		Phybl2|Phybl2_173163
OG0014366		Phybl2|Phybl2_173164
OG0014367		Phybl2|Phybl2_150351
OG0014368		Phybl2|Phybl2_150352
OG0014369		Phybl2|Phybl2_173190
OG0014370		Phybl2|Phybl2_173192
OG0014371		Phybl2|Phybl2_173193
OG0014372		Phybl2|Phybl2_74217
OG0014373		Phybl2|Phybl2_150373
OG0014374		Phybl2|Phybl2_173197
OG0014375		Phybl2|Phybl2_173199
OG0014376		Phybl2|Phybl2_63311
OG0014377		Phybl2|Phybl2_173201
OG0014378		Phybl2|Phybl2_63309
OG0014379		Phybl2|Phybl2_173203
OG0014380		Phybl2|Phybl2_63305
OG0014381		Phybl2|Phybl2_173207
OG0014382		Phybl2|Phybl2_68901
OG0014383		Phybl2|Phybl2_150391
OG0014384		Phybl2|Phybl2_150392
OG0014385		Phybl2|Phybl2_150393
OG0014386		Phybl2|Phybl2_173217
OG0014387		Phybl2|Phybl2_173218
OG0014388		Phybl2|Phybl2_102536
OG0014389		Phybl2|Phybl2_150399
OG0014390		Phybl2|Phybl2_150401
OG0014391		Phybl2|Phybl2_92451
OG0014392		Phybl2|Phybl2_150417
OG0014393		Phybl2|Phybl2_6869
OG0014394		Phybl2|Phybl2_173259
OG0014395		Phybl2|Phybl2_150437
OG0014396		Phybl2|Phybl2_160132
OG0014397		Phybl2|Phybl2_173262
OG0014398		Phybl2|Phybl2_73006
OG0014399		Phybl2|Phybl2_173272
OG0014400		Phybl2|Phybl2_173280
OG0014401		Phybl2|Phybl2_72990
OG0014402		Phybl2|Phybl2_173286
OG0014403		Phybl2|Phybl2_150464
OG0014404		Phybl2|Phybl2_173291
OG0014405		Phybl2|Phybl2_68836
OG0014406		Phybl2|Phybl2_173296
OG0014407		Phybl2|Phybl2_173298
OG0014408		Phybl2|Phybl2_150482
OG0014409		Phybl2|Phybl2_127613
OG0014410		Phybl2|Phybl2_150484
OG0014411		Phybl2|Phybl2_173305
OG0014412		Phybl2|Phybl2_173306
OG0014413		Phybl2|Phybl2_173310
OG0014414		Phybl2|Phybl2_173311
OG0014415		Phybl2|Phybl2_68858
OG0014416		Phybl2|Phybl2_68859
OG0014417		Phybl2|Phybl2_68860
OG0014418		Phybl2|Phybl2_117431
OG0014419		Phybl2|Phybl2_150499
OG0014420		Phybl2|Phybl2_68862
OG0014421		Phybl2|Phybl2_150501
OG0014422		Phybl2|Phybl2_173319
OG0014423		Phybl2|Phybl2_173320
OG0014424		Phybl2|Phybl2_173321
OG0014425		Phybl2|Phybl2_150505
OG0014426		Phybl2|Phybl2_117408
OG0014427		Phybl2|Phybl2_68870
OG0014428		Phybl2|Phybl2_68873
OG0014429		Phybl2|Phybl2_68876
OG0014430		Phybl2|Phybl2_173329
OG0014431		Phybl2|Phybl2_183222
OG0014432		Phybl2|Phybl2_160148
OG0014433		Phybl2|Phybl2_160149
OG0014434		Phybl2|Phybl2_188715
OG0014435		Phybl2|Phybl2_150526
OG0014436		Phybl2|Phybl2_150528
OG0014437		Phybl2|Phybl2_68897
OG0014438		Phybl2|Phybl2_173352
OG0014439		Phybl2|Phybl2_173354
OG0014440		Phybl2|Phybl2_173355
OG0014441		Phybl2|Phybl2_150542
OG0014442		Phybl2|Phybl2_150543
OG0014443		Phybl2|Phybl2_150556
OG0014444		Phybl2|Phybl2_173381
OG0014445		Phybl2|Phybl2_68949
OG0014446		Phybl2|Phybl2_173414
OG0014447		Phybl2|Phybl2_173428
OG0014448		Phybl2|Phybl2_173431
OG0014449		Phybl2|Phybl2_117633
OG0014450		Phybl2|Phybl2_68999
OG0014451		Phybl2|Phybl2_173437
OG0014452		Phybl2|Phybl2_150620
OG0014453		Phybl2|Phybl2_69006
OG0014454		Phybl2|Phybl2_173442
OG0014455		Phybl2|Phybl2_173444
OG0014456		Phybl2|Phybl2_160173
OG0014457		Phybl2|Phybl2_69011
OG0014458		Phybl2|Phybl2_150633
OG0014459		Phybl2|Phybl2_160174
OG0014460		Phybl2|Phybl2_69015
OG0014461		Phybl2|Phybl2_69017
OG0014462		Phybl2|Phybl2_117517
OG0014463		Phybl2|Phybl2_173468
OG0014464		Phybl2|Phybl2_173469
OG0014465		Phybl2|Phybl2_150653
OG0014466		Phybl2|Phybl2_173472
OG0014467		Phybl2|Phybl2_79326
OG0014468		Phybl2|Phybl2_136474
OG0014469		Phybl2|Phybl2_160195
OG0014470		Phybl2|Phybl2_136507
OG0014471		Phybl2|Phybl2_173524
OG0014472		Phybl2|Phybl2_173540
OG0014473		Phybl2|Phybl2_69127
OG0014474		Phybl2|Phybl2_69128
OG0014475		Phybl2|Phybl2_69131
OG0014476		Phybl2|Phybl2_150734
OG0014477		Phybl2|Phybl2_160218
OG0014478		Phybl2|Phybl2_160219
OG0014479		Phybl2|Phybl2_173558
OG0014480		Phybl2|Phybl2_173564
OG0014481		Phybl2|Phybl2_69151
OG0014482		Phybl2|Phybl2_173579
OG0014483		Phybl2|Phybl2_69165
OG0014484		Phybl2|Phybl2_69182
OG0014485		Phybl2|Phybl2_173603
OG0014486		Phybl2|Phybl2_69211
OG0014487		Phybl2|Phybl2_173630
OG0014488		Phybl2|Phybl2_160243
OG0014489		Phybl2|Phybl2_69232
OG0014490		Phybl2|Phybl2_69234
OG0014491		Phybl2|Phybl2_160253
OG0014492		Phybl2|Phybl2_69253
OG0014493		Phybl2|Phybl2_173673
OG0014494		Phybl2|Phybl2_160258
OG0014495		Phybl2|Phybl2_173677
OG0014496		Phybl2|Phybl2_173679
OG0014497		Phybl2|Phybl2_188848
OG0014498		Phybl2|Phybl2_150865
OG0014499		Phybl2|Phybl2_150869
OG0014500		Phybl2|Phybl2_173701
OG0014501		Phybl2|Phybl2_160266
OG0014502		Phybl2|Phybl2_160267
OG0014503		Phybl2|Phybl2_160268
OG0014504		Phybl2|Phybl2_79062
OG0014505		Phybl2|Phybl2_79064
OG0014506		Phybl2|Phybl2_117950
OG0014507		Phybl2|Phybl2_173733
OG0014508		Phybl2|Phybl2_150906
OG0014509		Phybl2|Phybl2_173747
OG0014510		Phybl2|Phybl2_150924
OG0014511		Phybl2|Phybl2_118039
OG0014512		Phybl2|Phybl2_68213
OG0014513		Phybl2|Phybl2_173781
OG0014514		Phybl2|Phybl2_136641
OG0014515		Phybl2|Phybl2_102335
OG0014516		Phybl2|Phybl2_68260
OG0014517		Phybl2|Phybl2_117905
OG0014518		Phybl2|Phybl2_68274
OG0014519		Phybl2|Phybl2_173819
OG0014520		Phybl2|Phybl2_173825
OG0014521		Phybl2|Phybl2_173832
OG0014522		Phybl2|Phybl2_68316
OG0014523		Phybl2|Phybl2_173860
OG0014524		Phybl2|Phybl2_173868
OG0014525		Phybl2|Phybl2_151066
OG0014526		Phybl2|Phybl2_160329
OG0014527		Phybl2|Phybl2_173902
OG0014528		Phybl2|Phybl2_173904
OG0014529		Phybl2|Phybl2_173906
OG0014530		Phybl2|Phybl2_173908
OG0014531		Phybl2|Phybl2_151080
OG0014532		Phybl2|Phybl2_117917
OG0014533		Phybl2|Phybl2_68374
OG0014534		Phybl2|Phybl2_118013
OG0014535		Phybl2|Phybl2_173921
OG0014536		Phybl2|Phybl2_173922
OG0014537		Phybl2|Phybl2_173923
OG0014538		Phybl2|Phybl2_73284
OG0014539		Phybl2|Phybl2_151106
OG0014540		Phybl2|Phybl2_151107
OG0014541		Phybl2|Phybl2_173931
OG0014542		Phybl2|Phybl2_173932
OG0014543		Phybl2|Phybl2_173933
OG0014544		Phybl2|Phybl2_73292
OG0014545		Phybl2|Phybl2_151115
OG0014546		Phybl2|Phybl2_73297
OG0014547		Phybl2|Phybl2_73299
OG0014548		Phybl2|Phybl2_73300
OG0014549		Phybl2|Phybl2_73301
OG0014550		Phybl2|Phybl2_173943
OG0014551		Phybl2|Phybl2_73992
OG0014552		Phybl2|Phybl2_173945
OG0014553		Phybl2|Phybl2_173946
OG0014554		Phybl2|Phybl2_173948
OG0014555		Phybl2|Phybl2_73306
OG0014556		Phybl2|Phybl2_173954
OG0014557		Phybl2|Phybl2_173955
OG0014558		Phybl2|Phybl2_151142
OG0014559		Phybl2|Phybl2_118157
OG0014560		Phybl2|Phybl2_173959
OG0014561		Phybl2|Phybl2_173961
OG0014562		Phybl2|Phybl2_173962
OG0014563		Phybl2|Phybl2_173963
OG0014564		Phybl2|Phybl2_173965
OG0014565		Phybl2|Phybl2_91875
OG0014566		Phybl2|Phybl2_73845
OG0014567		Phybl2|Phybl2_173968
OG0014568		Phybl2|Phybl2_95102
OG0014569		Phybl2|Phybl2_151157
OG0014570		Phybl2|Phybl2_151158
OG0014571		Phybl2|Phybl2_160337
OG0014572		Phybl2|Phybl2_151164
OG0014573		Phybl2|Phybl2_151165
OG0014574		Phybl2|Phybl2_151168
OG0014575		Phybl2|Phybl2_72678
OG0014576		Phybl2|Phybl2_160340
OG0014577		Phybl2|Phybl2_160341
OG0014578		Phybl2|Phybl2_173982
OG0014579		Phybl2|Phybl2_173984
OG0014580		Phybl2|Phybl2_151182
OG0014581		Phybl2|Phybl2_173993
OG0014582		Phybl2|Phybl2_72664
OG0014583		Phybl2|Phybl2_174002
OG0014584		Phybl2|Phybl2_174012
OG0014585		Phybl2|Phybl2_174015
OG0014586		Phybl2|Phybl2_151214
OG0014587		Phybl2|Phybl2_151220
OG0014588		Phybl2|Phybl2_72118
OG0014589		Phybl2|Phybl2_151235
OG0014590		Phybl2|Phybl2_73929
OG0014591		Phybl2|Phybl2_72130
OG0014592		Phybl2|Phybl2_151248
OG0014593		Phybl2|Phybl2_72134
OG0014594		Phybl2|Phybl2_151254
OG0014595		Phybl2|Phybl2_72140
OG0014596		Phybl2|Phybl2_72141
OG0014597		Phybl2|Phybl2_174059
OG0014598		Phybl2|Phybl2_72145
OG0014599		Phybl2|Phybl2_151260
OG0014600		Phybl2|Phybl2_151261
OG0014601		Phybl2|Phybl2_160366
OG0014602		Phybl2|Phybl2_72150
OG0014603		Phybl2|Phybl2_151266
OG0014604		Phybl2|Phybl2_174071
OG0014605		Phybl2|Phybl2_151274
OG0014606		Phybl2|Phybl2_151275
OG0014607		Phybl2|Phybl2_151278
OG0014608		Phybl2|Phybl2_151280
OG0014609		Phybl2|Phybl2_174078
OG0014610		Phybl2|Phybl2_151288
OG0014611		Phybl2|Phybl2_151290
OG0014612		Phybl2|Phybl2_151291
OG0014613		Phybl2|Phybl2_160368
OG0014614		Phybl2|Phybl2_160369
OG0014615		Phybl2|Phybl2_174088
OG0014616		Phybl2|Phybl2_151297
OG0014617		Phybl2|Phybl2_151298
OG0014618		Phybl2|Phybl2_151300
OG0014619		Phybl2|Phybl2_174091
OG0014620		Phybl2|Phybl2_174092
OG0014621		Phybl2|Phybl2_151305
OG0014622		Phybl2|Phybl2_151311
OG0014623		Phybl2|Phybl2_72192
OG0014624		Phybl2|Phybl2_174102
OG0014625		Phybl2|Phybl2_72195
OG0014626		Phybl2|Phybl2_151315
OG0014627		Phybl2|Phybl2_69303
OG0014628		Phybl2|Phybl2_174125
OG0014629		Phybl2|Phybl2_174127
OG0014630		Phybl2|Phybl2_24070
OG0014631		Phybl2|Phybl2_103357
OG0014632		Phybl2|Phybl2_174167
OG0014633		Phybl2|Phybl2_69375
OG0014634		Phybl2|Phybl2_189012
OG0014635		Phybl2|Phybl2_160404
OG0014636		Phybl2|Phybl2_9697
OG0014637		Phybl2|Phybl2_174218
OG0014638		Phybl2|Phybl2_69404
OG0014639		Phybl2|Phybl2_69409
OG0014640		Phybl2|Phybl2_174232
OG0014641		Phybl2|Phybl2_24034
OG0014642		Phybl2|Phybl2_174248
OG0014643		Phybl2|Phybl2_160426
OG0014644		Phybl2|Phybl2_160428
OG0014645		Phybl2|Phybl2_151491
OG0014646		Phybl2|Phybl2_74046
OG0014647		Phybl2|Phybl2_174281
OG0014648		Phybl2|Phybl2_174283
OG0014649		Phybl2|Phybl2_63758
OG0014650		Phybl2|Phybl2_174292
OG0014651		Phybl2|Phybl2_63749
OG0014652		Phybl2|Phybl2_63744
OG0014653		Phybl2|Phybl2_63741
OG0014654		Phybl2|Phybl2_118494
OG0014655		Phybl2|Phybl2_151518
OG0014656		Phybl2|Phybl2_151520
OG0014657		Phybl2|Phybl2_174306
OG0014658		Phybl2|Phybl2_128150
OG0014659		Phybl2|Phybl2_63722
OG0014660		Phybl2|Phybl2_63713
OG0014661		Phybl2|Phybl2_174333
OG0014662		Phybl2|Phybl2_174334
OG0014663		Phybl2|Phybl2_77479
OG0014664		Phybl2|Phybl2_151559
OG0014665		Phybl2|Phybl2_183595
OG0014666		Phybl2|Phybl2_174348
OG0014667		Phybl2|Phybl2_174351
OG0014668		Phybl2|Phybl2_151567
OG0014669		Phybl2|Phybl2_63684
OG0014670		Phybl2|Phybl2_174372
OG0014671		Phybl2|Phybl2_94029
OG0014672		Phybl2|Phybl2_63651
OG0014673		Phybl2|Phybl2_174391
OG0014674		Phybl2|Phybl2_9491
OG0014675		Phybl2|Phybl2_63644
OG0014676		Phybl2|Phybl2_174398
OG0014677		Phybl2|Phybl2_160462
OG0014678		Phybl2|Phybl2_151642
OG0014679		Phybl2|Phybl2_151647
OG0014680		Phybl2|Phybl2_118557
OG0014681		Phybl2|Phybl2_151650
OG0014682		Phybl2|Phybl2_63593
OG0014683		Phybl2|Phybl2_151653
OG0014684		Phybl2|Phybl2_151654
OG0014685		Phybl2|Phybl2_151658
OG0014686		Phybl2|Phybl2_174444
OG0014687		Phybl2|Phybl2_174445
OG0014688		Phybl2|Phybl2_174450
OG0014689		Phybl2|Phybl2_63764
OG0014690		Phybl2|Phybl2_67225
OG0014691		Phybl2|Phybl2_174477
OG0014692		Phybl2|Phybl2_74109
OG0014693		Phybl2|Phybl2_118674
OG0014694		Phybl2|Phybl2_151708
OG0014695		Phybl2|Phybl2_174493
OG0014696		Phybl2|Phybl2_67255
OG0014697		Phybl2|Phybl2_174506
OG0014698		Phybl2|Phybl2_67258
OG0014699		Phybl2|Phybl2_174518
OG0014700		Phybl2|Phybl2_174521
OG0014701		Phybl2|Phybl2_151745
OG0014702		Phybl2|Phybl2_67275
OG0014703		Phybl2|Phybl2_151749
OG0014704		Phybl2|Phybl2_97209
OG0014705		Phybl2|Phybl2_174528
OG0014706		Phybl2|Phybl2_151752
OG0014707		Phybl2|Phybl2_151754
OG0014708		Phybl2|Phybl2_174542
OG0014709		Phybl2|Phybl2_174562
OG0014710		Phybl2|Phybl2_67330
OG0014711		Phybl2|Phybl2_67332
OG0014712		Phybl2|Phybl2_67346
OG0014713		Phybl2|Phybl2_103666
OG0014714		Phybl2|Phybl2_174602
OG0014715		Phybl2|Phybl2_67357
OG0014716		Phybl2|Phybl2_174608
OG0014717		Phybl2|Phybl2_67365
OG0014718		Phybl2|Phybl2_27132
OG0014719		Phybl2|Phybl2_160497
OG0014720		Phybl2|Phybl2_160498
OG0014721		Phybl2|Phybl2_174626
OG0014722		Phybl2|Phybl2_70279
OG0014723		Phybl2|Phybl2_151877
OG0014724		Phybl2|Phybl2_70303
OG0014725		Phybl2|Phybl2_151882
OG0014726		Phybl2|Phybl2_174661
OG0014727		Phybl2|Phybl2_151890
OG0014728		Phybl2|Phybl2_174666
OG0014729		Phybl2|Phybl2_174667
OG0014730		Phybl2|Phybl2_151900
OG0014731		Phybl2|Phybl2_151901
OG0014732		Phybl2|Phybl2_151907
OG0014733		Phybl2|Phybl2_151909
OG0014734		Phybl2|Phybl2_174680
OG0014735		Phybl2|Phybl2_70327
OG0014736		Phybl2|Phybl2_174684
OG0014737		Phybl2|Phybl2_174687
OG0014738		Phybl2|Phybl2_70335
OG0014739		Phybl2|Phybl2_151921
OG0014740		Phybl2|Phybl2_174694
OG0014741		Phybl2|Phybl2_174695
OG0014742		Phybl2|Phybl2_174696
OG0014743		Phybl2|Phybl2_70356
OG0014744		Phybl2|Phybl2_12553
OG0014745		Phybl2|Phybl2_151946
OG0014746		Phybl2|Phybl2_174717
OG0014747		Phybl2|Phybl2_189179
OG0014748		Phybl2|Phybl2_70376
OG0014749		Phybl2|Phybl2_151982
OG0014750		Phybl2|Phybl2_151983
OG0014751		Phybl2|Phybl2_189187
OG0014752		Phybl2|Phybl2_174754
OG0014753		Phybl2|Phybl2_70403
OG0014754		Phybl2|Phybl2_174757
OG0014755		Phybl2|Phybl2_174758
OG0014756		Phybl2|Phybl2_174764
OG0014757		Phybl2|Phybl2_174765
OG0014758		Phybl2|Phybl2_174766
OG0014759		Phybl2|Phybl2_152003
OG0014760		Phybl2|Phybl2_174769
OG0014761		Phybl2|Phybl2_73932
OG0014762		Phybl2|Phybl2_174773
OG0014763		Phybl2|Phybl2_174775
OG0014764		Phybl2|Phybl2_174777
OG0014765		Phybl2|Phybl2_174780
OG0014766		Phybl2|Phybl2_70939
OG0014767		Phybl2|Phybl2_152018
OG0014768		Phybl2|Phybl2_152019
OG0014769		Phybl2|Phybl2_152024
OG0014770		Phybl2|Phybl2_70255
OG0014771		Phybl2|Phybl2_174788
OG0014772		Phybl2|Phybl2_70252
OG0014773		Phybl2|Phybl2_118927
OG0014774		Phybl2|Phybl2_70250
OG0014775		Phybl2|Phybl2_152031
OG0014776		Phybl2|Phybl2_70247
OG0014777		Phybl2|Phybl2_174795
OG0014778		Phybl2|Phybl2_152036
OG0014779		Phybl2|Phybl2_174798
OG0014780		Phybl2|Phybl2_70241
OG0014781		Phybl2|Phybl2_70234
OG0014782		Phybl2|Phybl2_160529
OG0014783		Phybl2|Phybl2_152052
OG0014784		Phybl2|Phybl2_70220
OG0014785		Phybl2|Phybl2_174815
OG0014786		Phybl2|Phybl2_152060
OG0014787		Phybl2|Phybl2_174819
OG0014788		Phybl2|Phybl2_152065
OG0014789		Phybl2|Phybl2_70206
OG0014790		Phybl2|Phybl2_70196
OG0014791		Phybl2|Phybl2_70195
OG0014792		Phybl2|Phybl2_174849
OG0014793		Phybl2|Phybl2_174850
OG0014794		Phybl2|Phybl2_152097
OG0014795		Phybl2|Phybl2_174852
OG0014796		Phybl2|Phybl2_152100
OG0014797		Phybl2|Phybl2_174855
OG0014798		Phybl2|Phybl2_70175
OG0014799		Phybl2|Phybl2_174858
OG0014800		Phybl2|Phybl2_70171
OG0014801		Phybl2|Phybl2_70166
OG0014802		Phybl2|Phybl2_118953
OG0014803		Phybl2|Phybl2_174900
OG0014804		Phybl2|Phybl2_152150
OG0014805		Phybl2|Phybl2_174905
OG0014806		Phybl2|Phybl2_174907
OG0014807		Phybl2|Phybl2_152156
OG0014808		Phybl2|Phybl2_152159
OG0014809		Phybl2|Phybl2_152162
OG0014810		Phybl2|Phybl2_152169
OG0014811		Phybl2|Phybl2_71943
OG0014812		Phybl2|Phybl2_189218
OG0014813		Phybl2|Phybl2_71932
OG0014814		Phybl2|Phybl2_71921
OG0014815		Phybl2|Phybl2_174945
OG0014816		Phybl2|Phybl2_118989
OG0014817		Phybl2|Phybl2_71911
OG0014818		Phybl2|Phybl2_174952
OG0014819		Phybl2|Phybl2_71909
OG0014820		Phybl2|Phybl2_71900
OG0014821		Phybl2|Phybl2_174966
OG0014822		Phybl2|Phybl2_174969
OG0014823		Phybl2|Phybl2_160561
OG0014824		Phybl2|Phybl2_174990
OG0014825		Phybl2|Phybl2_152245
OG0014826		Phybl2|Phybl2_174992
OG0014827		Phybl2|Phybl2_174993
OG0014828		Phybl2|Phybl2_174995
OG0014829		Phybl2|Phybl2_119040
OG0014830		Phybl2|Phybl2_183795
OG0014831		Phybl2|Phybl2_160567
OG0014832		Phybl2|Phybl2_73549
OG0014833		Phybl2|Phybl2_152289
OG0014834		Phybl2|Phybl2_160580
OG0014835		Phybl2|Phybl2_175035
OG0014836		Phybl2|Phybl2_160582
OG0014837		Phybl2|Phybl2_175042
OG0014838		Phybl2|Phybl2_67395
OG0014839		Phybl2|Phybl2_67409
OG0014840		Phybl2|Phybl2_175081
OG0014841		Phybl2|Phybl2_67415
OG0014842		Phybl2|Phybl2_175099
OG0014843		Phybl2|Phybl2_95550
OG0014844		Phybl2|Phybl2_160595
OG0014845		Phybl2|Phybl2_9718
OG0014846		Phybl2|Phybl2_175119
OG0014847		Phybl2|Phybl2_119153
OG0014848		Phybl2|Phybl2_175121
OG0014849		Phybl2|Phybl2_175128
OG0014850		Phybl2|Phybl2_152385
OG0014851		Phybl2|Phybl2_175135
OG0014852		Phybl2|Phybl2_175136
OG0014853		Phybl2|Phybl2_119132
OG0014854		Phybl2|Phybl2_175138
OG0014855		Phybl2|Phybl2_175140
OG0014856		Phybl2|Phybl2_175141
OG0014857		Phybl2|Phybl2_160603
OG0014858		Phybl2|Phybl2_152398
OG0014859		Phybl2|Phybl2_152401
OG0014860		Phybl2|Phybl2_152405
OG0014861		Phybl2|Phybl2_175147
OG0014862		Phybl2|Phybl2_175148
OG0014863		Phybl2|Phybl2_152408
OG0014864		Phybl2|Phybl2_175150
OG0014865		Phybl2|Phybl2_175154
OG0014866		Phybl2|Phybl2_175161
OG0014867		Phybl2|Phybl2_175165
OG0014868		Phybl2|Phybl2_175166
OG0014869		Phybl2|Phybl2_152428
OG0014870		Phybl2|Phybl2_6076
OG0014871		Phybl2|Phybl2_152430
OG0014872		Phybl2|Phybl2_70823
OG0014873		Phybl2|Phybl2_152431
OG0014874		Phybl2|Phybl2_152435
OG0014875		Phybl2|Phybl2_152436
OG0014876		Phybl2|Phybl2_152439
OG0014877		Phybl2|Phybl2_152440
OG0014878		Phybl2|Phybl2_175183
OG0014879		Phybl2|Phybl2_175185
OG0014880		Phybl2|Phybl2_175186
OG0014881		Phybl2|Phybl2_70836
OG0014882		Phybl2|Phybl2_152454
OG0014883		Phybl2|Phybl2_175193
OG0014884		Phybl2|Phybl2_70844
OG0014885		Phybl2|Phybl2_70850
OG0014886		Phybl2|Phybl2_175205
OG0014887		Phybl2|Phybl2_175213
OG0014888		Phybl2|Phybl2_70865
OG0014889		Phybl2|Phybl2_175221
OG0014890		Phybl2|Phybl2_175225
OG0014891		Phybl2|Phybl2_175227
OG0014892		Phybl2|Phybl2_152497
OG0014893		Phybl2|Phybl2_119261
OG0014894		Phybl2|Phybl2_70905
OG0014895		Phybl2|Phybl2_152529
OG0014896		Phybl2|Phybl2_73791
OG0014897		Phybl2|Phybl2_74154
OG0014898		Phybl2|Phybl2_160622
OG0014899		Phybl2|Phybl2_183888
