	Absidia_cuneospora_RSA_623_Plus.aa	Absidia_cuneospora_RSA_624-.aa
OG0003837	GBNUZ_004203-T1	GBNWA_005759-T1
OG0003838	GBNUZ_004204-T1	GBNWA_005760-T1
OG0003839	GBNUZ_004205-T1	GBNWA_005761-T1
OG0003840	GBNUZ_004206-T1	GBNWA_005762-T1
OG0003841	GBNUZ_004207-T1	GBNWA_005763-T1
OG0003842	GBNUZ_004208-T1	GBNWA_005764-T1
OG0003843	GBNUZ_004210-T1	GBNWA_005766-T1
OG0003844	GBNUZ_004211-T1	GBNWA_002909-T1
OG0003845	GBNUZ_004212-T1	GBNWA_002908-T1
OG0003846	GBNUZ_004213-T1	GBNWA_002907-T1
OG0003847	GBNUZ_004214-T1	GBNWA_002906-T1
OG0003848	GBNUZ_004215-T1	GBNWA_002905-T1
OG0003849	GBNUZ_004217-T1	GBNWA_002903-T1
OG0003850	GBNUZ_004218-T1	GBNWA_002902-T1
OG0003851	GBNUZ_004219-T1	GBNWA_002901-T1
OG0003852	GBNUZ_004220-T1	GBNWA_002900-T1
OG0003853	GBNUZ_004221-T1	GBNWA_002899-T1
OG0003854	GBNUZ_004223-T1	GBNWA_002898-T1
OG0003855	GBNUZ_004224-T1	GBNWA_002897-T1
OG0003856	GBNUZ_004225-T1	GBNWA_002896-T1
OG0003857	GBNUZ_004226-T1	GBNWA_004943-T1
OG0003858	GBNUZ_004227-T1	GBNWA_004942-T1
OG0003859	GBNUZ_004228-T1	GBNWA_004941-T1
OG0003860	GBNUZ_004229-T1	GBNWA_004938-T1
OG0003861	GBNUZ_004230-T1	GBNWA_004937-T1
OG0003862	GBNUZ_004231-T1	GBNWA_004936-T1
OG0003863	GBNUZ_004232-T1	GBNWA_004935-T1
OG0003864	GBNUZ_004234-T1	GBNWA_004932-T1
OG0003865	GBNUZ_004235-T1	GBNWA_004931-T1
OG0003866	GBNUZ_004236-T1	GBNWA_004930-T1
OG0003867	GBNUZ_004237-T1	GBNWA_006166-T1
OG0003868	GBNUZ_004238-T1	GBNWA_006167-T1
OG0003869	GBNUZ_004239-T1	GBNWA_008307-T1
OG0003870	GBNUZ_004240-T1	GBNWA_008308-T1
OG0003871	GBNUZ_004241-T1	GBNWA_008309-T1
OG0003872	GBNUZ_004242-T1	GBNWA_008310-T1
OG0003873	GBNUZ_004243-T1	GBNWA_008311-T1
OG0003874	GBNUZ_004244-T1	GBNWA_008312-T1
OG0003875	GBNUZ_004245-T1	GBNWA_008313-T1
OG0003876	GBNUZ_004246-T1	GBNWA_008314-T1
OG0003877	GBNUZ_004247-T1	GBNWA_008315-T1
OG0003878	GBNUZ_004249-T1	GBNWA_008316-T1
OG0003879	GBNUZ_004250-T1	GBNWA_008318-T1
OG0003880	GBNUZ_004251-T1	GBNWA_008319-T1
OG0003881	GBNUZ_004252-T1	GBNWA_006968-T1
OG0003882	GBNUZ_004253-T1	GBNWA_004864-T1
OG0003883	GBNUZ_004254-T1	GBNWA_004863-T1
OG0003884	GBNUZ_004255-T1	GBNWA_004862-T1
OG0003885	GBNUZ_004256-T1	GBNWA_004861-T1
OG0003886	GBNUZ_004257-T1	GBNWA_004860-T1
OG0003887	GBNUZ_004259-T1	GBNWA_004858-T1
OG0003888	GBNUZ_004261-T1	GBNWA_004856-T1
OG0003889	GBNUZ_004262-T1	GBNWA_004855-T1
OG0003890	GBNUZ_004264-T1	GBNWA_004854-T1
OG0003891	GBNUZ_004270-T1	GBNWA_009598-T1
OG0003892	GBNUZ_004272-T1	GBNWA_009595-T1
OG0003893	GBNUZ_004273-T1	GBNWA_009594-T1
OG0003894	GBNUZ_004274-T1	GBNWA_009593-T1
OG0003895	GBNUZ_004275-T1	GBNWA_009592-T1
OG0003896	GBNUZ_004276-T1	GBNWA_009591-T1
OG0003897	GBNUZ_004277-T1	GBNWA_009589-T1
OG0003898	GBNUZ_004280-T1	GBNWA_009585-T1
OG0003899	GBNUZ_004281-T1	GBNWA_009584-T1
OG0003900	GBNUZ_004283-T1	GBNWA_009582-T1
OG0003901	GBNUZ_004285-T1	GBNWA_009580-T1
OG0003902	GBNUZ_004286-T1	GBNWA_009579-T1
OG0003903	GBNUZ_004287-T1	GBNWA_009578-T1
OG0003904	GBNUZ_004288-T1	GBNWA_009577-T1
OG0003905	GBNUZ_004290-T1	GBNWA_009575-T1
OG0003906	GBNUZ_004291-T1	GBNWA_009574-T1
OG0003907	GBNUZ_004295-T1	GBNWA_009569-T1
OG0003908	GBNUZ_004296-T1	GBNWA_009568-T1
OG0003909	GBNUZ_004297-T1	GBNWA_009567-T1
OG0003910	GBNUZ_004299-T1	GBNWA_007826-T1
OG0003911	GBNUZ_004300-T1	GBNWA_007825-T1
OG0003912	GBNUZ_004301-T1	GBNWA_007824-T1
OG0003913	GBNUZ_004303-T1	GBNWA_007823-T1
OG0003914	GBNUZ_004306-T1	GBNWA_007821-T1
OG0003915	GBNUZ_004307-T1	GBNWA_007820-T1
OG0003916	GBNUZ_004308-T1	GBNWA_007819-T1
OG0003917	GBNUZ_004309-T1	GBNWA_007818-T1
OG0003918	GBNUZ_004310-T1	GBNWA_007817-T1
OG0003919	GBNUZ_004311-T1	GBNWA_007816-T1
OG0003920	GBNUZ_004313-T1	GBNWA_007813-T1
OG0003921	GBNUZ_004314-T1	GBNWA_007812-T1
OG0003922	GBNUZ_004315-T1	GBNWA_007811-T1
OG0003923	GBNUZ_004317-T1	GBNWA_007810-T1
OG0003924	GBNUZ_004318-T1	GBNWA_007809-T1
OG0003925	GBNUZ_004319-T1	GBNWA_007808-T1
OG0003926	GBNUZ_004320-T1	GBNWA_007807-T1
OG0003927	GBNUZ_004321-T1	GBNWA_007806-T1
OG0003928	GBNUZ_004323-T1	GBNWA_007804-T1
OG0003929	GBNUZ_004324-T1	GBNWA_007803-T1
OG0003930	GBNUZ_004325-T1	GBNWA_007802-T1
OG0003931	GBNUZ_004328-T1	GBNWA_007799-T1
OG0003932	GBNUZ_004329-T1	GBNWA_007798-T1
OG0003933	GBNUZ_004330-T1	GBNWA_007797-T1
OG0003934	GBNUZ_004331-T1	GBNWA_007796-T1
OG0003935	GBNUZ_004332-T1	GBNWA_007795-T1
OG0003936	GBNUZ_004333-T1	GBNWA_007794-T1
OG0003937	GBNUZ_004335-T1	GBNWA_003237-T1
OG0003938	GBNUZ_004336-T1	GBNWA_003236-T1
OG0003939	GBNUZ_004337-T1	GBNWA_003235-T1
OG0003940	GBNUZ_004338-T1	GBNWA_003234-T1
OG0003941	GBNUZ_004339-T1	GBNWA_003233-T1
OG0003942	GBNUZ_004340-T1	GBNWA_003232-T1
OG0003943	GBNUZ_004343-T1	GBNWA_003230-T1
OG0003944	GBNUZ_004344-T1	GBNWA_003229-T1
OG0003945	GBNUZ_004345-T1	GBNWA_003228-T1
OG0003946	GBNUZ_004346-T1	GBNWA_003227-T1
OG0003947	GBNUZ_004347-T1	GBNWA_003226-T1
OG0003948	GBNUZ_004350-T1	GBNWA_002863-T1
OG0003949	GBNUZ_004351-T1	GBNWA_002862-T1
OG0003950	GBNUZ_004353-T1	GBNWA_002861-T1
OG0003951	GBNUZ_004368-T1	GBNWA_002846-T1
OG0003952	GBNUZ_004369-T1	GBNWA_002845-T1
OG0003953	GBNUZ_004371-T1	GBNWA_005974-T1
OG0003954	GBNUZ_004372-T1	GBNWA_005975-T1
OG0003955	GBNUZ_004373-T1	GBNWA_005976-T1
OG0003956	GBNUZ_004374-T1	GBNWA_005977-T1
OG0003957	GBNUZ_004376-T1	GBNWA_005230-T1
OG0003958	GBNUZ_004377-T1	GBNWA_005229-T1
OG0003959	GBNUZ_004378-T1	GBNWA_005228-T1
OG0003960	GBNUZ_004379-T1	GBNWA_005227-T1
OG0003961	GBNUZ_004380-T1	GBNWA_005226-T1
OG0003962	GBNUZ_004381-T1	GBNWA_005225-T1
OG0003963	GBNUZ_004383-T1	GBNWA_005223-T1
OG0003964	GBNUZ_004385-T1	GBNWA_005811-T1
OG0003965	GBNUZ_004386-T1	GBNWA_005812-T1
OG0003966	GBNUZ_004387-T1	GBNWA_005813-T1
OG0003967	GBNUZ_004389-T1	GBNWA_005815-T1
OG0003968	GBNUZ_004390-T1	GBNWA_005816-T1
OG0003969	GBNUZ_004391-T1	GBNWA_006572-T1
OG0003970	GBNUZ_004392-T1	GBNWA_006571-T1
OG0003971	GBNUZ_004394-T1	GBNWA_006569-T1
OG0003972	GBNUZ_004395-T1	GBNWA_006568-T1
OG0003973	GBNUZ_004396-T1	GBNWA_006567-T1
OG0003974	GBNUZ_004402-T1	GBNWA_009852-T1
OG0003975	GBNUZ_004403-T1	GBNWA_009851-T1
OG0003976	GBNUZ_004404-T1	GBNWA_009850-T1
OG0003977	GBNUZ_004405-T1	GBNWA_009849-T1
OG0003978	GBNUZ_004406-T1	GBNWA_009848-T1
OG0003979	GBNUZ_004408-T1	GBNWA_009847-T1
OG0003980	GBNUZ_004409-T1	GBNWA_009846-T1
OG0003981	GBNUZ_004414-T1	GBNWA_009842-T1
OG0003982	GBNUZ_004415-T1	GBNWA_009841-T1
OG0003983	GBNUZ_004416-T1	GBNWA_009840-T1
OG0003984	GBNUZ_004417-T1	GBNWA_009839-T1
OG0003985	GBNUZ_004419-T1	GBNWA_005723-T1
OG0003986	GBNUZ_004421-T1	GBNWA_005721-T1
OG0003987	GBNUZ_004423-T1	GBNWA_005719-T1
OG0003988	GBNUZ_004429-T1	GBNWA_004840-T1
OG0003989	GBNUZ_004430-T1	GBNWA_004841-T1
OG0003990	GBNUZ_004431-T1	GBNWA_004842-T1
OG0003991	GBNUZ_004432-T1	GBNWA_004843-T1
OG0003992	GBNUZ_004433-T1	GBNWA_004845-T1
OG0003993	GBNUZ_004435-T1	GBNWA_004846-T1
OG0003994	GBNUZ_004436-T1	GBNWA_004847-T1
OG0003995	GBNUZ_004437-T1	GBNWA_004848-T1
OG0003996	GBNUZ_004438-T1	GBNWA_004849-T1
OG0003997	GBNUZ_004440-T1	GBNWA_008513-T1
OG0003998	GBNUZ_004441-T1	GBNWA_008514-T1
OG0003999	GBNUZ_004442-T1	GBNWA_008516-T1
OG0004000	GBNUZ_004443-T1	GBNWA_008517-T1
OG0004001	GBNUZ_004444-T1	GBNWA_008518-T1
OG0004002	GBNUZ_004445-T1	GBNWA_008519-T1
OG0004003	GBNUZ_004446-T1	GBNWA_008520-T1
OG0004004	GBNUZ_004448-T1	GBNWA_008522-T1
OG0004005	GBNUZ_004449-T1	GBNWA_008523-T1
OG0004006	GBNUZ_004450-T1	GBNWA_008524-T1
OG0004007	GBNUZ_004453-T1	GBNWA_002278-T1
OG0004008	GBNUZ_004455-T1	GBNWA_002276-T1
OG0004009	GBNUZ_004456-T1	GBNWA_002275-T1
OG0004010	GBNUZ_004457-T1	GBNWA_002274-T1
OG0004011	GBNUZ_004459-T1	GBNWA_002272-T1
OG0004012	GBNUZ_004460-T1	GBNWA_002271-T1
OG0004013	GBNUZ_004461-T1	GBNWA_002270-T1
OG0004014	GBNUZ_004462-T1	GBNWA_002269-T1
OG0004015	GBNUZ_004464-T1	GBNWA_002268-T1
OG0004016	GBNUZ_004465-T1	GBNWA_002267-T1
OG0004017	GBNUZ_004467-T1	GBNWA_008073-T1
OG0004018	GBNUZ_004469-T1	GBNWA_008074-T1
OG0004019	GBNUZ_004470-T1	GBNWA_008075-T1
OG0004020	GBNUZ_004471-T1	GBNWA_008076-T1
OG0004021	GBNUZ_004473-T1	GBNWA_008078-T1
OG0004022	GBNUZ_004474-T1	GBNWA_008079-T1
OG0004023	GBNUZ_004476-T1	GBNWA_008081-T1
OG0004024	GBNUZ_004477-T1	GBNWA_008082-T1
OG0004025	GBNUZ_004478-T1	GBNWA_008083-T1
OG0004026	GBNUZ_004479-T1	GBNWA_000515-T1
OG0004027	GBNUZ_004480-T1	GBNWA_000516-T1
OG0004028	GBNUZ_004481-T1	GBNWA_000517-T1
OG0004029	GBNUZ_004482-T1	GBNWA_000518-T1
OG0004030	GBNUZ_004483-T1	GBNWA_000519-T1
OG0004031	GBNUZ_004484-T1	GBNWA_000520-T1
OG0004032	GBNUZ_004490-T1	GBNWA_003461-T1
OG0004033	GBNUZ_004491-T1	GBNWA_003459-T1
OG0004034	GBNUZ_004493-T1	GBNWA_003456-T1
OG0004035	GBNUZ_004494-T1	GBNWA_003455-T1
OG0004036	GBNUZ_004495-T1	GBNWA_003454-T1
OG0004037	GBNUZ_004496-T1	GBNWA_003453-T1
OG0004038	GBNUZ_004497-T1	GBNWA_003452-T1
OG0004039	GBNUZ_004499-T1	GBNWA_006692-T1
OG0004040	GBNUZ_004500-T1	GBNWA_006691-T1
OG0004041	GBNUZ_004501-T1	GBNWA_006690-T1
OG0004042	GBNUZ_004503-T1	GBNWA_006688-T1
OG0004043	GBNUZ_004504-T1	GBNWA_006687-T1
OG0004044	GBNUZ_004505-T1	GBNWA_006686-T1
OG0004045	GBNUZ_004507-T1	GBNWA_006685-T1
OG0004046	GBNUZ_004508-T1	GBNWA_006684-T1
OG0004047	GBNUZ_004510-T1	GBNWA_006683-T1
OG0004048	GBNUZ_004511-T1	GBNWA_006680-T1
OG0004049	GBNUZ_004512-T1	GBNWA_006679-T1
OG0004050	GBNUZ_004513-T1	GBNWA_006678-T1
OG0004051	GBNUZ_004514-T1	GBNWA_006677-T1
OG0004052	GBNUZ_004517-T1	GBNWA_006674-T1
OG0004053	GBNUZ_004519-T1	GBNWA_006672-T1
OG0004054	GBNUZ_004520-T1	GBNWA_006671-T1
OG0004055	GBNUZ_004521-T1	GBNWA_006670-T1
OG0004056	GBNUZ_004522-T1	GBNWA_006669-T1
OG0004057	GBNUZ_004523-T1	GBNWA_006668-T1
OG0004058	GBNUZ_004525-T1	GBNWA_006667-T1
OG0004059	GBNUZ_004531-T1	GBNWA_006661-T1
OG0004060	GBNUZ_004532-T1	GBNWA_006660-T1
OG0004061	GBNUZ_004534-T1	GBNWA_006658-T1
OG0004062	GBNUZ_004536-T1	GBNWA_006654-T1
OG0004063	GBNUZ_004538-T1	GBNWA_006653-T1
OG0004064	GBNUZ_004539-T1	GBNWA_006652-T1
OG0004065	GBNUZ_004540-T1	GBNWA_006651-T1
OG0004066	GBNUZ_004542-T1	GBNWA_006649-T1
OG0004067	GBNUZ_004545-T1	GBNWA_006647-T1
OG0004068	GBNUZ_004547-T1	GBNWA_006644-T1
OG0004069	GBNUZ_004548-T1	GBNWA_006643-T1
OG0004070	GBNUZ_004549-T1	GBNWA_004759-T1
OG0004071	GBNUZ_004550-T1	GBNWA_004758-T1
OG0004072	GBNUZ_004551-T1	GBNWA_004757-T1
OG0004073	GBNUZ_004552-T1	GBNWA_004756-T1
OG0004074	GBNUZ_004554-T1	GBNWA_004754-T1
OG0004075	GBNUZ_004555-T1	GBNWA_004753-T1
OG0004076	GBNUZ_004556-T1	GBNWA_004751-T1
OG0004077	GBNUZ_004557-T1	GBNWA_004750-T1
OG0004078	GBNUZ_004558-T1	GBNWA_004748-T1
OG0004079	GBNUZ_004559-T1	GBNWA_004747-T1
OG0004080	GBNUZ_004561-T1	GBNWA_006532-T1
OG0004081	GBNUZ_004562-T1	GBNWA_006533-T1
OG0004082	GBNUZ_004564-T1	GBNWA_003262-T1
OG0004083	GBNUZ_004565-T1	GBNWA_003263-T1
OG0004084	GBNUZ_004566-T1	GBNWA_003264-T1
OG0004085	GBNUZ_004568-T1	GBNWA_008712-T1
OG0004086	GBNUZ_004569-T1	GBNWA_008711-T1
OG0004087	GBNUZ_004570-T1	GBNWA_008710-T1
OG0004088	GBNUZ_004572-T1	GBNWA_008708-T1
OG0004089	GBNUZ_004573-T1	GBNWA_008707-T1
OG0004090	GBNUZ_004574-T1	GBNWA_008705-T1
OG0004091	GBNUZ_004577-T1	GBNWA_006840-T1
OG0004092	GBNUZ_004578-T1	GBNWA_006839-T1
OG0004093	GBNUZ_004581-T1	GBNWA_006836-T1
OG0004094	GBNUZ_004582-T1	GBNWA_006835-T1
OG0004095	GBNUZ_004583-T1	GBNWA_006834-T1
OG0004096	GBNUZ_004593-T1	GBNWA_005837-T1
OG0004097	GBNUZ_004594-T1	GBNWA_005836-T1
OG0004098	GBNUZ_004595-T1	GBNWA_005834-T1
OG0004099	GBNUZ_004596-T1	GBNWA_005833-T1
OG0004100	GBNUZ_004599-T1	GBNWA_009399-T1
OG0004101	GBNUZ_004600-T1	GBNWA_009400-T1
OG0004102	GBNUZ_004602-T1	GBNWA_009402-T1
OG0004103	GBNUZ_004603-T1	GBNWA_009403-T1
OG0004104	GBNUZ_004605-T1	GBNWA_009405-T1
OG0004105	GBNUZ_004606-T1	GBNWA_009406-T1
OG0004106	GBNUZ_004607-T1	GBNWA_009407-T1
OG0004107	GBNUZ_004608-T1	GBNWA_009077-T1
OG0004108	GBNUZ_004610-T1	GBNWA_009075-T1
OG0004109	GBNUZ_004611-T1	GBNWA_009074-T1
OG0004110	GBNUZ_004612-T1	GBNWA_009073-T1
OG0004111	GBNUZ_004614-T1	GBNWA_009072-T1
OG0004112	GBNUZ_004615-T1	GBNWA_009071-T1
OG0004113	GBNUZ_004619-T1	GBNWA_009066-T1
OG0004114	GBNUZ_004620-T1	GBNWA_000766-T1
OG0004115	GBNUZ_004621-T1	GBNWA_000765-T1
OG0004116	GBNUZ_004622-T1	GBNWA_000764-T1
OG0004117	GBNUZ_004623-T1	GBNWA_000763-T1
OG0004118	GBNUZ_004624-T1	GBNWA_000762-T1
OG0004119	GBNUZ_004627-T1	GBNWA_000756-T1
OG0004120	GBNUZ_004628-T1	GBNWA_000755-T1
OG0004121	GBNUZ_004629-T1	GBNWA_000754-T1
OG0004122	GBNUZ_004632-T1	GBNWA_004158-T1
OG0004123	GBNUZ_004633-T1	GBNWA_007406-T1
OG0004124	GBNUZ_004638-T1	GBNWA_009813-T1
OG0004125	GBNUZ_004639-T1	GBNWA_009814-T1
OG0004126	GBNUZ_004641-T1	GBNWA_009815-T1
OG0004127	GBNUZ_004642-T1	GBNWA_009816-T1
OG0004128	GBNUZ_004643-T1	GBNWA_009817-T1
OG0004129	GBNUZ_004644-T1	GBNWA_009818-T1
OG0004130	GBNUZ_004645-T1	GBNWA_009819-T1
OG0004131	GBNUZ_004646-T1	GBNWA_009820-T1
OG0004132	GBNUZ_004649-T1	GBNWA_002884-T1
OG0004133	GBNUZ_004650-T1	GBNWA_002883-T1
OG0004134	GBNUZ_004651-T1	GBNWA_002882-T1
OG0004135	GBNUZ_004652-T1	GBNWA_002881-T1
OG0004136	GBNUZ_004653-T1	GBNWA_002879-T1
OG0004137	GBNUZ_004654-T1	GBNWA_002878-T1
OG0004138	GBNUZ_004656-T1	GBNWA_002875-T1
OG0004139	GBNUZ_004658-T1	GBNWA_002873-T1
OG0004140	GBNUZ_004659-T1	GBNWA_002872-T1
OG0004141	GBNUZ_004660-T1	GBNWA_002871-T1
OG0004142	GBNUZ_004661-T1	GBNWA_007043-T1
OG0004143	GBNUZ_004662-T1	GBNWA_007044-T1
OG0004144	GBNUZ_004663-T1	GBNWA_006052-T1
OG0004145	GBNUZ_004664-T1	GBNWA_006051-T1
OG0004146	GBNUZ_004665-T1	GBNWA_006050-T1
OG0004147	GBNUZ_004666-T1	GBNWA_006049-T1
OG0004148	GBNUZ_004667-T1	GBNWA_006048-T1
OG0004149	GBNUZ_004669-T1	GBNWA_006046-T1
OG0004150	GBNUZ_004671-T1	GBNWA_006045-T1
OG0004151	GBNUZ_004673-T1	GBNWA_006044-T1
OG0004152	GBNUZ_004674-T1	GBNWA_006043-T1
OG0004153	GBNUZ_004676-T1	GBNWA_006041-T1
OG0004154	GBNUZ_004678-T1	GBNWA_006040-T1
OG0004155	GBNUZ_004679-T1	GBNWA_006039-T1
OG0004156	GBNUZ_004680-T1	GBNWA_006038-T1
OG0004157	GBNUZ_004681-T1	GBNWA_006036-T1
OG0004158	GBNUZ_004682-T1	GBNWA_006035-T1
OG0004159	GBNUZ_004683-T1	GBNWA_006034-T1
OG0004160	GBNUZ_004684-T1	GBNWA_006033-T1
OG0004161	GBNUZ_004685-T1	GBNWA_006032-T1
OG0004162	GBNUZ_004686-T1	GBNWA_006031-T1
OG0004163	GBNUZ_004687-T1	GBNWA_006030-T1
OG0004164	GBNUZ_004688-T1	GBNWA_006029-T1
OG0004165	GBNUZ_004689-T1	GBNWA_006027-T1
OG0004166	GBNUZ_004690-T1	GBNWA_006026-T1
OG0004167	GBNUZ_004691-T1	GBNWA_006025-T1
OG0004168	GBNUZ_004692-T1	GBNWA_006024-T1
OG0004169	GBNUZ_004693-T1	GBNWA_006023-T1
OG0004170	GBNUZ_004694-T1	GBNWA_006022-T1
OG0004171	GBNUZ_004695-T1	GBNWA_006021-T1
OG0004172	GBNUZ_004696-T1	GBNWA_006020-T1
OG0004173	GBNUZ_004697-T1	GBNWA_006018-T1
OG0004174	GBNUZ_004698-T1	GBNWA_008611-T1
OG0004175	GBNUZ_004699-T1	GBNWA_008610-T1
OG0004176	GBNUZ_004700-T1	GBNWA_008609-T1
OG0004177	GBNUZ_004702-T1	GBNWA_008606-T1
OG0004178	GBNUZ_004703-T1	GBNWA_008605-T1
OG0004179	GBNUZ_004705-T1	GBNWA_008604-T1
OG0004180	GBNUZ_004706-T1	GBNWA_008603-T1
OG0004181	GBNUZ_004707-T1	GBNWA_008602-T1
OG0004182	GBNUZ_004708-T1	GBNWA_008601-T1
OG0004183	GBNUZ_004710-T1	GBNWA_008599-T1
OG0004184	GBNUZ_004712-T1	GBNWA_008597-T1
OG0004185	GBNUZ_004713-T1	GBNWA_008596-T1
OG0004186	GBNUZ_004714-T1	GBNWA_008595-T1
OG0004187	GBNUZ_004715-T1	GBNWA_008594-T1
OG0004188	GBNUZ_004719-T1	GBNWA_008590-T1
OG0004189	GBNUZ_004725-T1	GBNWA_008586-T1
OG0004190	GBNUZ_004726-T1	GBNWA_008585-T1
OG0004191	GBNUZ_004727-T1	GBNWA_008584-T1
OG0004192	GBNUZ_004728-T1	GBNWA_008583-T1
OG0004193	GBNUZ_004730-T1	GBNWA_008580-T1
OG0004194	GBNUZ_004731-T1	GBNWA_008579-T1
OG0004195	GBNUZ_004732-T1	GBNWA_008578-T1
OG0004196	GBNUZ_004734-T1	GBNWA_008576-T1
OG0004197	GBNUZ_004735-T1	GBNWA_008575-T1
OG0004198	GBNUZ_004736-T1	GBNWA_008574-T1
OG0004199	GBNUZ_004737-T1	GBNWA_008573-T1
OG0004200	GBNUZ_004738-T1	GBNWA_005468-T1
OG0004201	GBNUZ_004739-T1	GBNWA_004878-T1
OG0004202	GBNUZ_004740-T1	GBNWA_004881-T1
OG0004203	GBNUZ_004741-T1	GBNWA_004882-T1
OG0004204	GBNUZ_004743-T1	GBNWA_004884-T1
OG0004205	GBNUZ_004744-T1	GBNWA_004885-T1
OG0004206	GBNUZ_004745-T1	GBNWA_004886-T1
OG0004207	GBNUZ_004746-T1	GBNWA_004887-T1
OG0004208	GBNUZ_004747-T1	GBNWA_004888-T1
OG0004209	GBNUZ_004748-T1	GBNWA_003631-T1
OG0004210	GBNUZ_004749-T1	GBNWA_003630-T1
OG0004211	GBNUZ_004751-T1	GBNWA_003627-T1
OG0004212	GBNUZ_004753-T1	GBNWA_003626-T1
OG0004213	GBNUZ_004754-T1	GBNWA_003624-T1
OG0004214	GBNUZ_004755-T1	GBNWA_003623-T1
OG0004215	GBNUZ_004756-T1	GBNWA_003622-T1
OG0004216	GBNUZ_004757-T1	GBNWA_003077-T1
OG0004217	GBNUZ_004758-T1	GBNWA_003076-T1
OG0004218	GBNUZ_004759-T1	GBNWA_003075-T1
OG0004219	GBNUZ_004761-T1	GBNWA_003073-T1
OG0004220	GBNUZ_004762-T1	GBNWA_003072-T1
OG0004221	GBNUZ_004763-T1	GBNWA_003071-T1
OG0004222	GBNUZ_004764-T1	GBNWA_003070-T1
OG0004223	GBNUZ_004766-T1	GBNWA_003068-T1
OG0004224	GBNUZ_004767-T1	GBNWA_007844-T1
OG0004225	GBNUZ_004770-T1	GBNWA_001315-T1
OG0004226	GBNUZ_004771-T1	GBNWA_001314-T1
OG0004227	GBNUZ_004772-T1	GBNWA_001313-T1
OG0004228	GBNUZ_004773-T1	GBNWA_001312-T1
OG0004229	GBNUZ_004774-T1	GBNWA_001311-T1
OG0004230	GBNUZ_004775-T1	GBNWA_001310-T1
OG0004231	GBNUZ_004776-T1	GBNWA_001309-T1
OG0004232	GBNUZ_004777-T1	GBNWA_001308-T1
OG0004233	GBNUZ_004778-T1	GBNWA_001307-T1
OG0004234	GBNUZ_004779-T1	GBNWA_001306-T1
OG0004235	GBNUZ_004780-T1	GBNWA_004316-T1
OG0004236	GBNUZ_004781-T1	GBNWA_004317-T1
OG0004237	GBNUZ_004782-T1	GBNWA_004318-T1
OG0004238	GBNUZ_004783-T1	GBNWA_004320-T1
OG0004239	GBNUZ_004784-T1	GBNWA_004321-T1
OG0004240	GBNUZ_004786-T1	GBNWA_006175-T1
OG0004241	GBNUZ_004787-T1	GBNWA_006176-T1
OG0004242	GBNUZ_004789-T1	GBNWA_006177-T1
OG0004243	GBNUZ_004790-T1	GBNWA_006178-T1
OG0004244	GBNUZ_004791-T1	GBNWA_006965-T1
OG0004245	GBNUZ_004792-T1	GBNWA_006964-T1
OG0004246	GBNUZ_004793-T1	GBNWA_006963-T1
OG0004247	GBNUZ_004796-T1	GBNWA_002351-T1
OG0004248	GBNUZ_004797-T1	GBNWA_002350-T1
OG0004249	GBNUZ_004798-T1	GBNWA_002349-T1
OG0004250	GBNUZ_004799-T1	GBNWA_002348-T1
OG0004251	GBNUZ_004800-T1	GBNWA_002347-T1
OG0004252	GBNUZ_004801-T1	GBNWA_002346-T1
OG0004253	GBNUZ_004802-T1	GBNWA_002345-T1
OG0004254	GBNUZ_004803-T1	GBNWA_002344-T1
OG0004255	GBNUZ_004804-T1	GBNWA_002343-T1
OG0004256	GBNUZ_004805-T1	GBNWA_002342-T1
OG0004257	GBNUZ_004806-T1	GBNWA_002341-T1
OG0004258	GBNUZ_004807-T1	GBNWA_002340-T1
OG0004259	GBNUZ_004809-T1	GBNWA_006427-T1
OG0004260	GBNUZ_004810-T1	GBNWA_006426-T1
OG0004261	GBNUZ_004811-T1	GBNWA_006425-T1
OG0004262	GBNUZ_004812-T1	GBNWA_006424-T1
OG0004263	GBNUZ_004813-T1	GBNWA_006423-T1
OG0004264	GBNUZ_004816-T1	GBNWA_006420-T1
OG0004265	GBNUZ_004823-T1	GBNWA_006298-T1
OG0004266	GBNUZ_004825-T1	GBNWA_007065-T1
OG0004267	GBNUZ_004827-T1	GBNWA_007063-T1
OG0004268	GBNUZ_004828-T1	GBNWA_007062-T1
OG0004269	GBNUZ_004832-T1	GBNWA_007060-T1
OG0004270	GBNUZ_004833-T1	GBNWA_007059-T1
OG0004271	GBNUZ_004837-T1	GBNWA_007959-T1
OG0004272	GBNUZ_004838-T1	GBNWA_007958-T1
OG0004273	GBNUZ_004839-T1	GBNWA_007957-T1
OG0004274	GBNUZ_004840-T1	GBNWA_007956-T1
OG0004275	GBNUZ_004841-T1	GBNWA_007955-T1
OG0004276	GBNUZ_004845-T1	GBNWA_005549-T1
OG0004277	GBNUZ_004847-T1	GBNWA_005551-T1
OG0004278	GBNUZ_004848-T1	GBNWA_005552-T1
OG0004279	GBNUZ_004849-T1	GBNWA_005553-T1
OG0004280	GBNUZ_004850-T1	GBNWA_005554-T1
OG0004281	GBNUZ_004851-T1	GBNWA_005555-T1
OG0004282	GBNUZ_004852-T1	GBNWA_005557-T1
OG0004283	GBNUZ_004853-T1	GBNWA_006271-T1
OG0004284	GBNUZ_004854-T1	GBNWA_006272-T1
OG0004285	GBNUZ_004855-T1	GBNWA_006273-T1
OG0004286	GBNUZ_004856-T1	GBNWA_005726-T1
