	Fennellomyces_mexicanussp.nov._RSA_1415_Plus.aa	Fennellomyces_mexicanussp.nov._RSA_1418-.aa
OG0005213	GBNTS_005946-T1	GBNTT_001190-T1
OG0005214	GBNTS_005947-T1	GBNTT_001191-T1
OG0005215	GBNTS_005948-T1	GBNTT_001192-T1
OG0005216	GBNTS_005949-T1	GBNTT_001193-T1
OG0005217	GBNTS_005950-T1	GBNTT_001194-T1
OG0005218	GBNTS_005951-T1	GBNTT_001195-T1
OG0005219	GBNTS_005952-T1	GBNTT_001196-T1
OG0005220	GBNTS_005953-T1	GBNTT_001197-T1
OG0005221	GBNTS_005954-T1	GBNTT_001198-T1
OG0005222	GBNTS_005956-T1	GBNTT_007020-T1
OG0005223	GBNTS_005957-T1	GBNTT_007021-T1
OG0005224	GBNTS_005958-T1	GBNTT_007022-T1
OG0005225	GBNTS_005960-T1	GBNTT_007023-T1
OG0005226	GBNTS_005961-T1	GBNTT_007024-T1
OG0005227	GBNTS_005962-T1	GBNTT_007025-T1
OG0005228	GBNTS_005963-T1	GBNTT_007026-T1
OG0005229	GBNTS_005964-T1	GBNTT_007027-T1
OG0005230	GBNTS_005965-T1	GBNTT_007028-T1
OG0005231	GBNTS_005966-T1	GBNTT_007029-T1
OG0005232	GBNTS_005967-T1	GBNTT_007030-T1
OG0005233	GBNTS_005968-T1	GBNTT_007031-T1
OG0005234	GBNTS_005969-T1	GBNTT_007032-T1
OG0005235	GBNTS_005970-T1	GBNTT_007033-T1
OG0005236	GBNTS_005971-T1	GBNTT_007034-T1
OG0005237	GBNTS_005972-T1	GBNTT_007035-T1
OG0005238	GBNTS_005973-T1	GBNTT_007036-T1
OG0005239	GBNTS_005977-T1	GBNTT_007039-T1
OG0005240	GBNTS_005979-T1	GBNTT_007041-T1
OG0005241	GBNTS_005981-T1	GBNTT_007042-T1
OG0005242	GBNTS_005982-T1	GBNTT_007043-T1
OG0005243	GBNTS_005983-T1	GBNTT_007044-T1
OG0005244	GBNTS_005984-T1	GBNTT_007045-T1
OG0005245	GBNTS_005985-T1	GBNTT_007047-T1
OG0005246	GBNTS_005986-T1	GBNTT_007048-T1
OG0005247	GBNTS_005987-T1	GBNTT_007049-T1
OG0005248	GBNTS_005989-T1	GBNTT_007051-T1
OG0005249	GBNTS_005991-T1	GBNTT_007053-T1
OG0005250	GBNTS_005992-T1	GBNTT_007054-T1
OG0005251	GBNTS_005993-T1	GBNTT_007055-T1
OG0005252	GBNTS_005994-T1	GBNTT_007056-T1
OG0005253	GBNTS_005995-T1	GBNTT_007057-T1
OG0005254	GBNTS_005996-T1	GBNTT_007058-T1
OG0005255	GBNTS_005997-T1	GBNTT_007059-T1
OG0005256	GBNTS_005998-T1	GBNTT_007060-T1
OG0005257	GBNTS_005999-T1	GBNTT_007061-T1
OG0005258	GBNTS_006000-T1	GBNTT_007062-T1
OG0005259	GBNTS_006002-T1	GBNTT_007064-T1
OG0005260	GBNTS_006003-T1	GBNTT_007065-T1
OG0005261	GBNTS_006004-T1	GBNTT_007066-T1
OG0005262	GBNTS_006006-T1	GBNTT_007068-T1
OG0005263	GBNTS_006007-T1	GBNTT_007069-T1
OG0005264	GBNTS_006008-T1	GBNTT_007070-T1
OG0005265	GBNTS_006009-T1	GBNTT_007071-T1
OG0005266	GBNTS_006010-T1	GBNTT_007072-T1
OG0005267	GBNTS_006011-T1	GBNTT_007073-T1
OG0005268	GBNTS_006012-T1	GBNTT_007074-T1
OG0005269	GBNTS_006014-T1	GBNTT_002441-T1
OG0005270	GBNTS_006015-T1	GBNTT_002443-T1
OG0005271	GBNTS_006016-T1	GBNTT_002444-T1
OG0005272	GBNTS_006017-T1	GBNTT_002446-T1
OG0005273	GBNTS_006018-T1	GBNTT_002447-T1
OG0005274	GBNTS_006019-T1	GBNTT_009888-T1
OG0005275	GBNTS_006021-T1	GBNTT_009890-T1
OG0005276	GBNTS_006022-T1	GBNTT_009891-T1
OG0005277	GBNTS_006027-T1	GBNTT_010184-T1
OG0005278	GBNTS_006028-T1	GBNTT_010185-T1
OG0005279	GBNTS_006029-T1	GBNTT_010186-T1
OG0005280	GBNTS_006030-T1	GBNTT_010187-T1
OG0005281	GBNTS_006032-T1	GBNTT_010188-T1
OG0005282	GBNTS_006033-T1	GBNTT_010189-T1
OG0005283	GBNTS_006036-T1	GBNTT_010192-T1
OG0005284	GBNTS_006037-T1	GBNTT_010193-T1
OG0005285	GBNTS_006038-T1	GBNTT_010194-T1
OG0005286	GBNTS_006041-T1	GBNTT_006147-T1
OG0005287	GBNTS_006042-T1	GBNTT_006148-T1
OG0005288	GBNTS_006043-T1	GBNTT_006149-T1
OG0005289	GBNTS_006044-T1	GBNTT_006150-T1
OG0005290	GBNTS_006049-T1	GBNTT_009214-T1
OG0005291	GBNTS_006051-T1	GBNTT_009216-T1
OG0005292	GBNTS_006053-T1	GBNTT_009218-T1
OG0005293	GBNTS_006055-T1	GBNTT_009826-T1
OG0005294	GBNTS_006056-T1	GBNTT_009825-T1
OG0005295	GBNTS_006060-T1	GBNTT_011109-T1
OG0005296	GBNTS_006061-T1	GBNTT_011110-T1
OG0005297	GBNTS_006062-T1	GBNTT_011111-T1
OG0005298	GBNTS_006063-T1	GBNTT_011112-T1
OG0005299	GBNTS_006064-T1	GBNTT_011113-T1
OG0005300	GBNTS_006065-T1	GBNTT_011114-T1
OG0005301	GBNTS_006066-T1	GBNTT_011115-T1
OG0005302	GBNTS_006067-T1	GBNTT_011116-T1
OG0005303	GBNTS_006069-T1	GBNTT_011118-T1
OG0005304	GBNTS_006070-T1	GBNTT_011119-T1
OG0005305	GBNTS_006074-T1	GBNTT_006006-T1
OG0005306	GBNTS_006075-T1	GBNTT_006007-T1
OG0005307	GBNTS_006077-T1	GBNTT_006009-T1
OG0005308	GBNTS_006078-T1	GBNTT_006010-T1
OG0005309	GBNTS_006079-T1	GBNTT_006011-T1
OG0005310	GBNTS_006080-T1	GBNTT_006012-T1
OG0005311	GBNTS_006081-T1	GBNTT_006013-T1
OG0005312	GBNTS_006082-T1	GBNTT_006014-T1
OG0005313	GBNTS_006083-T1	GBNTT_000360-T1
OG0005314	GBNTS_006084-T1	GBNTT_000361-T1
OG0005315	GBNTS_006085-T1	GBNTT_000362-T1
OG0005316	GBNTS_006088-T1	GBNTT_000365-T1
OG0005317	GBNTS_006089-T1	GBNTT_000366-T1
OG0005318	GBNTS_006090-T1	GBNTT_000367-T1
OG0005319	GBNTS_006091-T1	GBNTT_000368-T1
OG0005320	GBNTS_006092-T1	GBNTT_000369-T1
OG0005321	GBNTS_006093-T1	GBNTT_000370-T1
OG0005322	GBNTS_006094-T1	GBNTT_000371-T1
OG0005323	GBNTS_006095-T1	GBNTT_000372-T1
OG0005324	GBNTS_006096-T1	GBNTT_000373-T1
OG0005325	GBNTS_006097-T1	GBNTT_000374-T1
OG0005326	GBNTS_006100-T1	GBNTT_005610-T1
OG0005327	GBNTS_006101-T1	GBNTT_005609-T1
OG0005328	GBNTS_006102-T1	GBNTT_005608-T1
OG0005329	GBNTS_006103-T1	GBNTT_005607-T1
OG0005330	GBNTS_006104-T1	GBNTT_005606-T1
OG0005331	GBNTS_006109-T1	GBNTT_005604-T1
OG0005332	GBNTS_006110-T1	GBNTT_005603-T1
OG0005333	GBNTS_006111-T1	GBNTT_005602-T1
OG0005334	GBNTS_006112-T1	GBNTT_005601-T1
OG0005335	GBNTS_006115-T1	GBNTT_009202-T1
OG0005336	GBNTS_006117-T1	GBNTT_011440-T1
OG0005337	GBNTS_006119-T1	GBNTT_007756-T1
OG0005338	GBNTS_006120-T1	GBNTT_007755-T1
OG0005339	GBNTS_006121-T1	GBNTT_007754-T1
OG0005340	GBNTS_006127-T1	GBNTT_007749-T1
OG0005341	GBNTS_006128-T1	GBNTT_012129-T1
OG0005342	GBNTS_006129-T1	GBNTT_012130-T1
OG0005343	GBNTS_006133-T1	GBNTT_006970-T1
OG0005344	GBNTS_006135-T1	GBNTT_006969-T1
OG0005345	GBNTS_006137-T1	GBNTT_006967-T1
OG0005346	GBNTS_006138-T1	GBNTT_006966-T1
OG0005347	GBNTS_006139-T1	GBNTT_006965-T1
OG0005348	GBNTS_006140-T1	GBNTT_006964-T1
OG0005349	GBNTS_006141-T1	GBNTT_006963-T1
OG0005350	GBNTS_006143-T1	GBNTT_006961-T1
OG0005351	GBNTS_006144-T1	GBNTT_006960-T1
OG0005352	GBNTS_006149-T1	GBNTT_003596-T1
OG0005353	GBNTS_006150-T1	GBNTT_003597-T1
OG0005354	GBNTS_006151-T1	GBNTT_003598-T1
OG0005355	GBNTS_006152-T1	GBNTT_003599-T1
OG0005356	GBNTS_006153-T1	GBNTT_003600-T1
OG0005357	GBNTS_006154-T1	GBNTT_003601-T1
OG0005358	GBNTS_006158-T1	GBNTT_003606-T1
OG0005359	GBNTS_006159-T1	GBNTT_003607-T1
OG0005360	GBNTS_006160-T1	GBNTT_003608-T1
OG0005361	GBNTS_006161-T1	GBNTT_003609-T1
OG0005362	GBNTS_006162-T1	GBNTT_003610-T1
OG0005363	GBNTS_006163-T1	GBNTT_003611-T1
OG0005364	GBNTS_006166-T1	GBNTT_002525-T1
OG0005365	GBNTS_006167-T1	GBNTT_002524-T1
OG0005366	GBNTS_006168-T1	GBNTT_002523-T1
OG0005367	GBNTS_006170-T1	GBNTT_002521-T1
OG0005368	GBNTS_006171-T1	GBNTT_002520-T1
OG0005369	GBNTS_006172-T1	GBNTT_002519-T1
OG0005370	GBNTS_006173-T1	GBNTT_002518-T1
OG0005371	GBNTS_006174-T1	GBNTT_002517-T1
OG0005372	GBNTS_006177-T1	GBNTT_002514-T1
OG0005373	GBNTS_006178-T1	GBNTT_002513-T1
OG0005374	GBNTS_006179-T1	GBNTT_002512-T1
OG0005375	GBNTS_006180-T1	GBNTT_002511-T1
OG0005376	GBNTS_006182-T1	GBNTT_002509-T1
OG0005377	GBNTS_006183-T1	GBNTT_002507-T1
OG0005378	GBNTS_006184-T1	GBNTT_002506-T1
OG0005379	GBNTS_006185-T1	GBNTT_002505-T1
OG0005380	GBNTS_006188-T1	GBNTT_000326-T1
OG0005381	GBNTS_006189-T1	GBNTT_000327-T1
OG0005382	GBNTS_006191-T1	GBNTT_000329-T1
OG0005383	GBNTS_006192-T1	GBNTT_000330-T1
OG0005384	GBNTS_006193-T1	GBNTT_000331-T1
OG0005385	GBNTS_006194-T1	GBNTT_000332-T1
OG0005386	GBNTS_006195-T1	GBNTT_000333-T1
OG0005387	GBNTS_006198-T1	GBNTT_000337-T1
OG0005388	GBNTS_006199-T1	GBNTT_000339-T1
OG0005389	GBNTS_006200-T1	GBNTT_000340-T1
OG0005390	GBNTS_006201-T1	GBNTT_000341-T1
OG0005391	GBNTS_006203-T1	GBNTT_000343-T1
OG0005392	GBNTS_006204-T1	GBNTT_000344-T1
OG0005393	GBNTS_006206-T1	GBNTT_000346-T1
OG0005394	GBNTS_006208-T1	GBNTT_000348-T1
OG0005395	GBNTS_006210-T1	GBNTT_007233-T1
OG0005396	GBNTS_006211-T1	GBNTT_007234-T1
OG0005397	GBNTS_006212-T1	GBNTT_007235-T1
OG0005398	GBNTS_006213-T1	GBNTT_007237-T1
OG0005399	GBNTS_006214-T1	GBNTT_007238-T1
OG0005400	GBNTS_006215-T1	GBNTT_007239-T1
OG0005401	GBNTS_006216-T1	GBNTT_007240-T1
OG0005402	GBNTS_006218-T1	GBNTT_007241-T1
OG0005403	GBNTS_006223-T1	GBNTT_006137-T1
OG0005404	GBNTS_006225-T1	GBNTT_006139-T1
OG0005405	GBNTS_006228-T1	GBNTT_006142-T1
OG0005406	GBNTS_006229-T1	GBNTT_006143-T1
OG0005407	GBNTS_006231-T1	GBNTT_006145-T1
OG0005408	GBNTS_006232-T1	GBNTT_005553-T1
OG0005409	GBNTS_006235-T1	GBNTT_000978-T1
OG0005410	GBNTS_006236-T1	GBNTT_000979-T1
OG0005411	GBNTS_006237-T1	GBNTT_006447-T1
OG0005412	GBNTS_006238-T1	GBNTT_006446-T1
OG0005413	GBNTS_006239-T1	GBNTT_006445-T1
OG0005414	GBNTS_006240-T1	GBNTT_006444-T1
OG0005415	GBNTS_006241-T1	GBNTT_006443-T1
OG0005416	GBNTS_006242-T1	GBNTT_006442-T1
OG0005417	GBNTS_006243-T1	GBNTT_006441-T1
OG0005418	GBNTS_006246-T1	GBNTT_006439-T1
OG0005419	GBNTS_006247-T1	GBNTT_006438-T1
OG0005420	GBNTS_006248-T1	GBNTT_006437-T1
OG0005421	GBNTS_006249-T1	GBNTT_006436-T1
OG0005422	GBNTS_006250-T1	GBNTT_006435-T1
OG0005423	GBNTS_006253-T1	GBNTT_006113-T1
OG0005424	GBNTS_006254-T1	GBNTT_006114-T1
OG0005425	GBNTS_006255-T1	GBNTT_006115-T1
OG0005426	GBNTS_006256-T1	GBNTT_006116-T1
OG0005427	GBNTS_006259-T1	GBNTT_006118-T1
OG0005428	GBNTS_006260-T1	GBNTT_006119-T1
OG0005429	GBNTS_006261-T1	GBNTT_006120-T1
OG0005430	GBNTS_006265-T1	GBNTT_006123-T1
OG0005431	GBNTS_006266-T1	GBNTT_006124-T1
OG0005432	GBNTS_006267-T1	GBNTT_006125-T1
OG0005433	GBNTS_006271-T1	GBNTT_005123-T1
OG0005434	GBNTS_006272-T1	GBNTT_005124-T1
OG0005435	GBNTS_006274-T1	GBNTT_005126-T1
OG0005436	GBNTS_006275-T1	GBNTT_005127-T1
OG0005437	GBNTS_006276-T1	GBNTT_005128-T1
OG0005438	GBNTS_006278-T1	GBNTT_005130-T1
OG0005439	GBNTS_006279-T1	GBNTT_005131-T1
OG0005440	GBNTS_006280-T1	GBNTT_005132-T1
OG0005441	GBNTS_006287-T1	GBNTT_006325-T1
OG0005442	GBNTS_006288-T1	GBNTT_006324-T1
OG0005443	GBNTS_006289-T1	GBNTT_006323-T1
OG0005444	GBNTS_006290-T1	GBNTT_006322-T1
OG0005445	GBNTS_006291-T1	GBNTT_006320-T1
OG0005446	GBNTS_006294-T1	GBNTT_010404-T1
OG0005447	GBNTS_006295-T1	GBNTT_010405-T1
OG0005448	GBNTS_006296-T1	GBNTT_010406-T1
OG0005449	GBNTS_006298-T1	GBNTT_010407-T1
OG0005450	GBNTS_006300-T1	GBNTT_010408-T1
OG0005451	GBNTS_006301-T1	GBNTT_010409-T1
OG0005452	GBNTS_006304-T1	GBNTT_010411-T1
OG0005453	GBNTS_006307-T1	GBNTT_006174-T1
OG0005454	GBNTS_006308-T1	GBNTT_006175-T1
OG0005455	GBNTS_006309-T1	GBNTT_006176-T1
OG0005456	GBNTS_006311-T1	GBNTT_006178-T1
OG0005457	GBNTS_006312-T1	GBNTT_006179-T1
OG0005458	GBNTS_006313-T1	GBNTT_006180-T1
OG0005459	GBNTS_006314-T1	GBNTT_006181-T1
OG0005460	GBNTS_006315-T1	GBNTT_006182-T1
OG0005461	GBNTS_006316-T1	GBNTT_006183-T1
OG0005462	GBNTS_006317-T1	GBNTT_006184-T1
OG0005463	GBNTS_006319-T1	GBNTT_006186-T1
OG0005464	GBNTS_006320-T1	GBNTT_006187-T1
OG0005465	GBNTS_006321-T1	GBNTT_006188-T1
OG0005466	GBNTS_006322-T1	GBNTT_006189-T1
OG0005467	GBNTS_006324-T1	GBNTT_006191-T1
OG0005468	GBNTS_006325-T1	GBNTT_006192-T1
OG0005469	GBNTS_006326-T1	GBNTT_006193-T1
OG0005470	GBNTS_006328-T1	GBNTT_006194-T1
OG0005471	GBNTS_006329-T1	GBNTT_006195-T1
OG0005472	GBNTS_006330-T1	GBNTT_006197-T1
OG0005473	GBNTS_006331-T1	GBNTT_006198-T1
OG0005474	GBNTS_006332-T1	GBNTT_006199-T1
OG0005475	GBNTS_006333-T1	GBNTT_002790-T1
OG0005476	GBNTS_006336-T1	GBNTT_010521-T1
OG0005477	GBNTS_006337-T1	GBNTT_010522-T1
OG0005478	GBNTS_006339-T1	GBNTT_008167-T1
OG0005479	GBNTS_006340-T1	GBNTT_008166-T1
OG0005480	GBNTS_006342-T1	GBNTT_008164-T1
OG0005481	GBNTS_006344-T1	GBNTT_008163-T1
OG0005482	GBNTS_006346-T1	GBNTT_008161-T1
OG0005483	GBNTS_006347-T1	GBNTT_008159-T1
OG0005484	GBNTS_006348-T1	GBNTT_008158-T1
OG0005485	GBNTS_006349-T1	GBNTT_008156-T1
OG0005486	GBNTS_006353-T1	GBNTT_005994-T1
OG0005487	GBNTS_006354-T1	GBNTT_005995-T1
OG0005488	GBNTS_006356-T1	GBNTT_005996-T1
OG0005489	GBNTS_006357-T1	GBNTT_005997-T1
OG0005490	GBNTS_006363-T1	GBNTT_006003-T1
OG0005491	GBNTS_006365-T1	GBNTT_002206-T1
OG0005492	GBNTS_006366-T1	GBNTT_002207-T1
OG0005493	GBNTS_006368-T1	GBNTT_002208-T1
OG0005494	GBNTS_006370-T1	GBNTT_002210-T1
OG0005495	GBNTS_006371-T1	GBNTT_002211-T1
OG0005496	GBNTS_006372-T1	GBNTT_002212-T1
OG0005497	GBNTS_006373-T1	GBNTT_002213-T1
OG0005498	GBNTS_006375-T1	GBNTT_002215-T1
OG0005499	GBNTS_006376-T1	GBNTT_002216-T1
OG0005500	GBNTS_006378-T1	GBNTT_002218-T1
OG0005501	GBNTS_006379-T1	GBNTT_002219-T1
OG0005502	GBNTS_006380-T1	GBNTT_002220-T1
OG0005503	GBNTS_006381-T1	GBNTT_002221-T1
OG0005504	GBNTS_006382-T1	GBNTT_002222-T1
OG0005505	GBNTS_006383-T1	GBNTT_002223-T1
OG0005506	GBNTS_006384-T1	GBNTT_002224-T1
OG0005507	GBNTS_006385-T1	GBNTT_002225-T1
OG0005508	GBNTS_006386-T1	GBNTT_002226-T1
OG0005509	GBNTS_006387-T1	GBNTT_002227-T1
OG0005510	GBNTS_006389-T1	GBNTT_002229-T1
OG0005511	GBNTS_006390-T1	GBNTT_002230-T1
OG0005512	GBNTS_006392-T1	GBNTT_002232-T1
OG0005513	GBNTS_006393-T1	GBNTT_002233-T1
OG0005514	GBNTS_006395-T1	GBNTT_002236-T1
OG0005515	GBNTS_006396-T1	GBNTT_002237-T1
OG0005516	GBNTS_006397-T1	GBNTT_002238-T1
OG0005517	GBNTS_006398-T1	GBNTT_002239-T1
OG0005518	GBNTS_006399-T1	GBNTT_002240-T1
OG0005519	GBNTS_006400-T1	GBNTT_002241-T1
OG0005520	GBNTS_006401-T1	GBNTT_002242-T1
OG0005521	GBNTS_006402-T1	GBNTT_002244-T1
OG0005522	GBNTS_006403-T1	GBNTT_002245-T1
OG0005523	GBNTS_006404-T1	GBNTT_002246-T1
OG0005524	GBNTS_006406-T1	GBNTT_002248-T1
OG0005525	GBNTS_006407-T1	GBNTT_002249-T1
OG0005526	GBNTS_006408-T1	GBNTT_002250-T1
OG0005527	GBNTS_006409-T1	GBNTT_002251-T1
OG0005528	GBNTS_006410-T1	GBNTT_002252-T1
OG0005529	GBNTS_006412-T1	GBNTT_002254-T1
OG0005530	GBNTS_006413-T1	GBNTT_002255-T1
OG0005531	GBNTS_006415-T1	GBNTT_002258-T1
OG0005532	GBNTS_006416-T1	GBNTT_002259-T1
OG0005533	GBNTS_006417-T1	GBNTT_002260-T1
OG0005534	GBNTS_006418-T1	GBNTT_002261-T1
OG0005535	GBNTS_006419-T1	GBNTT_002262-T1
OG0005536	GBNTS_006420-T1	GBNTT_009836-T1
OG0005537	GBNTS_006421-T1	GBNTT_009835-T1
OG0005538	GBNTS_006422-T1	GBNTT_009834-T1
OG0005539	GBNTS_006423-T1	GBNTT_009833-T1
OG0005540	GBNTS_006424-T1	GBNTT_009832-T1
OG0005541	GBNTS_006425-T1	GBNTT_009831-T1
OG0005542	GBNTS_006426-T1	GBNTT_009830-T1
OG0005543	GBNTS_006427-T1	GBNTT_009829-T1
OG0005544	GBNTS_006428-T1	GBNTT_003957-T1
OG0005545	GBNTS_006432-T1	GBNTT_003953-T1
OG0005546	GBNTS_006434-T1	GBNTT_003951-T1
OG0005547	GBNTS_006435-T1	GBNTT_003950-T1
OG0005548	GBNTS_006436-T1	GBNTT_003949-T1
OG0005549	GBNTS_006437-T1	GBNTT_003948-T1
OG0005550	GBNTS_006438-T1	GBNTT_003947-T1
OG0005551	GBNTS_006440-T1	GBNTT_003945-T1
OG0005552	GBNTS_006441-T1	GBNTT_003944-T1
OG0005553	GBNTS_006442-T1	GBNTT_003943-T1
OG0005554	GBNTS_006445-T1	GBNTT_003940-T1
OG0005555	GBNTS_006446-T1	GBNTT_003939-T1
OG0005556	GBNTS_006447-T1	GBNTT_003938-T1
OG0005557	GBNTS_006448-T1	GBNTT_003937-T1
OG0005558	GBNTS_006449-T1	GBNTT_003936-T1
OG0005559	GBNTS_006450-T1	GBNTT_003935-T1
OG0005560	GBNTS_006451-T1	GBNTT_003933-T1
OG0005561	GBNTS_006452-T1	GBNTT_003932-T1
OG0005562	GBNTS_006453-T1	GBNTT_003931-T1
OG0005563	GBNTS_006454-T1	GBNTT_003930-T1
OG0005564	GBNTS_006457-T1	GBNTT_003927-T1
OG0005565	GBNTS_006458-T1	GBNTT_003926-T1
OG0005566	GBNTS_006459-T1	GBNTT_003925-T1
OG0005567	GBNTS_006460-T1	GBNTT_003924-T1
OG0005568	GBNTS_006461-T1	GBNTT_003923-T1
OG0005569	GBNTS_006462-T1	GBNTT_003922-T1
OG0005570	GBNTS_006463-T1	GBNTT_003921-T1
OG0005571	GBNTS_006468-T1	GBNTT_003918-T1
OG0005572	GBNTS_006471-T1	GBNTT_006781-T1
OG0005573	GBNTS_006472-T1	GBNTT_006782-T1
OG0005574	GBNTS_006473-T1	GBNTT_006783-T1
OG0005575	GBNTS_006475-T1	GBNTT_006785-T1
OG0005576	GBNTS_006476-T1	GBNTT_006786-T1
OG0005577	GBNTS_006477-T1	GBNTT_006787-T1
OG0005578	GBNTS_006478-T1	GBNTT_006788-T1
OG0005579	GBNTS_006479-T1	GBNTT_006789-T1
OG0005580	GBNTS_006480-T1	GBNTT_006790-T1
OG0005581	GBNTS_006481-T1	GBNTT_006173-T1
OG0005582	GBNTS_006482-T1	GBNTT_006171-T1
OG0005583	GBNTS_006483-T1	GBNTT_006170-T1
OG0005584	GBNTS_006485-T1	GBNTT_006168-T1
OG0005585	GBNTS_006486-T1	GBNTT_006167-T1
OG0005586	GBNTS_006487-T1	GBNTT_006166-T1
OG0005587	GBNTS_006488-T1	GBNTT_006164-T1
OG0005588	GBNTS_006489-T1	GBNTT_006163-T1
OG0005589	GBNTS_006493-T1	GBNTT_005991-T1
OG0005590	GBNTS_006494-T1	GBNTT_005990-T1
OG0005591	GBNTS_006495-T1	GBNTT_005989-T1
OG0005592	GBNTS_006496-T1	GBNTT_005988-T1
OG0005593	GBNTS_006498-T1	GBNTT_005986-T1
OG0005594	GBNTS_006499-T1	GBNTT_005985-T1
OG0005595	GBNTS_006500-T1	GBNTT_005984-T1
OG0005596	GBNTS_006501-T1	GBNTT_005983-T1
OG0005597	GBNTS_006502-T1	GBNTT_005982-T1
OG0005598	GBNTS_006503-T1	GBNTT_005981-T1
OG0005599	GBNTS_006504-T1	GBNTT_005980-T1
OG0005600	GBNTS_006505-T1	GBNTT_005979-T1
OG0005601	GBNTS_006506-T1	GBNTT_005978-T1
OG0005602	GBNTS_006507-T1	GBNTT_005977-T1
OG0005603	GBNTS_006508-T1	GBNTT_005976-T1
OG0005604	GBNTS_006509-T1	GBNTT_012572-T1
OG0005605	GBNTS_006511-T1	GBNTT_000555-T1
OG0005606	GBNTS_006512-T1	GBNTT_000213-T1
OG0005607	GBNTS_006513-T1	GBNTT_000212-T1
OG0005608	GBNTS_006515-T1	GBNTT_000211-T1
OG0005609	GBNTS_006516-T1	GBNTT_000210-T1
OG0005610	GBNTS_006517-T1	GBNTT_000209-T1
OG0005611	GBNTS_006518-T1	GBNTT_000208-T1
OG0005612	GBNTS_006520-T1	GBNTT_000206-T1
OG0005613	GBNTS_006521-T1	GBNTT_000205-T1
OG0005614	GBNTS_006522-T1	GBNTT_000204-T1
OG0005615	GBNTS_006523-T1	GBNTT_000203-T1
OG0005616	GBNTS_006524-T1	GBNTT_000202-T1
OG0005617	GBNTS_006525-T1	GBNTT_000201-T1
OG0005618	GBNTS_006526-T1	GBNTT_000200-T1
OG0005619	GBNTS_006527-T1	GBNTT_011902-T1
OG0005620	GBNTS_006528-T1	GBNTT_006463-T1
OG0005621	GBNTS_006529-T1	GBNTT_006464-T1
OG0005622	GBNTS_006530-T1	GBNTT_006465-T1
OG0005623	GBNTS_006531-T1	GBNTT_006466-T1
OG0005624	GBNTS_006533-T1	GBNTT_006468-T1
OG0005625	GBNTS_006534-T1	GBNTT_006469-T1
OG0005626	GBNTS_006535-T1	GBNTT_006470-T1
OG0005627	GBNTS_006536-T1	GBNTT_006471-T1
OG0005628	GBNTS_006537-T1	GBNTT_006472-T1
OG0005629	GBNTS_006539-T1	GBNTT_006474-T1
OG0005630	GBNTS_006540-T1	GBNTT_006475-T1
OG0005631	GBNTS_006543-T1	GBNTT_003575-T1
OG0005632	GBNTS_006544-T1	GBNTT_003574-T1
OG0005633	GBNTS_006545-T1	GBNTT_003572-T1
OG0005634	GBNTS_006546-T1	GBNTT_003571-T1
OG0005635	GBNTS_006548-T1	GBNTT_003570-T1
OG0005636	GBNTS_006549-T1	GBNTT_003569-T1
OG0005637	GBNTS_006550-T1	GBNTT_003568-T1
OG0005638	GBNTS_006551-T1	GBNTT_003567-T1
OG0005639	GBNTS_006552-T1	GBNTT_003566-T1
OG0005640	GBNTS_006553-T1	GBNTT_003565-T1
OG0005641	GBNTS_006554-T1	GBNTT_003564-T1
OG0005642	GBNTS_006555-T1	GBNTT_003563-T1
OG0005643	GBNTS_006560-T1	GBNTT_002827-T1
OG0005644	GBNTS_006562-T1	GBNTT_002829-T1
OG0005645	GBNTS_006563-T1	GBNTT_002830-T1
OG0005646	GBNTS_006565-T1	GBNTT_002832-T1
OG0005647	GBNTS_006567-T1	GBNTT_002834-T1
OG0005648	GBNTS_006569-T1	GBNTT_011555-T1
OG0005649	GBNTS_006572-T1	GBNTT_012297-T1
OG0005650	GBNTS_006573-T1	GBNTT_001420-T1
OG0005651	GBNTS_006576-T1	GBNTT_002499-T1
OG0005652	GBNTS_006577-T1	GBNTT_006214-T1
OG0005653	GBNTS_006578-T1	GBNTT_006215-T1
OG0005654	GBNTS_006579-T1	GBNTT_006216-T1
OG0005655	GBNTS_006580-T1	GBNTT_006217-T1
OG0005656	GBNTS_006581-T1	GBNTT_006218-T1
OG0005657	GBNTS_006583-T1	GBNTT_006220-T1
OG0005658	GBNTS_006584-T1	GBNTT_006221-T1
OG0005659	GBNTS_006585-T1	GBNTT_006222-T1
OG0005660	GBNTS_006588-T1	GBNTT_005019-T1
OG0005661	GBNTS_006589-T1	GBNTT_005018-T1
OG0005662	GBNTS_006591-T1	GBNTT_005016-T1
OG0005663	GBNTS_006593-T1	GBNTT_005013-T1
OG0005664	GBNTS_006594-T1	GBNTT_005012-T1
OG0005665	GBNTS_006595-T1	GBNTT_005011-T1
OG0005666	GBNTS_006596-T1	GBNTT_005010-T1
OG0005667	GBNTS_006598-T1	GBNTT_005008-T1
OG0005668	GBNTS_006602-T1	GBNTT_006560-T1
OG0005669	GBNTS_006603-T1	GBNTT_006558-T1
OG0005670	GBNTS_006604-T1	GBNTT_006557-T1
OG0005671	GBNTS_006605-T1	GBNTT_006556-T1
OG0005672	GBNTS_006606-T1	GBNTT_006555-T1
OG0005673	GBNTS_006607-T1	GBNTT_006554-T1
OG0005674	GBNTS_006608-T1	GBNTT_006553-T1
OG0005675	GBNTS_006609-T1	GBNTT_006552-T1
OG0005676	GBNTS_006610-T1	GBNTT_006551-T1
