	Cunninghamella_echinulata_RSA_2017_Plus.aa	Cunninghamella_echinulata_RSA_2018-.aa
OG0003572	GBNWU_003881-T1	GBNWW_002756-T1
OG0003573	GBNWU_003882-T1	GBNWW_008728-T1
OG0003574	GBNWU_003883-T1	GBNWW_008986-T1
OG0003575	GBNWU_003884-T1	GBNWW_008985-T1
OG0003576	GBNWU_003885-T1	GBNWW_001432-T1
OG0003577	GBNWU_003887-T1	GBNWW_001429-T1
OG0003578	GBNWU_003888-T1	GBNWW_001428-T1
OG0003579	GBNWU_003889-T1	GBNWW_001427-T1
OG0003580	GBNWU_003891-T1	GBNWW_001425-T1
OG0003581	GBNWU_003892-T1	GBNWW_001424-T1
OG0003582	GBNWU_003893-T1	GBNWW_001423-T1
OG0003583	GBNWU_003894-T1	GBNWW_001422-T1
OG0003584	GBNWU_003895-T1	GBNWW_001421-T1
OG0003585	GBNWU_003896-T1	GBNWW_001420-T1
OG0003586	GBNWU_003897-T1	GBNWW_001419-T1
OG0003587	GBNWU_003899-T1	GBNWW_009634-T1
OG0003588	GBNWU_003900-T1	GBNWW_009633-T1
OG0003589	GBNWU_003901-T1	GBNWW_009632-T1
OG0003590	GBNWU_003902-T1	GBNWW_003430-T1
OG0003591	GBNWU_003904-T1	GBNWW_003431-T1
OG0003592	GBNWU_003905-T1	GBNWW_003432-T1
OG0003593	GBNWU_003906-T1	GBNWW_003433-T1
OG0003594	GBNWU_003907-T1	GBNWW_003434-T1
OG0003595	GBNWU_003910-T1	GBNWW_003437-T1
OG0003596	GBNWU_003912-T1	GBNWW_006913-T1
OG0003597	GBNWU_003913-T1	GBNWW_006912-T1
OG0003598	GBNWU_003914-T1	GBNWW_006911-T1
OG0003599	GBNWU_003915-T1	GBNWW_004239-T1
OG0003600	GBNWU_003916-T1	GBNWW_004238-T1
OG0003601	GBNWU_003917-T1	GBNWW_004237-T1
OG0003602	GBNWU_003918-T1	GBNWW_004236-T1
OG0003603	GBNWU_003919-T1	GBNWW_004235-T1
OG0003604	GBNWU_003920-T1	GBNWW_004234-T1
OG0003605	GBNWU_003921-T1	GBNWW_004233-T1
OG0003606	GBNWU_003922-T1	GBNWW_004232-T1
OG0003607	GBNWU_003923-T1	GBNWW_004231-T1
OG0003608	GBNWU_003924-T1	GBNWW_004230-T1
OG0003609	GBNWU_003925-T1	GBNWW_004229-T1
OG0003610	GBNWU_003926-T1	GBNWW_004228-T1
OG0003611	GBNWU_003927-T1	GBNWW_004227-T1
OG0003612	GBNWU_003929-T1	GBNWW_009197-T1
OG0003613	GBNWU_003930-T1	GBNWW_009196-T1
OG0003614	GBNWU_003931-T1	GBNWW_009195-T1
OG0003615	GBNWU_003932-T1	GBNWW_009194-T1
OG0003616	GBNWU_003934-T1	GBNWW_009193-T1
OG0003617	GBNWU_003936-T1	GBNWW_009192-T1
OG0003618	GBNWU_003937-T1	GBNWW_009191-T1
OG0003619	GBNWU_003938-T1	GBNWW_005792-T1
OG0003620	GBNWU_003940-T1	GBNWW_005797-T1
OG0003621	GBNWU_003943-T1	GBNWW_005299-T1
OG0003622	GBNWU_003944-T1	GBNWW_005298-T1
OG0003623	GBNWU_003945-T1	GBNWW_005297-T1
OG0003624	GBNWU_003948-T1	GBNWW_005296-T1
OG0003625	GBNWU_003949-T1	GBNWW_000641-T1
OG0003626	GBNWU_003950-T1	GBNWW_000640-T1
OG0003627	GBNWU_003951-T1	GBNWW_000639-T1
OG0003628	GBNWU_003954-T1	GBNWW_000635-T1
OG0003629	GBNWU_003955-T1	GBNWW_000634-T1
OG0003630	GBNWU_003957-T1	GBNWW_006765-T1
OG0003631	GBNWU_003959-T1	GBNWW_006763-T1
OG0003632	GBNWU_003960-T1	GBNWW_006762-T1
OG0003633	GBNWU_003961-T1	GBNWW_006761-T1
OG0003634	GBNWU_003963-T1	GBNWW_006759-T1
OG0003635	GBNWU_003964-T1	GBNWW_005560-T1
OG0003636	GBNWU_003965-T1	GBNWW_005559-T1
OG0003637	GBNWU_003966-T1	GBNWW_005558-T1
OG0003638	GBNWU_003967-T1	GBNWW_008858-T1
OG0003639	GBNWU_003972-T1	GBNWW_003359-T1
OG0003640	GBNWU_003973-T1	GBNWW_003358-T1
OG0003641	GBNWU_003975-T1	GBNWW_003355-T1
OG0003642	GBNWU_003977-T1	GBNWW_009497-T1
OG0003643	GBNWU_003979-T1	GBNWW_004076-T1
OG0003644	GBNWU_003982-T1	GBNWW_003949-T1
OG0003645	GBNWU_003986-T1	GBNWW_005841-T1
OG0003646	GBNWU_003987-T1	GBNWW_005842-T1
OG0003647	GBNWU_003988-T1	GBNWW_005843-T1
OG0003648	GBNWU_003989-T1	GBNWW_005844-T1
OG0003649	GBNWU_003990-T1	GBNWW_005845-T1
OG0003650	GBNWU_003993-T1	GBNWW_008411-T1
OG0003651	GBNWU_003994-T1	GBNWW_008747-T1
OG0003652	GBNWU_003995-T1	GBNWW_008746-T1
OG0003653	GBNWU_003997-T1	GBNWW_008743-T1
OG0003654	GBNWU_004000-T1	GBNWW_008741-T1
OG0003655	GBNWU_004002-T1	GBNWW_008779-T1
OG0003656	GBNWU_004003-T1	GBNWW_008780-T1
OG0003657	GBNWU_004004-T1	GBNWW_008781-T1
OG0003658	GBNWU_004006-T1	GBNWW_008783-T1
OG0003659	GBNWU_004007-T1	GBNWW_008784-T1
OG0003660	GBNWU_004008-T1	GBNWW_008785-T1
OG0003661	GBNWU_004009-T1	GBNWW_008786-T1
OG0003662	GBNWU_004010-T1	GBNWW_008787-T1
OG0003663	GBNWU_004011-T1	GBNWW_008789-T1
OG0003664	GBNWU_004012-T1	GBNWW_008790-T1
OG0003665	GBNWU_004013-T1	GBNWW_008791-T1
OG0003666	GBNWU_004014-T1	GBNWW_008792-T1
OG0003667	GBNWU_004015-T1	GBNWW_008793-T1
OG0003668	GBNWU_004016-T1	GBNWW_008794-T1
OG0003669	GBNWU_004017-T1	GBNWW_008795-T1
OG0003670	GBNWU_004018-T1	GBNWW_008796-T1
OG0003671	GBNWU_004020-T1	GBNWW_008798-T1
OG0003672	GBNWU_004021-T1	GBNWW_008799-T1
OG0003673	GBNWU_004023-T1	GBNWW_008801-T1
OG0003674	GBNWU_004024-T1	GBNWW_008802-T1
OG0003675	GBNWU_004025-T1	GBNWW_008803-T1
OG0003676	GBNWU_004028-T1	GBNWW_008805-T1
OG0003677	GBNWU_004029-T1	GBNWW_008806-T1
OG0003678	GBNWU_004030-T1	GBNWW_008807-T1
OG0003679	GBNWU_004031-T1	GBNWW_008808-T1
OG0003680	GBNWU_004033-T1	GBNWW_008810-T1
OG0003681	GBNWU_004034-T1	GBNWW_000255-T1
OG0003682	GBNWU_004039-T1	GBNWW_000251-T1
OG0003683	GBNWU_004040-T1	GBNWW_000250-T1
OG0003684	GBNWU_004041-T1	GBNWW_000249-T1
OG0003685	GBNWU_004042-T1	GBNWW_000248-T1
OG0003686	GBNWU_004043-T1	GBNWW_000247-T1
OG0003687	GBNWU_004044-T1	GBNWW_000246-T1
OG0003688	GBNWU_004045-T1	GBNWW_000245-T1
OG0003689	GBNWU_004046-T1	GBNWW_000244-T1
OG0003690	GBNWU_004047-T1	GBNWW_000243-T1
OG0003691	GBNWU_004048-T1	GBNWW_000242-T1
OG0003692	GBNWU_004049-T1	GBNWW_000241-T1
OG0003693	GBNWU_004050-T1	GBNWW_000240-T1
OG0003694	GBNWU_004052-T1	GBNWW_000238-T1
OG0003695	GBNWU_004053-T1	GBNWW_000237-T1
OG0003696	GBNWU_004054-T1	GBNWW_000236-T1
OG0003697	GBNWU_004056-T1	GBNWW_000233-T1
OG0003698	GBNWU_004057-T1	GBNWW_000232-T1
OG0003699	GBNWU_004058-T1	GBNWW_009351-T1
OG0003700	GBNWU_004061-T1	GBNWW_001894-T1
OG0003701	GBNWU_004063-T1	GBNWW_001895-T1
OG0003702	GBNWU_004064-T1	GBNWW_001896-T1
OG0003703	GBNWU_004065-T1	GBNWW_001898-T1
OG0003704	GBNWU_004066-T1	GBNWW_001899-T1
OG0003705	GBNWU_004067-T1	GBNWW_001900-T1
OG0003706	GBNWU_004069-T1	GBNWW_001903-T1
OG0003707	GBNWU_004070-T1	GBNWW_001904-T1
OG0003708	GBNWU_004072-T1	GBNWW_004254-T1
OG0003709	GBNWU_004073-T1	GBNWW_004253-T1
OG0003710	GBNWU_004078-T1	GBNWW_004249-T1
OG0003711	GBNWU_004079-T1	GBNWW_004248-T1
OG0003712	GBNWU_004080-T1	GBNWW_004247-T1
OG0003713	GBNWU_004082-T1	GBNWW_004245-T1
OG0003714	GBNWU_004083-T1	GBNWW_004244-T1
OG0003715	GBNWU_004085-T1	GBNWW_008987-T1
OG0003716	GBNWU_004086-T1	GBNWW_004837-T1
OG0003717	GBNWU_004087-T1	GBNWW_004838-T1
OG0003718	GBNWU_004088-T1	GBNWW_004839-T1
OG0003719	GBNWU_004089-T1	GBNWW_004840-T1
OG0003720	GBNWU_004090-T1	GBNWW_004841-T1
OG0003721	GBNWU_004091-T1	GBNWW_004842-T1
OG0003722	GBNWU_004092-T1	GBNWW_004843-T1
OG0003723	GBNWU_004093-T1	GBNWW_001298-T1
OG0003724	GBNWU_004094-T1	GBNWW_004844-T1
OG0003725	GBNWU_004096-T1	GBNWW_004846-T1
OG0003726	GBNWU_004097-T1	GBNWW_003714-T1
OG0003727	GBNWU_004098-T1	GBNWW_003713-T1
OG0003728	GBNWU_004101-T1	GBNWW_006884-T1
OG0003729	GBNWU_004103-T1	GBNWW_007214-T1
OG0003730	GBNWU_004105-T1	GBNWW_007213-T1
OG0003731	GBNWU_004106-T1	GBNWW_007212-T1
OG0003732	GBNWU_004107-T1	GBNWW_007211-T1
OG0003733	GBNWU_004108-T1	GBNWW_007210-T1
OG0003734	GBNWU_004109-T1	GBNWW_007209-T1
OG0003735	GBNWU_004110-T1	GBNWW_007208-T1
OG0003736	GBNWU_004112-T1	GBNWW_007207-T1
OG0003737	GBNWU_004115-T1	GBNWW_001972-T1
OG0003738	GBNWU_004116-T1	GBNWW_001973-T1
OG0003739	GBNWU_004117-T1	GBNWW_001974-T1
OG0003740	GBNWU_004119-T1	GBNWW_001977-T1
OG0003741	GBNWU_004120-T1	GBNWW_001978-T1
OG0003742	GBNWU_004121-T1	GBNWW_001979-T1
OG0003743	GBNWU_004123-T1	GBNWW_001980-T1
OG0003744	GBNWU_004125-T1	GBNWW_001982-T1
OG0003745	GBNWU_004126-T1	GBNWW_001983-T1
OG0003746	GBNWU_004127-T1	GBNWW_001984-T1
OG0003747	GBNWU_004128-T1	GBNWW_007955-T1
OG0003748	GBNWU_004130-T1	GBNWW_007954-T1
OG0003749	GBNWU_004131-T1	GBNWW_007953-T1
OG0003750	GBNWU_004132-T1	GBNWW_007952-T1
OG0003751	GBNWU_004133-T1	GBNWW_007951-T1
OG0003752	GBNWU_004134-T1	GBNWW_007949-T1
OG0003753	GBNWU_004135-T1	GBNWW_007948-T1
OG0003754	GBNWU_004138-T1	GBNWW_007945-T1
OG0003755	GBNWU_004139-T1	GBNWW_007944-T1
OG0003756	GBNWU_004140-T1	GBNWW_007943-T1
OG0003757	GBNWU_004141-T1	GBNWW_007942-T1
OG0003758	GBNWU_004142-T1	GBNWW_007941-T1
OG0003759	GBNWU_004143-T1	GBNWW_001710-T1
OG0003760	GBNWU_004144-T1	GBNWW_001709-T1
OG0003761	GBNWU_004145-T1	GBNWW_001708-T1
OG0003762	GBNWU_004150-T1	GBNWW_001704-T1
OG0003763	GBNWU_004151-T1	GBNWW_001703-T1
OG0003764	GBNWU_004152-T1	GBNWW_001702-T1
OG0003765	GBNWU_004154-T1	GBNWW_008654-T1
OG0003766	GBNWU_004156-T1	GBNWW_008653-T1
OG0003767	GBNWU_004157-T1	GBNWW_005355-T1
OG0003768	GBNWU_004158-T1	GBNWW_005354-T1
OG0003769	GBNWU_004159-T1	GBNWW_005353-T1
OG0003770	GBNWU_004160-T1	GBNWW_005352-T1
OG0003771	GBNWU_004161-T1	GBNWW_005351-T1
OG0003772	GBNWU_004162-T1	GBNWW_005349-T1
OG0003773	GBNWU_004163-T1	GBNWW_007262-T1
OG0003774	GBNWU_004164-T1	GBNWW_007261-T1
OG0003775	GBNWU_004165-T1	GBNWW_007260-T1
OG0003776	GBNWU_004168-T1	GBNWW_007016-T1
OG0003777	GBNWU_004169-T1	GBNWW_007017-T1
OG0003778	GBNWU_004171-T1	GBNWW_007019-T1
OG0003779	GBNWU_004173-T1	GBNWW_009557-T1
OG0003780	GBNWU_004174-T1	GBNWW_009558-T1
OG0003781	GBNWU_004175-T1	GBNWW_009559-T1
OG0003782	GBNWU_004176-T1	GBNWW_001333-T1
OG0003783	GBNWU_004177-T1	GBNWW_001334-T1
OG0003784	GBNWU_004180-T1	GBNWW_001336-T1
OG0003785	GBNWU_004181-T1	GBNWW_001339-T1
OG0003786	GBNWU_004183-T1	GBNWW_001340-T1
OG0003787	GBNWU_004184-T1	GBNWW_000352-T1
OG0003788	GBNWU_004185-T1	GBNWW_000353-T1
OG0003789	GBNWU_004186-T1	GBNWW_000354-T1
OG0003790	GBNWU_004188-T1	GBNWW_000356-T1
OG0003791	GBNWU_004189-T1	GBNWW_000357-T1
OG0003792	GBNWU_004190-T1	GBNWW_000358-T1
OG0003793	GBNWU_004191-T1	GBNWW_000359-T1
OG0003794	GBNWU_004194-T1	GBNWW_003818-T1
OG0003795	GBNWU_004195-T1	GBNWW_003817-T1
OG0003796	GBNWU_004197-T1	GBNWW_003816-T1
OG0003797	GBNWU_004198-T1	GBNWW_003815-T1
OG0003798	GBNWU_004199-T1	GBNWW_003814-T1
OG0003799	GBNWU_004200-T1	GBNWW_003813-T1
OG0003800	GBNWU_004201-T1	GBNWW_003812-T1
OG0003801	GBNWU_004207-T1	GBNWW_003807-T1
OG0003802	GBNWU_004208-T1	GBNWW_004464-T1
OG0003803	GBNWU_004209-T1	GBNWW_004463-T1
OG0003804	GBNWU_004211-T1	GBNWW_004462-T1
OG0003805	GBNWU_004212-T1	GBNWW_004461-T1
OG0003806	GBNWU_004214-T1	GBNWW_004459-T1
OG0003807	GBNWU_004215-T1	GBNWW_004458-T1
OG0003808	GBNWU_004216-T1	GBNWW_004457-T1
OG0003809	GBNWU_004217-T1	GBNWW_004456-T1
OG0003810	GBNWU_004218-T1	GBNWW_004455-T1
OG0003811	GBNWU_004222-T1	GBNWW_004449-T1
OG0003812	GBNWU_004223-T1	GBNWW_004448-T1
OG0003813	GBNWU_004224-T1	GBNWW_004447-T1
OG0003814	GBNWU_004225-T1	GBNWW_004446-T1
OG0003815	GBNWU_004226-T1	GBNWW_004445-T1
OG0003816	GBNWU_004227-T1	GBNWW_004444-T1
OG0003817	GBNWU_004228-T1	GBNWW_004443-T1
OG0003818	GBNWU_004230-T1	GBNWW_004441-T1
OG0003819	GBNWU_004232-T1	GBNWW_004439-T1
OG0003820	GBNWU_004233-T1	GBNWW_004438-T1
OG0003821	GBNWU_004234-T1	GBNWW_004437-T1
OG0003822	GBNWU_004235-T1	GBNWW_004436-T1
OG0003823	GBNWU_004236-T1	GBNWW_003145-T1
OG0003824	GBNWU_004237-T1	GBNWW_003147-T1
OG0003825	GBNWU_004238-T1	GBNWW_003148-T1
OG0003826	GBNWU_004239-T1	GBNWW_003149-T1
OG0003827	GBNWU_004240-T1	GBNWW_003150-T1
OG0003828	GBNWU_004242-T1	GBNWW_006842-T1
OG0003829	GBNWU_004243-T1	GBNWW_006841-T1
OG0003830	GBNWU_004245-T1	GBNWW_006839-T1
OG0003831	GBNWU_004246-T1	GBNWW_006838-T1
OG0003832	GBNWU_004248-T1	GBNWW_006837-T1
OG0003833	GBNWU_004249-T1	GBNWW_006836-T1
OG0003834	GBNWU_004250-T1	GBNWW_001200-T1
OG0003835	GBNWU_004253-T1	GBNWW_001196-T1
OG0003836	GBNWU_004254-T1	GBNWW_001195-T1
OG0003837	GBNWU_004256-T1	GBNWW_001193-T1
OG0003838	GBNWU_004257-T1	GBNWW_001192-T1
OG0003839	GBNWU_004258-T1	GBNWW_001190-T1
OG0003840	GBNWU_004259-T1	GBNWW_001189-T1
OG0003841	GBNWU_004260-T1	GBNWW_001188-T1
OG0003842	GBNWU_004265-T1	GBNWW_004723-T1
OG0003843	GBNWU_004266-T1	GBNWW_004722-T1
OG0003844	GBNWU_004267-T1	GBNWW_004721-T1
OG0003845	GBNWU_004268-T1	GBNWW_004720-T1
OG0003846	GBNWU_004269-T1	GBNWW_004719-T1
OG0003847	GBNWU_004270-T1	GBNWW_004718-T1
OG0003848	GBNWU_004271-T1	GBNWW_004717-T1
OG0003849	GBNWU_004274-T1	GBNWW_004716-T1
OG0003850	GBNWU_004276-T1	GBNWW_004714-T1
OG0003851	GBNWU_004280-T1	GBNWW_004710-T1
OG0003852	GBNWU_004281-T1	GBNWW_004709-T1
OG0003853	GBNWU_004294-T1	GBNWW_006866-T1
OG0003854	GBNWU_004295-T1	GBNWW_005286-T1
OG0003855	GBNWU_004296-T1	GBNWW_005287-T1
OG0003856	GBNWU_004297-T1	GBNWW_005288-T1
OG0003857	GBNWU_004298-T1	GBNWW_005289-T1
OG0003858	GBNWU_004299-T1	GBNWW_005290-T1
OG0003859	GBNWU_004302-T1	GBNWW_005294-T1
OG0003860	GBNWU_004303-T1	GBNWW_005295-T1
OG0003861	GBNWU_004305-T1	GBNWW_008763-T1
OG0003862	GBNWU_004307-T1	GBNWW_002723-T1
OG0003863	GBNWU_004308-T1	GBNWW_002722-T1
OG0003864	GBNWU_004309-T1	GBNWW_002721-T1
OG0003865	GBNWU_004310-T1	GBNWW_002720-T1
OG0003866	GBNWU_004311-T1	GBNWW_002718-T1
OG0003867	GBNWU_004313-T1	GBNWW_002716-T1
OG0003868	GBNWU_004314-T1	GBNWW_002715-T1
OG0003869	GBNWU_004315-T1	GBNWW_002714-T1
OG0003870	GBNWU_004316-T1	GBNWW_002713-T1
OG0003871	GBNWU_004317-T1	GBNWW_002712-T1
OG0003872	GBNWU_004318-T1	GBNWW_002711-T1
OG0003873	GBNWU_004319-T1	GBNWW_002710-T1
OG0003874	GBNWU_004320-T1	GBNWW_003117-T1
OG0003875	GBNWU_004321-T1	GBNWW_004183-T1
OG0003876	GBNWU_004322-T1	GBNWW_004184-T1
OG0003877	GBNWU_004323-T1	GBNWW_004185-T1
OG0003878	GBNWU_004324-T1	GBNWW_004186-T1
OG0003879	GBNWU_004325-T1	GBNWW_004187-T1
OG0003880	GBNWU_004326-T1	GBNWW_004188-T1
OG0003881	GBNWU_004327-T1	GBNWW_004189-T1
OG0003882	GBNWU_004328-T1	GBNWW_004190-T1
OG0003883	GBNWU_004329-T1	GBNWW_004191-T1
OG0003884	GBNWU_004331-T1	GBNWW_009218-T1
OG0003885	GBNWU_004333-T1	GBNWW_009216-T1
OG0003886	GBNWU_004335-T1	GBNWW_000063-T1
OG0003887	GBNWU_004340-T1	GBNWW_003341-T1
OG0003888	GBNWU_004341-T1	GBNWW_003342-T1
OG0003889	GBNWU_004343-T1	GBNWW_003343-T1
OG0003890	GBNWU_004344-T1	GBNWW_003344-T1
OG0003891	GBNWU_004346-T1	GBNWW_006306-T1
OG0003892	GBNWU_004347-T1	GBNWW_007049-T1
OG0003893	GBNWU_004348-T1	GBNWW_007048-T1
OG0003894	GBNWU_004349-T1	GBNWW_007047-T1
OG0003895	GBNWU_004351-T1	GBNWW_007044-T1
OG0003896	GBNWU_004352-T1	GBNWW_007043-T1
OG0003897	GBNWU_004353-T1	GBNWW_007042-T1
OG0003898	GBNWU_004355-T1	GBNWW_007496-T1
OG0003899	GBNWU_004356-T1	GBNWW_007497-T1
OG0003900	GBNWU_004357-T1	GBNWW_007498-T1
OG0003901	GBNWU_004358-T1	GBNWW_007499-T1
OG0003902	GBNWU_004362-T1	GBNWW_002301-T1
OG0003903	GBNWU_004363-T1	GBNWW_002300-T1
OG0003904	GBNWU_004365-T1	GBNWW_002297-T1
OG0003905	GBNWU_004367-T1	GBNWW_002294-T1
OG0003906	GBNWU_004370-T1	GBNWW_002293-T1
OG0003907	GBNWU_004371-T1	GBNWW_001913-T1
OG0003908	GBNWU_004373-T1	GBNWW_001914-T1
OG0003909	GBNWU_004374-T1	GBNWW_001915-T1
OG0003910	GBNWU_004375-T1	GBNWW_001916-T1
OG0003911	GBNWU_004376-T1	GBNWW_001917-T1
OG0003912	GBNWU_004377-T1	GBNWW_001918-T1
OG0003913	GBNWU_004378-T1	GBNWW_001919-T1
OG0003914	GBNWU_004379-T1	GBNWW_001920-T1
OG0003915	GBNWU_004380-T1	GBNWW_001921-T1
OG0003916	GBNWU_004381-T1	GBNWW_001922-T1
OG0003917	GBNWU_004382-T1	GBNWW_001923-T1
OG0003918	GBNWU_004383-T1	GBNWW_001924-T1
OG0003919	GBNWU_004384-T1	GBNWW_001925-T1
OG0003920	GBNWU_004385-T1	GBNWW_001926-T1
OG0003921	GBNWU_004389-T1	GBNWW_008921-T1
OG0003922	GBNWU_004390-T1	GBNWW_008920-T1
OG0003923	GBNWU_004392-T1	GBNWW_007425-T1
OG0003924	GBNWU_004393-T1	GBNWW_007426-T1
OG0003925	GBNWU_004394-T1	GBNWW_007427-T1
OG0003926	GBNWU_004395-T1	GBNWW_007428-T1
OG0003927	GBNWU_004396-T1	GBNWW_005525-T1
OG0003928	GBNWU_004399-T1	GBNWW_005524-T1
OG0003929	GBNWU_004401-T1	GBNWW_005522-T1
OG0003930	GBNWU_004402-T1	GBNWW_005521-T1
OG0003931	GBNWU_004404-T1	GBNWW_005519-T1
OG0003932	GBNWU_004405-T1	GBNWW_008713-T1
OG0003933	GBNWU_004406-T1	GBNWW_008714-T1
OG0003934	GBNWU_004407-T1	GBNWW_009656-T1
OG0003935	GBNWU_004410-T1	GBNWW_009659-T1
OG0003936	GBNWU_004411-T1	GBNWW_009660-T1
OG0003937	GBNWU_004412-T1	GBNWW_009661-T1
OG0003938	GBNWU_004414-T1	GBNWW_009662-T1
OG0003939	GBNWU_004415-T1	GBNWW_009663-T1
OG0003940	GBNWU_004416-T1	GBNWW_009664-T1
OG0003941	GBNWU_004417-T1	GBNWW_009665-T1
OG0003942	GBNWU_004418-T1	GBNWW_009666-T1
OG0003943	GBNWU_004419-T1	GBNWW_009667-T1
OG0003944	GBNWU_004421-T1	GBNWW_009669-T1
OG0003945	GBNWU_004422-T1	GBNWW_009670-T1
OG0003946	GBNWU_004423-T1	GBNWW_009671-T1
OG0003947	GBNWU_004425-T1	GBNWW_009673-T1
OG0003948	GBNWU_004427-T1	GBNWW_009675-T1
OG0003949	GBNWU_004430-T1	GBNWW_002396-T1
OG0003950	GBNWU_004431-T1	GBNWW_002395-T1
OG0003951	GBNWU_004433-T1	GBNWW_002305-T1
OG0003952	GBNWU_004434-T1	GBNWW_002306-T1
OG0003953	GBNWU_004437-T1	GBNWW_002309-T1
OG0003954	GBNWU_004438-T1	GBNWW_002310-T1
OG0003955	GBNWU_004439-T1	GBNWW_002311-T1
OG0003956	GBNWU_004441-T1	GBNWW_002313-T1
OG0003957	GBNWU_004442-T1	GBNWW_002314-T1
OG0003958	GBNWU_004444-T1	GBNWW_003075-T1
OG0003959	GBNWU_004445-T1	GBNWW_003076-T1
OG0003960	GBNWU_004446-T1	GBNWW_003077-T1
OG0003961	GBNWU_004447-T1	GBNWW_003078-T1
OG0003962	GBNWU_004448-T1	GBNWW_003079-T1
OG0003963	GBNWU_004449-T1	GBNWW_003080-T1
OG0003964	GBNWU_004451-T1	GBNWW_003082-T1
OG0003965	GBNWU_004452-T1	GBNWW_003083-T1
OG0003966	GBNWU_004456-T1	GBNWW_000146-T1
OG0003967	GBNWU_004457-T1	GBNWW_000145-T1
OG0003968	GBNWU_004462-T1	GBNWW_002335-T1
OG0003969	GBNWU_004463-T1	GBNWW_002336-T1
OG0003970	GBNWU_004464-T1	GBNWW_002337-T1
OG0003971	GBNWU_004465-T1	GBNWW_002338-T1
OG0003972	GBNWU_004466-T1	GBNWW_002340-T1
OG0003973	GBNWU_004470-T1	GBNWW_000591-T1
OG0003974	GBNWU_004471-T1	GBNWW_000592-T1
OG0003975	GBNWU_004472-T1	GBNWW_000593-T1
OG0003976	GBNWU_004473-T1	GBNWW_000594-T1
OG0003977	GBNWU_004474-T1	GBNWW_000595-T1
OG0003978	GBNWU_004475-T1	GBNWW_000596-T1
OG0003979	GBNWU_004479-T1	GBNWW_000599-T1
OG0003980	GBNWU_004480-T1	GBNWW_000600-T1
OG0003981	GBNWU_004481-T1	GBNWW_000601-T1
OG0003982	GBNWU_004482-T1	GBNWW_000602-T1
OG0003983	GBNWU_004484-T1	GBNWW_009463-T1
OG0003984	GBNWU_004485-T1	GBNWW_009464-T1
OG0003985	GBNWU_004486-T1	GBNWW_009465-T1
OG0003986	GBNWU_004487-T1	GBNWW_009466-T1
OG0003987	GBNWU_004490-T1	GBNWW_009469-T1
OG0003988	GBNWU_004491-T1	GBNWW_009470-T1
OG0003989	GBNWU_004495-T1	GBNWW_003162-T1
OG0003990	GBNWU_004496-T1	GBNWW_003161-T1
OG0003991	GBNWU_004499-T1	GBNWW_003160-T1
OG0003992	GBNWU_004500-T1	GBNWW_003159-T1
OG0003993	GBNWU_004501-T1	GBNWW_003158-T1
OG0003994	GBNWU_004506-T1	GBNWW_005490-T1
OG0003995	GBNWU_004509-T1	GBNWW_005487-T1
OG0003996	GBNWU_004510-T1	GBNWW_005486-T1
OG0003997	GBNWU_004511-T1	GBNWW_001382-T1
OG0003998	GBNWU_004512-T1	GBNWW_001383-T1
OG0003999	GBNWU_004513-T1	GBNWW_001384-T1
OG0004000	GBNWU_004514-T1	GBNWW_001385-T1
OG0004001	GBNWU_004515-T1	GBNWW_008211-T1
OG0004002	GBNWU_004516-T1	GBNWW_008210-T1
OG0004003	GBNWU_004518-T1	GBNWW_007480-T1
OG0004004	GBNWU_004519-T1	GBNWW_007154-T1
OG0004005	GBNWU_004520-T1	GBNWW_007153-T1
OG0004006	GBNWU_004523-T1	GBNWW_007149-T1
OG0004007	GBNWU_004524-T1	GBNWW_007906-T1
OG0004008	GBNWU_004525-T1	GBNWW_007905-T1
OG0004009	GBNWU_004526-T1	GBNWW_007904-T1
OG0004010	GBNWU_004527-T1	GBNWW_002333-T1
OG0004011	GBNWU_004531-T1	GBNWW_001252-T1
OG0004012	GBNWU_004532-T1	GBNWW_001253-T1
OG0004013	GBNWU_004533-T1	GBNWW_001254-T1
OG0004014	GBNWU_004534-T1	GBNWW_001255-T1
OG0004015	GBNWU_004537-T1	GBNWW_006056-T1
OG0004016	GBNWU_004539-T1	GBNWW_007690-T1
OG0004017	GBNWU_004540-T1	GBNWW_007691-T1
OG0004018	GBNWU_004542-T1	GBNWW_006818-T1
OG0004019	GBNWU_004543-T1	GBNWW_006819-T1
OG0004020	GBNWU_004544-T1	GBNWW_006820-T1
OG0004021	GBNWU_004545-T1	GBNWW_006821-T1
OG0004022	GBNWU_004546-T1	GBNWW_006822-T1
OG0004023	GBNWU_004547-T1	GBNWW_006823-T1
OG0004024	GBNWU_004548-T1	GBNWW_006824-T1
OG0004025	GBNWU_004549-T1	GBNWW_006825-T1
OG0004026	GBNWU_004550-T1	GBNWW_006826-T1
OG0004027	GBNWU_004551-T1	GBNWW_003620-T1
OG0004028	GBNWU_004552-T1	GBNWW_003617-T1
OG0004029	GBNWU_004554-T1	GBNWW_003616-T1
OG0004030	GBNWU_004555-T1	GBNWW_003615-T1
OG0004031	GBNWU_004556-T1	GBNWW_003614-T1
OG0004032	GBNWU_004558-T1	GBNWW_003611-T1
OG0004033	GBNWU_004561-T1	GBNWW_001312-T1
OG0004034	GBNWU_004562-T1	GBNWW_001311-T1
OG0004035	GBNWU_004563-T1	GBNWW_001310-T1
