	Pilaira_anomala_RSA_1997_Plus.aa	Pilaira_anomala_RSA_1998-.aa
OG0009563		GBNWT_003697-T1
OG0009564		GBNWT_003700-T1
OG0009565		GBNWT_003701-T1
OG0009566		GBNWT_003709-T1
OG0009567		GBNWT_003710-T1
OG0009568		GBNWT_003711-T1
OG0009569		GBNWT_003712-T1
OG0009570		GBNWT_003713-T1
OG0009571		GBNWT_003714-T1
OG0009572		GBNWT_003715-T1
OG0009573		GBNWT_003716-T1
OG0009574		GBNWT_003717-T1
OG0009575		GBNWT_003726-T1
OG0009576		GBNWT_003727-T1
OG0009577		GBNWT_003728-T1
OG0009578		GBNWT_003729-T1
OG0009579		GBNWT_003730-T1
OG0009580		GBNWT_003731-T1
OG0009581		GBNWT_003734-T1
OG0009582		GBNWT_003735-T1
OG0009583		GBNWT_003743-T1
OG0009584		GBNWT_003744-T1
OG0009585		GBNWT_003745-T1
OG0009586		GBNWT_003749-T1
OG0009587		GBNWT_003750-T1
OG0009588		GBNWT_003751-T1
OG0009589		GBNWT_003752-T1
OG0009590		GBNWT_003753-T1
OG0009591		GBNWT_003755-T1
OG0009592		GBNWT_003757-T1
OG0009593		GBNWT_003766-T1
OG0009594		GBNWT_003767-T1
OG0009595		GBNWT_003770-T1
OG0009596		GBNWT_003773-T1
OG0009597		GBNWT_003782-T1
OG0009598		GBNWT_003783-T1
OG0009599		GBNWT_003784-T1
OG0009600		GBNWT_003789-T1
OG0009601		GBNWT_003797-T1
OG0009602		GBNWT_003798-T1
OG0009603		GBNWT_003801-T1
OG0009604		GBNWT_003802-T1
OG0009605		GBNWT_003805-T1
OG0009606		GBNWT_003816-T1
OG0009607		GBNWT_003817-T1
OG0009608		GBNWT_003820-T1
OG0009609		GBNWT_003821-T1
OG0009610		GBNWT_003822-T1
OG0009611		GBNWT_003823-T1
OG0009612		GBNWT_003824-T1
OG0009613		GBNWT_003825-T1
OG0009614		GBNWT_003827-T1
OG0009615		GBNWT_003829-T1
OG0009616		GBNWT_003830-T1
OG0009617		GBNWT_003831-T1
OG0009618		GBNWT_003832-T1
OG0009619		GBNWT_003834-T1
OG0009620		GBNWT_003835-T1
OG0009621		GBNWT_003836-T1
OG0009622		GBNWT_003837-T1
OG0009623		GBNWT_003838-T1
OG0009624		GBNWT_003839-T1
OG0009625		GBNWT_003840-T1
OG0009626		GBNWT_003841-T1
OG0009627		GBNWT_003842-T1
OG0009628		GBNWT_003845-T1
OG0009629		GBNWT_003848-T1
OG0009630		GBNWT_003850-T1
OG0009631		GBNWT_003851-T1
OG0009632		GBNWT_003852-T1
OG0009633		GBNWT_003853-T1
OG0009634		GBNWT_003854-T1
OG0009635		GBNWT_003855-T1
OG0009636		GBNWT_003857-T1
OG0009637		GBNWT_003858-T1
OG0009638		GBNWT_003861-T1
OG0009639		GBNWT_003866-T1
OG0009640		GBNWT_003867-T1
OG0009641		GBNWT_003868-T1
OG0009642		GBNWT_003869-T1
OG0009643		GBNWT_003871-T1
OG0009644		GBNWT_003875-T1
OG0009645		GBNWT_003882-T1
OG0009646		GBNWT_003886-T1
OG0009647		GBNWT_003888-T1
OG0009648		GBNWT_003893-T1
OG0009649		GBNWT_003894-T1
OG0009650		GBNWT_003896-T1
OG0009651		GBNWT_003906-T1
OG0009652		GBNWT_003907-T1
OG0009653		GBNWT_003908-T1
OG0009654		GBNWT_003919-T1
OG0009655		GBNWT_003920-T1
OG0009656		GBNWT_003921-T1
OG0009657		GBNWT_003922-T1
OG0009658		GBNWT_003923-T1
OG0009659		GBNWT_003934-T1
OG0009660		GBNWT_003935-T1
OG0009661		GBNWT_003938-T1
OG0009662		GBNWT_003939-T1
OG0009663		GBNWT_003940-T1
OG0009664		GBNWT_003941-T1
OG0009665		GBNWT_003942-T1
OG0009666		GBNWT_003943-T1
OG0009667		GBNWT_003944-T1
OG0009668		GBNWT_003945-T1
OG0009669		GBNWT_003949-T1
OG0009670		GBNWT_003950-T1
OG0009671		GBNWT_003956-T1
OG0009672		GBNWT_003957-T1
OG0009673		GBNWT_003959-T1
OG0009674		GBNWT_003961-T1
OG0009675		GBNWT_003962-T1
OG0009676		GBNWT_003963-T1
OG0009677		GBNWT_003964-T1
OG0009678		GBNWT_003968-T1
OG0009679		GBNWT_003970-T1
OG0009680		GBNWT_003971-T1
OG0009681		GBNWT_003974-T1
OG0009682		GBNWT_003976-T1
OG0009683		GBNWT_003977-T1
OG0009684		GBNWT_003984-T1
OG0009685		GBNWT_003985-T1
OG0009686		GBNWT_003986-T1
OG0009687		GBNWT_003989-T1
OG0009688		GBNWT_003990-T1
OG0009689		GBNWT_003991-T1
OG0009690		GBNWT_003992-T1
OG0009691		GBNWT_003993-T1
OG0009692		GBNWT_003996-T1
OG0009693		GBNWT_004006-T1
OG0009694		GBNWT_004007-T1
OG0009695		GBNWT_004008-T1
OG0009696		GBNWT_004009-T1
OG0009697		GBNWT_004011-T1
OG0009698		GBNWT_004015-T1
OG0009699		GBNWT_004021-T1
OG0009700		GBNWT_004028-T1
OG0009701		GBNWT_004029-T1
OG0009702		GBNWT_004030-T1
OG0009703		GBNWT_004032-T1
OG0009704		GBNWT_004033-T1
OG0009705		GBNWT_004034-T1
OG0009706		GBNWT_004036-T1
OG0009707		GBNWT_004037-T1
OG0009708		GBNWT_004040-T1
OG0009709		GBNWT_004042-T1
OG0009710		GBNWT_004047-T1
OG0009711		GBNWT_004048-T1
OG0009712		GBNWT_004049-T1
OG0009713		GBNWT_004050-T1
OG0009714		GBNWT_004051-T1
OG0009715		GBNWT_004052-T1
OG0009716		GBNWT_004053-T1
OG0009717		GBNWT_004054-T1
OG0009718		GBNWT_004055-T1
OG0009719		GBNWT_004056-T1
OG0009720		GBNWT_004058-T1
OG0009721		GBNWT_004059-T1
OG0009722		GBNWT_004060-T1
OG0009723		GBNWT_004061-T1
OG0009724		GBNWT_004071-T1
OG0009725		GBNWT_004072-T1
OG0009726		GBNWT_004073-T1
OG0009727		GBNWT_004074-T1
OG0009728		GBNWT_004076-T1
OG0009729		GBNWT_004084-T1
OG0009730		GBNWT_004085-T1
OG0009731		GBNWT_004087-T1
OG0009732		GBNWT_004090-T1
OG0009733		GBNWT_004091-T1
OG0009734		GBNWT_004100-T1
OG0009735		GBNWT_004101-T1
OG0009736		GBNWT_004103-T1
OG0009737		GBNWT_004104-T1
OG0009738		GBNWT_004105-T1
OG0009739		GBNWT_004106-T1
OG0009740		GBNWT_004108-T1
OG0009741		GBNWT_004109-T1
OG0009742		GBNWT_004115-T1
OG0009743		GBNWT_004118-T1
OG0009744		GBNWT_004120-T1
OG0009745		GBNWT_004121-T1
OG0009746		GBNWT_004128-T1
OG0009747		GBNWT_004133-T1
OG0009748		GBNWT_004135-T1
OG0009749		GBNWT_004136-T1
OG0009750		GBNWT_004138-T1
OG0009751		GBNWT_004139-T1
OG0009752		GBNWT_004144-T1
OG0009753		GBNWT_004146-T1
OG0009754		GBNWT_004147-T1
OG0009755		GBNWT_004153-T1
OG0009756		GBNWT_004156-T1
OG0009757		GBNWT_004157-T1
OG0009758		GBNWT_004158-T1
OG0009759		GBNWT_004159-T1
OG0009760		GBNWT_004160-T1
OG0009761		GBNWT_004163-T1
OG0009762		GBNWT_004165-T1
OG0009763		GBNWT_004170-T1
OG0009764		GBNWT_004171-T1
OG0009765		GBNWT_004172-T1
OG0009766		GBNWT_004173-T1
OG0009767		GBNWT_004174-T1
OG0009768		GBNWT_004175-T1
OG0009769		GBNWT_004176-T1
OG0009770		GBNWT_004177-T1
OG0009771		GBNWT_004178-T1
OG0009772		GBNWT_004181-T1
OG0009773		GBNWT_004187-T1
OG0009774		GBNWT_004189-T1
OG0009775		GBNWT_004195-T1
OG0009776		GBNWT_004198-T1
OG0009777		GBNWT_004201-T1
OG0009778		GBNWT_004203-T1
OG0009779		GBNWT_004204-T1
OG0009780		GBNWT_004205-T1
OG0009781		GBNWT_004214-T1
OG0009782		GBNWT_004215-T1
OG0009783		GBNWT_004216-T1
OG0009784		GBNWT_004218-T1
OG0009785		GBNWT_004219-T1
OG0009786		GBNWT_004222-T1
OG0009787		GBNWT_004230-T1
OG0009788		GBNWT_004231-T1
OG0009789		GBNWT_004233-T1
OG0009790		GBNWT_004238-T1
OG0009791		GBNWT_004240-T1
OG0009792		GBNWT_004241-T1
OG0009793		GBNWT_004242-T1
OG0009794		GBNWT_004243-T1
OG0009795		GBNWT_004244-T1
OG0009796		GBNWT_004247-T1
OG0009797		GBNWT_004253-T1
OG0009798		GBNWT_004255-T1
OG0009799		GBNWT_004257-T1
OG0009800		GBNWT_004260-T1
OG0009801		GBNWT_004267-T1
OG0009802		GBNWT_004268-T1
OG0009803		GBNWT_004269-T1
OG0009804		GBNWT_004270-T1
OG0009805		GBNWT_004271-T1
OG0009806		GBNWT_004282-T1
OG0009807		GBNWT_004283-T1
OG0009808		GBNWT_004284-T1
OG0009809		GBNWT_004285-T1
OG0009810		GBNWT_004287-T1
OG0009811		GBNWT_004295-T1
OG0009812		GBNWT_004297-T1
OG0009813		GBNWT_004300-T1
OG0009814		GBNWT_004301-T1
OG0009815		GBNWT_004302-T1
OG0009816		GBNWT_004303-T1
OG0009817		GBNWT_004304-T1
OG0009818		GBNWT_004309-T1
OG0009819		GBNWT_004310-T1
OG0009820		GBNWT_004314-T1
OG0009821		GBNWT_004315-T1
OG0009822		GBNWT_004317-T1
OG0009823		GBNWT_004318-T1
OG0009824		GBNWT_004330-T1
OG0009825		GBNWT_004331-T1
OG0009826		GBNWT_004332-T1
OG0009827		GBNWT_004333-T1
OG0009828		GBNWT_004334-T1
OG0009829		GBNWT_004336-T1
OG0009830		GBNWT_004338-T1
OG0009831		GBNWT_004343-T1
OG0009832		GBNWT_004344-T1
OG0009833		GBNWT_004346-T1
OG0009834		GBNWT_004347-T1
OG0009835		GBNWT_004349-T1
OG0009836		GBNWT_004350-T1
OG0009837		GBNWT_004351-T1
OG0009838		GBNWT_004352-T1
OG0009839		GBNWT_004358-T1
OG0009840		GBNWT_004359-T1
OG0009841		GBNWT_004363-T1
OG0009842		GBNWT_004364-T1
OG0009843		GBNWT_004365-T1
OG0009844		GBNWT_004366-T1
OG0009845		GBNWT_004367-T1
OG0009846		GBNWT_004368-T1
OG0009847		GBNWT_004369-T1
OG0009848		GBNWT_004370-T1
OG0009849		GBNWT_004373-T1
OG0009850		GBNWT_004375-T1
OG0009851		GBNWT_004378-T1
OG0009852		GBNWT_004381-T1
OG0009853		GBNWT_004388-T1
OG0009854		GBNWT_004389-T1
OG0009855		GBNWT_004393-T1
OG0009856		GBNWT_004394-T1
OG0009857		GBNWT_004403-T1
OG0009858		GBNWT_004404-T1
OG0009859		GBNWT_004405-T1
OG0009860		GBNWT_004406-T1
OG0009861		GBNWT_004415-T1
OG0009862		GBNWT_004416-T1
OG0009863		GBNWT_004418-T1
OG0009864		GBNWT_004420-T1
OG0009865		GBNWT_004421-T1
OG0009866		GBNWT_004424-T1
OG0009867		GBNWT_004426-T1
OG0009868		GBNWT_004430-T1
OG0009869		GBNWT_004431-T1
OG0009870		GBNWT_004435-T1
OG0009871		GBNWT_004437-T1
OG0009872		GBNWT_004439-T1
OG0009873		GBNWT_004440-T1
OG0009874		GBNWT_004441-T1
OG0009875		GBNWT_004442-T1
OG0009876		GBNWT_004443-T1
OG0009877		GBNWT_004444-T1
OG0009878		GBNWT_004445-T1
OG0009879		GBNWT_004449-T1
OG0009880		GBNWT_004453-T1
OG0009881		GBNWT_004454-T1
OG0009882		GBNWT_004457-T1
OG0009883		GBNWT_004462-T1
OG0009884		GBNWT_004466-T1
OG0009885		GBNWT_004467-T1
OG0009886		GBNWT_004469-T1
OG0009887		GBNWT_004477-T1
OG0009888		GBNWT_004481-T1
OG0009889		GBNWT_004482-T1
OG0009890		GBNWT_004484-T1
OG0009891		GBNWT_004485-T1
OG0009892		GBNWT_004486-T1
OG0009893		GBNWT_004495-T1
OG0009894		GBNWT_004496-T1
OG0009895		GBNWT_004497-T1
OG0009896		GBNWT_004498-T1
OG0009897		GBNWT_004503-T1
OG0009898		GBNWT_004513-T1
OG0009899		GBNWT_004514-T1
OG0009900		GBNWT_004515-T1
OG0009901		GBNWT_004517-T1
OG0009902		GBNWT_004518-T1
OG0009903		GBNWT_004523-T1
OG0009904		GBNWT_004525-T1
OG0009905		GBNWT_004526-T1
OG0009906		GBNWT_004528-T1
OG0009907		GBNWT_004530-T1
OG0009908		GBNWT_004531-T1
OG0009909		GBNWT_004532-T1
OG0009910		GBNWT_004534-T1
OG0009911		GBNWT_004536-T1
OG0009912		GBNWT_004538-T1
OG0009913		GBNWT_004539-T1
OG0009914		GBNWT_004547-T1
OG0009915		GBNWT_004550-T1
OG0009916		GBNWT_004551-T1
OG0009917		GBNWT_004552-T1
OG0009918		GBNWT_004554-T1
OG0009919		GBNWT_004555-T1
OG0009920		GBNWT_004557-T1
OG0009921		GBNWT_004560-T1
OG0009922		GBNWT_004563-T1
OG0009923		GBNWT_004564-T1
OG0009924		GBNWT_004566-T1
OG0009925		GBNWT_004568-T1
OG0009926		GBNWT_004569-T1
OG0009927		GBNWT_004572-T1
OG0009928		GBNWT_004573-T1
OG0009929		GBNWT_004575-T1
OG0009930		GBNWT_004576-T1
OG0009931		GBNWT_004577-T1
OG0009932		GBNWT_004579-T1
OG0009933		GBNWT_004590-T1
OG0009934		GBNWT_004591-T1
OG0009935		GBNWT_004592-T1
OG0009936		GBNWT_004596-T1
OG0009937		GBNWT_004600-T1
OG0009938		GBNWT_004602-T1
OG0009939		GBNWT_004604-T1
OG0009940		GBNWT_004605-T1
OG0009941		GBNWT_004607-T1
OG0009942		GBNWT_004608-T1
OG0009943		GBNWT_004613-T1
OG0009944		GBNWT_004617-T1
OG0009945		GBNWT_004619-T1
OG0009946		GBNWT_004620-T1
OG0009947		GBNWT_004628-T1
OG0009948		GBNWT_004633-T1
OG0009949		GBNWT_004636-T1
OG0009950		GBNWT_004638-T1
OG0009951		GBNWT_004639-T1
OG0009952		GBNWT_004648-T1
OG0009953		GBNWT_004649-T1
OG0009954		GBNWT_004654-T1
OG0009955		GBNWT_004655-T1
OG0009956		GBNWT_004656-T1
OG0009957		GBNWT_004657-T1
OG0009958		GBNWT_004658-T1
OG0009959		GBNWT_004660-T1
OG0009960		GBNWT_004661-T1
OG0009961		GBNWT_004663-T1
OG0009962		GBNWT_004668-T1
OG0009963		GBNWT_004669-T1
OG0009964		GBNWT_004672-T1
OG0009965		GBNWT_004685-T1
OG0009966		GBNWT_004686-T1
OG0009967		GBNWT_004687-T1
OG0009968		GBNWT_004688-T1
OG0009969		GBNWT_004689-T1
OG0009970		GBNWT_004690-T1
OG0009971		GBNWT_004691-T1
OG0009972		GBNWT_004692-T1
OG0009973		GBNWT_004696-T1
OG0009974		GBNWT_004697-T1
OG0009975		GBNWT_004698-T1
OG0009976		GBNWT_004700-T1
OG0009977		GBNWT_004701-T1
OG0009978		GBNWT_004713-T1
OG0009979		GBNWT_004715-T1
OG0009980		GBNWT_004716-T1
OG0009981		GBNWT_004717-T1
OG0009982		GBNWT_004718-T1
OG0009983		GBNWT_004719-T1
OG0009984		GBNWT_004720-T1
OG0009985		GBNWT_004721-T1
OG0009986		GBNWT_004724-T1
OG0009987		GBNWT_004725-T1
OG0009988		GBNWT_004726-T1
OG0009989		GBNWT_004730-T1
OG0009990		GBNWT_004731-T1
OG0009991		GBNWT_004733-T1
OG0009992		GBNWT_004734-T1
OG0009993		GBNWT_004738-T1
OG0009994		GBNWT_004739-T1
OG0009995		GBNWT_004741-T1
OG0009996		GBNWT_004743-T1
OG0009997		GBNWT_004748-T1
OG0009998		GBNWT_004749-T1
OG0009999		GBNWT_004752-T1
OG0010000		GBNWT_004761-T1
OG0010001		GBNWT_004762-T1
OG0010002		GBNWT_004768-T1
OG0010003		GBNWT_004771-T1
OG0010004		GBNWT_004772-T1
OG0010005		GBNWT_004776-T1
OG0010006		GBNWT_004778-T1
OG0010007		GBNWT_004779-T1
OG0010008		GBNWT_004788-T1
OG0010009		GBNWT_004793-T1
OG0010010		GBNWT_004794-T1
OG0010011		GBNWT_004804-T1
OG0010012		GBNWT_004805-T1
OG0010013		GBNWT_004807-T1
OG0010014		GBNWT_004812-T1
OG0010015		GBNWT_004813-T1
OG0010016		GBNWT_004815-T1
OG0010017		GBNWT_004820-T1
OG0010018		GBNWT_004821-T1
OG0010019		GBNWT_004823-T1
OG0010020		GBNWT_004827-T1
OG0010021		GBNWT_004829-T1
OG0010022		GBNWT_004830-T1
OG0010023		GBNWT_004831-T1
OG0010024		GBNWT_004832-T1
OG0010025		GBNWT_004833-T1
OG0010026		GBNWT_004836-T1
OG0010027		GBNWT_004839-T1
OG0010028		GBNWT_004846-T1
OG0010029		GBNWT_004847-T1
OG0010030		GBNWT_004848-T1
OG0010031		GBNWT_004849-T1
OG0010032		GBNWT_004850-T1
OG0010033		GBNWT_004855-T1
OG0010034		GBNWT_004863-T1
OG0010035		GBNWT_004865-T1
OG0010036		GBNWT_004866-T1
OG0010037		GBNWT_004867-T1
OG0010038		GBNWT_004868-T1
OG0010039		GBNWT_004869-T1
OG0010040		GBNWT_004870-T1
OG0010041		GBNWT_004871-T1
OG0010042		GBNWT_004874-T1
OG0010043		GBNWT_004878-T1
OG0010044		GBNWT_004879-T1
OG0010045		GBNWT_004880-T1
OG0010046		GBNWT_004881-T1
OG0010047		GBNWT_004882-T1
OG0010048		GBNWT_004883-T1
OG0010049		GBNWT_004891-T1
OG0010050		GBNWT_004895-T1
OG0010051		GBNWT_004896-T1
OG0010052		GBNWT_004897-T1
OG0010053		GBNWT_004898-T1
OG0010054		GBNWT_004901-T1
OG0010055		GBNWT_004902-T1
OG0010056		GBNWT_004914-T1
OG0010057		GBNWT_004919-T1
OG0010058		GBNWT_004920-T1
OG0010059		GBNWT_004921-T1
OG0010060		GBNWT_004925-T1
OG0010061		GBNWT_004926-T1
OG0010062		GBNWT_004929-T1
OG0010063		GBNWT_004932-T1
OG0010064		GBNWT_004933-T1
OG0010065		GBNWT_004934-T1
OG0010066		GBNWT_004935-T1
OG0010067		GBNWT_004936-T1
OG0010068		GBNWT_004937-T1
OG0010069		GBNWT_004938-T1
OG0010070		GBNWT_004939-T1
OG0010071		GBNWT_004940-T1
OG0010072		GBNWT_004941-T1
OG0010073		GBNWT_004942-T1
OG0010074		GBNWT_004943-T1
OG0010075		GBNWT_004945-T1
OG0010076		GBNWT_004946-T1
OG0010077		GBNWT_004947-T1
OG0010078		GBNWT_004951-T1
OG0010079		GBNWT_004954-T1
OG0010080		GBNWT_004955-T1
OG0010081		GBNWT_004957-T1
OG0010082		GBNWT_004960-T1
OG0010083		GBNWT_004961-T1
OG0010084		GBNWT_004962-T1
OG0010085		GBNWT_004963-T1
OG0010086		GBNWT_004964-T1
OG0010087		GBNWT_004965-T1
OG0010088		GBNWT_004968-T1
OG0010089		GBNWT_004971-T1
OG0010090		GBNWT_004972-T1
OG0010091		GBNWT_004973-T1
OG0010092		GBNWT_004974-T1
OG0010093		GBNWT_004975-T1
OG0010094		GBNWT_004976-T1
OG0010095		GBNWT_004981-T1
OG0010096		GBNWT_004983-T1
OG0010097		GBNWT_004987-T1
OG0010098		GBNWT_004994-T1
OG0010099		GBNWT_005000-T1
OG0010100		GBNWT_005001-T1
OG0010101		GBNWT_005002-T1
OG0010102		GBNWT_005006-T1
OG0010103		GBNWT_005009-T1
OG0010104		GBNWT_005016-T1
OG0010105		GBNWT_005017-T1
OG0010106		GBNWT_005018-T1
OG0010107		GBNWT_005019-T1
OG0010108		GBNWT_005020-T1
OG0010109		GBNWT_005021-T1
OG0010110		GBNWT_005028-T1
OG0010111		GBNWT_005032-T1
OG0010112		GBNWT_005040-T1
OG0010113		GBNWT_005041-T1
OG0010114		GBNWT_005042-T1
OG0010115		GBNWT_005045-T1
OG0010116		GBNWT_005046-T1
OG0010117		GBNWT_005048-T1
OG0010118		GBNWT_005049-T1
OG0010119		GBNWT_005050-T1
OG0010120		GBNWT_005051-T1
OG0010121		GBNWT_005054-T1
OG0010122		GBNWT_005058-T1
OG0010123		GBNWT_005059-T1
OG0010124		GBNWT_005060-T1
OG0010125		GBNWT_005061-T1
OG0010126		GBNWT_005062-T1
OG0010127		GBNWT_005065-T1
OG0010128		GBNWT_005067-T1
OG0010129		GBNWT_005073-T1
OG0010130		GBNWT_005078-T1
OG0010131		GBNWT_005079-T1
OG0010132		GBNWT_005080-T1
OG0010133		GBNWT_005091-T1
OG0010134		GBNWT_005092-T1
OG0010135		GBNWT_005093-T1
OG0010136		GBNWT_005104-T1
OG0010137		GBNWT_005105-T1
OG0010138		GBNWT_005106-T1
OG0010139		GBNWT_005107-T1
OG0010140		GBNWT_005108-T1
OG0010141		GBNWT_005109-T1
OG0010142		GBNWT_005111-T1
OG0010143		GBNWT_005113-T1
OG0010144		GBNWT_005117-T1
OG0010145		GBNWT_005118-T1
OG0010146		GBNWT_005119-T1
OG0010147		GBNWT_005120-T1
OG0010148		GBNWT_005121-T1
OG0010149		GBNWT_005123-T1
OG0010150		GBNWT_005124-T1
OG0010151		GBNWT_005125-T1
OG0010152		GBNWT_005127-T1
OG0010153		GBNWT_005128-T1
OG0010154		GBNWT_005130-T1
OG0010155		GBNWT_005137-T1
OG0010156		GBNWT_005139-T1
OG0010157		GBNWT_005140-T1
OG0010158		GBNWT_005143-T1
OG0010159		GBNWT_005145-T1
OG0010160		GBNWT_005152-T1
OG0010161		GBNWT_005153-T1
OG0010162		GBNWT_005155-T1
OG0010163		GBNWT_005159-T1
OG0010164		GBNWT_005172-T1
OG0010165		GBNWT_005176-T1
OG0010166		GBNWT_005177-T1
OG0010167		GBNWT_005179-T1
OG0010168		GBNWT_005182-T1
OG0010169		GBNWT_005185-T1
OG0010170		GBNWT_005193-T1
OG0010171		GBNWT_005194-T1
OG0010172		GBNWT_005196-T1
OG0010173		GBNWT_005197-T1
OG0010174		GBNWT_005200-T1
OG0010175		GBNWT_005205-T1
OG0010176		GBNWT_005208-T1
OG0010177		GBNWT_005209-T1
OG0010178		GBNWT_005210-T1
OG0010179		GBNWT_005212-T1
OG0010180		GBNWT_005216-T1
OG0010181		GBNWT_005219-T1
OG0010182		GBNWT_005220-T1
OG0010183		GBNWT_005221-T1
OG0010184		GBNWT_005224-T1
OG0010185		GBNWT_005234-T1
OG0010186		GBNWT_005246-T1
OG0010187		GBNWT_005251-T1
OG0010188		GBNWT_005253-T1
OG0010189		GBNWT_005254-T1
OG0010190		GBNWT_005259-T1
OG0010191		GBNWT_005260-T1
OG0010192		GBNWT_005261-T1
OG0010193		GBNWT_005263-T1
OG0010194		GBNWT_005264-T1
OG0010195		GBNWT_005267-T1
OG0010196		GBNWT_005268-T1
OG0010197		GBNWT_005269-T1
OG0010198		GBNWT_005280-T1
OG0010199		GBNWT_005289-T1
OG0010200		GBNWT_005293-T1
OG0010201		GBNWT_005296-T1
OG0010202		GBNWT_005298-T1
OG0010203		GBNWT_005302-T1
OG0010204		GBNWT_005306-T1
OG0010205		GBNWT_005310-T1
OG0010206		GBNWT_005311-T1
OG0010207		GBNWT_005313-T1
OG0010208		GBNWT_005316-T1
OG0010209		GBNWT_005324-T1
OG0010210		GBNWT_005329-T1
OG0010211		GBNWT_005343-T1
OG0010212		GBNWT_005345-T1
OG0010213		GBNWT_005354-T1
OG0010214		GBNWT_005358-T1
OG0010215		GBNWT_005364-T1
OG0010216		GBNWT_005365-T1
OG0010217		GBNWT_005366-T1
OG0010218		GBNWT_005373-T1
OG0010219		GBNWT_005374-T1
OG0010220		GBNWT_005391-T1
OG0010221		GBNWT_005401-T1
OG0010222		GBNWT_005402-T1
OG0010223		GBNWT_005404-T1
OG0010224		GBNWT_005413-T1
OG0010225		GBNWT_005414-T1
OG0010226		GBNWT_005421-T1
OG0010227		GBNWT_005430-T1
OG0010228		GBNWT_005431-T1
OG0010229		GBNWT_005439-T1
OG0010230		GBNWT_005450-T1
OG0010231		GBNWT_005454-T1
OG0010232		GBNWT_005455-T1
OG0010233		GBNWT_005456-T1
OG0010234		GBNWT_005457-T1
OG0010235		GBNWT_005458-T1
OG0010236		GBNWT_005460-T1
OG0010237		GBNWT_005462-T1
OG0010238		GBNWT_005467-T1
OG0010239		GBNWT_005472-T1
OG0010240		GBNWT_005473-T1
OG0010241		GBNWT_005480-T1
OG0010242		GBNWT_005483-T1
OG0010243		GBNWT_005484-T1
OG0010244		GBNWT_005490-T1
OG0010245		GBNWT_005497-T1
OG0010246		GBNWT_005500-T1
OG0010247		GBNWT_005504-T1
OG0010248		GBNWT_005508-T1
OG0010249		GBNWT_005509-T1
OG0010250		GBNWT_005517-T1
OG0010251		GBNWT_005519-T1
OG0010252		GBNWT_005520-T1
OG0010253		GBNWT_005521-T1
OG0010254		GBNWT_005524-T1
OG0010255		GBNWT_005525-T1
OG0010256		GBNWT_005526-T1
OG0010257		GBNWT_005527-T1
OG0010258		GBNWT_005529-T1
OG0010259		GBNWT_005530-T1
OG0010260		GBNWT_005535-T1
OG0010261		GBNWT_005540-T1
OG0010262		GBNWT_005545-T1
OG0010263		GBNWT_005548-T1
OG0010264		GBNWT_005550-T1
OG0010265		GBNWT_005551-T1
OG0010266		GBNWT_005552-T1
OG0010267		GBNWT_005553-T1
OG0010268		GBNWT_005557-T1
OG0010269		GBNWT_005567-T1
OG0010270		GBNWT_005568-T1
OG0010271		GBNWT_005583-T1
OG0010272		GBNWT_005586-T1
OG0010273		GBNWT_005587-T1
OG0010274		GBNWT_005592-T1
OG0010275		GBNWT_005593-T1
OG0010276		GBNWT_005594-T1
OG0010277		GBNWT_005595-T1
OG0010278		GBNWT_005598-T1
OG0010279		GBNWT_005604-T1
OG0010280		GBNWT_005605-T1
OG0010281		GBNWT_005608-T1
OG0010282		GBNWT_005613-T1
OG0010283		GBNWT_005614-T1
OG0010284		GBNWT_005616-T1
OG0010285		GBNWT_005620-T1
OG0010286		GBNWT_005621-T1
OG0010287		GBNWT_005622-T1
OG0010288		GBNWT_005629-T1
OG0010289		GBNWT_005630-T1
OG0010290		GBNWT_005632-T1
OG0010291		GBNWT_005636-T1
OG0010292		GBNWT_005638-T1
OG0010293		GBNWT_005642-T1
OG0010294		GBNWT_005643-T1
OG0010295		GBNWT_005644-T1
OG0010296		GBNWT_005648-T1
OG0010297		GBNWT_005650-T1
OG0010298		GBNWT_005656-T1
OG0010299		GBNWT_005662-T1
OG0010300		GBNWT_005664-T1
OG0010301		GBNWT_005665-T1
OG0010302		GBNWT_005671-T1
OG0010303		GBNWT_005679-T1
OG0010304		GBNWT_005682-T1
OG0010305		GBNWT_005683-T1
OG0010306		GBNWT_005684-T1
OG0010307		GBNWT_005686-T1
OG0010308		GBNWT_005687-T1
OG0010309		GBNWT_005688-T1
OG0010310		GBNWT_005689-T1
OG0010311		GBNWT_005691-T1
OG0010312		GBNWT_005696-T1
OG0010313		GBNWT_005699-T1
OG0010314		GBNWT_005702-T1
OG0010315		GBNWT_005703-T1
OG0010316		GBNWT_005704-T1
OG0010317		GBNWT_005706-T1
OG0010318		GBNWT_005707-T1
OG0010319		GBNWT_005708-T1
OG0010320		GBNWT_005709-T1
OG0010321		GBNWT_005718-T1
OG0010322		GBNWT_005719-T1
OG0010323		GBNWT_005721-T1
OG0010324		GBNWT_005724-T1
OG0010325		GBNWT_005732-T1
OG0010326		GBNWT_005733-T1
OG0010327		GBNWT_005734-T1
OG0010328		GBNWT_005735-T1
OG0010329		GBNWT_005739-T1
OG0010330		GBNWT_005740-T1
OG0010331		GBNWT_005751-T1
OG0010332		GBNWT_005756-T1
OG0010333		GBNWT_005771-T1
OG0010334		GBNWT_005774-T1
OG0010335		GBNWT_005775-T1
OG0010336		GBNWT_005776-T1
OG0010337		GBNWT_005778-T1
