	Ellisomyces_anomalus_NRRL_2465_Plus-T.aa	Ellisomyces_anomalus_RSA_581-.aa
OG0005163	GBNWX_005450-T1	GBNWY_009403-T1
OG0005164	GBNWX_005452-T1	GBNWY_009011-T1
OG0005165	GBNWX_005453-T1	GBNWY_009010-T1
OG0005166	GBNWX_005454-T1	GBNWY_009009-T1
OG0005167	GBNWX_005455-T1	GBNWY_005409-T1
OG0005168	GBNWX_005456-T1	GBNWY_005408-T1
OG0005169	GBNWX_005457-T1	GBNWY_005407-T1
OG0005170	GBNWX_005458-T1	GBNWY_005406-T1
OG0005171	GBNWX_005459-T1	GBNWY_005405-T1
OG0005172	GBNWX_005465-T1	GBNWY_005399-T1
OG0005173	GBNWX_005467-T1	GBNWY_007299-T1
OG0005174	GBNWX_005468-T1	GBNWY_007298-T1
OG0005175	GBNWX_005469-T1	GBNWY_007297-T1
OG0005176	GBNWX_005470-T1	GBNWY_007296-T1
OG0005177	GBNWX_005471-T1	GBNWY_007295-T1
OG0005178	GBNWX_005473-T1	GBNWY_007293-T1
OG0005179	GBNWX_005474-T1	GBNWY_007292-T1
OG0005180	GBNWX_005476-T1	GBNWY_007290-T1
OG0005181	GBNWX_005480-T1	GBNWY_006055-T1
OG0005182	GBNWX_005481-T1	GBNWY_006056-T1
OG0005183	GBNWX_005483-T1	GBNWY_006058-T1
OG0005184	GBNWX_005484-T1	GBNWY_006059-T1
OG0005185	GBNWX_005485-T1	GBNWY_006061-T1
OG0005186	GBNWX_005486-T1	GBNWY_006062-T1
OG0005187	GBNWX_005488-T1	GBNWY_006064-T1
OG0005188	GBNWX_005489-T1	GBNWY_005386-T1
OG0005189	GBNWX_005490-T1	GBNWY_005387-T1
OG0005190	GBNWX_005491-T1	GBNWY_005388-T1
OG0005191	GBNWX_005492-T1	GBNWY_005389-T1
OG0005192	GBNWX_005493-T1	GBNWY_005390-T1
OG0005193	GBNWX_005496-T1	GBNWY_005393-T1
OG0005194	GBNWX_005497-T1	GBNWY_005394-T1
OG0005195	GBNWX_005498-T1	GBNWY_005395-T1
OG0005196	GBNWX_005499-T1	GBNWY_005396-T1
OG0005197	GBNWX_005500-T1	GBNWY_005397-T1
OG0005198	GBNWX_005501-T1	GBNWY_009414-T1
OG0005199	GBNWX_005502-T1	GBNWY_009415-T1
OG0005200	GBNWX_005503-T1	GBNWY_008836-T1
OG0005201	GBNWX_005505-T1	GBNWY_008838-T1
OG0005202	GBNWX_005506-T1	GBNWY_008839-T1
OG0005203	GBNWX_005507-T1	GBNWY_008840-T1
OG0005204	GBNWX_005509-T1	GBNWY_008842-T1
OG0005205	GBNWX_005510-T1	GBNWY_008843-T1
OG0005206	GBNWX_005515-T1	GBNWY_009039-T1
OG0005207	GBNWX_005518-T1	GBNWY_007958-T1
OG0005208	GBNWX_005519-T1	GBNWY_007959-T1
OG0005209	GBNWX_005522-T1	GBNWY_007964-T1
OG0005210	GBNWX_005523-T1	GBNWY_007965-T1
OG0005211	GBNWX_005525-T1	GBNWY_007967-T1
OG0005212	GBNWX_005526-T1	GBNWY_007968-T1
OG0005213	GBNWX_005527-T1	GBNWY_007969-T1
OG0005214	GBNWX_005528-T1	GBNWY_007970-T1
OG0005215	GBNWX_005529-T1	GBNWY_007971-T1
OG0005216	GBNWX_005530-T1	GBNWY_007972-T1
OG0005217	GBNWX_005531-T1	GBNWY_007973-T1
OG0005218	GBNWX_005533-T1	GBNWY_007975-T1
OG0005219	GBNWX_005534-T1	GBNWY_007976-T1
OG0005220	GBNWX_005536-T1	GBNWY_007978-T1
OG0005221	GBNWX_005538-T1	GBNWY_007980-T1
OG0005222	GBNWX_005540-T1	GBNWY_007982-T1
OG0005223	GBNWX_005541-T1	GBNWY_007983-T1
OG0005224	GBNWX_005542-T1	GBNWY_007984-T1
OG0005225	GBNWX_005543-T1	GBNWY_007985-T1
OG0005226	GBNWX_005544-T1	GBNWY_007986-T1
OG0005227	GBNWX_005545-T1	GBNWY_007987-T1
OG0005228	GBNWX_005546-T1	GBNWY_007988-T1
OG0005229	GBNWX_005547-T1	GBNWY_007989-T1
OG0005230	GBNWX_005548-T1	GBNWY_007990-T1
OG0005231	GBNWX_005549-T1	GBNWY_007991-T1
OG0005232	GBNWX_005550-T1	GBNWY_007992-T1
OG0005233	GBNWX_005551-T1	GBNWY_007993-T1
OG0005234	GBNWX_005552-T1	GBNWY_007994-T1
OG0005235	GBNWX_005553-T1	GBNWY_007995-T1
OG0005236	GBNWX_005554-T1	GBNWY_007996-T1
OG0005237	GBNWX_005555-T1	GBNWY_007997-T1
OG0005238	GBNWX_005556-T1	GBNWY_007998-T1
OG0005239	GBNWX_005557-T1	GBNWY_007999-T1
OG0005240	GBNWX_005558-T1	GBNWY_008000-T1
OG0005241	GBNWX_005561-T1	GBNWY_008003-T1
OG0005242	GBNWX_005564-T1	GBNWY_010719-T1
OG0005243	GBNWX_005566-T1	GBNWY_010721-T1
OG0005244	GBNWX_005568-T1	GBNWY_010723-T1
OG0005245	GBNWX_005569-T1	GBNWY_010724-T1
OG0005246	GBNWX_005570-T1	GBNWY_010725-T1
OG0005247	GBNWX_005573-T1	GBNWY_010728-T1
OG0005248	GBNWX_005574-T1	GBNWY_010729-T1
OG0005249	GBNWX_005575-T1	GBNWY_010730-T1
OG0005250	GBNWX_005576-T1	GBNWY_010731-T1
OG0005251	GBNWX_005577-T1	GBNWY_010732-T1
OG0005252	GBNWX_005578-T1	GBNWY_005686-T1
OG0005253	GBNWX_005579-T1	GBNWY_005685-T1
OG0005254	GBNWX_005580-T1	GBNWY_005684-T1
OG0005255	GBNWX_005581-T1	GBNWY_005682-T1
OG0005256	GBNWX_005582-T1	GBNWY_005681-T1
OG0005257	GBNWX_005585-T1	GBNWY_005678-T1
OG0005258	GBNWX_005586-T1	GBNWY_005677-T1
OG0005259	GBNWX_005587-T1	GBNWY_005676-T1
OG0005260	GBNWX_005588-T1	GBNWY_005674-T1
OG0005261	GBNWX_005589-T1	GBNWY_005673-T1
OG0005262	GBNWX_005591-T1	GBNWY_007109-T1
OG0005263	GBNWX_005592-T1	GBNWY_007108-T1
OG0005264	GBNWX_005593-T1	GBNWY_007107-T1
OG0005265	GBNWX_005594-T1	GBNWY_007106-T1
OG0005266	GBNWX_005598-T1	GBNWY_007104-T1
OG0005267	GBNWX_005599-T1	GBNWY_007103-T1
OG0005268	GBNWX_005600-T1	GBNWY_007102-T1
OG0005269	GBNWX_005602-T1	GBNWY_007101-T1
OG0005270	GBNWX_005603-T1	GBNWY_007100-T1
OG0005271	GBNWX_005605-T1	GBNWY_007098-T1
OG0005272	GBNWX_005609-T1	GBNWY_009452-T1
OG0005273	GBNWX_005611-T1	GBNWY_005444-T1
OG0005274	GBNWX_005612-T1	GBNWY_005443-T1
OG0005275	GBNWX_005613-T1	GBNWY_005442-T1
OG0005276	GBNWX_005614-T1	GBNWY_005441-T1
OG0005277	GBNWX_005615-T1	GBNWY_005440-T1
OG0005278	GBNWX_005617-T1	GBNWY_005438-T1
OG0005279	GBNWX_005618-T1	GBNWY_005437-T1
OG0005280	GBNWX_005621-T1	GBNWY_005434-T1
OG0005281	GBNWX_005622-T1	GBNWY_005433-T1
OG0005282	GBNWX_005623-T1	GBNWY_009177-T1
OG0005283	GBNWX_005625-T1	GBNWY_008260-T1
OG0005284	GBNWX_005626-T1	GBNWY_008259-T1
OG0005285	GBNWX_005627-T1	GBNWY_008258-T1
OG0005286	GBNWX_005628-T1	GBNWY_008257-T1
OG0005287	GBNWX_005629-T1	GBNWY_008256-T1
OG0005288	GBNWX_005631-T1	GBNWY_008254-T1
OG0005289	GBNWX_005633-T1	GBNWY_008252-T1
OG0005290	GBNWX_005634-T1	GBNWY_008251-T1
OG0005291	GBNWX_005635-T1	GBNWY_009239-T1
OG0005292	GBNWX_005636-T1	GBNWY_009240-T1
OG0005293	GBNWX_005637-T1	GBNWY_005482-T1
OG0005294	GBNWX_005638-T1	GBNWY_005481-T1
OG0005295	GBNWX_005639-T1	GBNWY_005480-T1
OG0005296	GBNWX_005640-T1	GBNWY_005479-T1
OG0005297	GBNWX_005641-T1	GBNWY_005478-T1
OG0005298	GBNWX_005642-T1	GBNWY_005477-T1
OG0005299	GBNWX_005643-T1	GBNWY_005476-T1
OG0005300	GBNWX_005645-T1	GBNWY_005474-T1
OG0005301	GBNWX_005646-T1	GBNWY_005473-T1
OG0005302	GBNWX_005647-T1	GBNWY_005472-T1
OG0005303	GBNWX_005648-T1	GBNWY_005471-T1
OG0005304	GBNWX_005650-T1	GBNWY_005493-T1
OG0005305	GBNWX_005651-T1	GBNWY_005492-T1
OG0005306	GBNWX_005653-T1	GBNWY_005490-T1
OG0005307	GBNWX_005654-T1	GBNWY_005489-T1
OG0005308	GBNWX_005655-T1	GBNWY_005488-T1
OG0005309	GBNWX_005656-T1	GBNWY_005487-T1
OG0005310	GBNWX_005657-T1	GBNWY_005486-T1
OG0005311	GBNWX_005659-T1	GBNWY_005484-T1
OG0005312	GBNWX_005660-T1	GBNWY_005483-T1
OG0005313	GBNWX_005661-T1	GBNWY_005636-T1
OG0005314	GBNWX_005662-T1	GBNWY_005635-T1
OG0005315	GBNWX_005663-T1	GBNWY_005634-T1
OG0005316	GBNWX_005664-T1	GBNWY_005633-T1
OG0005317	GBNWX_005665-T1	GBNWY_005632-T1
OG0005318	GBNWX_005666-T1	GBNWY_005631-T1
OG0005319	GBNWX_005667-T1	GBNWY_005630-T1
OG0005320	GBNWX_005668-T1	GBNWY_005629-T1
OG0005321	GBNWX_005669-T1	GBNWY_005628-T1
OG0005322	GBNWX_005670-T1	GBNWY_005627-T1
OG0005323	GBNWX_005671-T1	GBNWY_005626-T1
OG0005324	GBNWX_005672-T1	GBNWY_005625-T1
OG0005325	GBNWX_005674-T1	GBNWY_005459-T1
OG0005326	GBNWX_005675-T1	GBNWY_005460-T1
OG0005327	GBNWX_005676-T1	GBNWY_005461-T1
OG0005328	GBNWX_005677-T1	GBNWY_005462-T1
OG0005329	GBNWX_005678-T1	GBNWY_005463-T1
OG0005330	GBNWX_005679-T1	GBNWY_005464-T1
OG0005331	GBNWX_005680-T1	GBNWY_005465-T1
OG0005332	GBNWX_005681-T1	GBNWY_005466-T1
OG0005333	GBNWX_005682-T1	GBNWY_005467-T1
OG0005334	GBNWX_005685-T1	GBNWY_006026-T1
OG0005335	GBNWX_005687-T1	GBNWY_006028-T1
OG0005336	GBNWX_005688-T1	GBNWY_006029-T1
OG0005337	GBNWX_005689-T1	GBNWY_006030-T1
OG0005338	GBNWX_005692-T1	GBNWY_006032-T1
OG0005339	GBNWX_005693-T1	GBNWY_006033-T1
OG0005340	GBNWX_005694-T1	GBNWY_006034-T1
OG0005341	GBNWX_005695-T1	GBNWY_010295-T1
OG0005342	GBNWX_005696-T1	GBNWY_006065-T1
OG0005343	GBNWX_005697-T1	GBNWY_006066-T1
OG0005344	GBNWX_005698-T1	GBNWY_006067-T1
OG0005345	GBNWX_005699-T1	GBNWY_006068-T1
OG0005346	GBNWX_005700-T1	GBNWY_006070-T1
OG0005347	GBNWX_005703-T1	GBNWY_006073-T1
OG0005348	GBNWX_005705-T1	GBNWY_006075-T1
OG0005349	GBNWX_005706-T1	GBNWY_006076-T1
OG0005350	GBNWX_005707-T1	GBNWY_006077-T1
OG0005351	GBNWX_005708-T1	GBNWY_006078-T1
OG0005352	GBNWX_005709-T1	GBNWY_006079-T1
OG0005353	GBNWX_005710-T1	GBNWY_006080-T1
OG0005354	GBNWX_005711-T1	GBNWY_006081-T1
OG0005355	GBNWX_005712-T1	GBNWY_006085-T1
OG0005356	GBNWX_005714-T1	GBNWY_006087-T1
OG0005357	GBNWX_005716-T1	GBNWY_006089-T1
OG0005358	GBNWX_005717-T1	GBNWY_006090-T1
OG0005359	GBNWX_005719-T1	GBNWY_006092-T1
OG0005360	GBNWX_005721-T1	GBNWY_001972-T1
OG0005361	GBNWX_005722-T1	GBNWY_001971-T1
OG0005362	GBNWX_005723-T1	GBNWY_001970-T1
OG0005363	GBNWX_005724-T1	GBNWY_001969-T1
OG0005364	GBNWX_005725-T1	GBNWY_001968-T1
OG0005365	GBNWX_005726-T1	GBNWY_001967-T1
OG0005366	GBNWX_005727-T1	GBNWY_001966-T1
OG0005367	GBNWX_005729-T1	GBNWY_001964-T1
OG0005368	GBNWX_005730-T1	GBNWY_001963-T1
OG0005369	GBNWX_005731-T1	GBNWY_001962-T1
OG0005370	GBNWX_005732-T1	GBNWY_001961-T1
OG0005371	GBNWX_005733-T1	GBNWY_001960-T1
OG0005372	GBNWX_005734-T1	GBNWY_001959-T1
OG0005373	GBNWX_005736-T1	GBNWY_001957-T1
OG0005374	GBNWX_005737-T1	GBNWY_001956-T1
OG0005375	GBNWX_005738-T1	GBNWY_001955-T1
OG0005376	GBNWX_005740-T1	GBNWY_001954-T1
OG0005377	GBNWX_005742-T1	GBNWY_001952-T1
OG0005378	GBNWX_005744-T1	GBNWY_005727-T1
OG0005379	GBNWX_005745-T1	GBNWY_005726-T1
OG0005380	GBNWX_005746-T1	GBNWY_005725-T1
OG0005381	GBNWX_005747-T1	GBNWY_005724-T1
OG0005382	GBNWX_005752-T1	GBNWY_003759-T1
OG0005383	GBNWX_005753-T1	GBNWY_003758-T1
OG0005384	GBNWX_005754-T1	GBNWY_003757-T1
OG0005385	GBNWX_005755-T1	GBNWY_003756-T1
OG0005386	GBNWX_005756-T1	GBNWY_003755-T1
OG0005387	GBNWX_005757-T1	GBNWY_003754-T1
OG0005388	GBNWX_005758-T1	GBNWY_003753-T1
OG0005389	GBNWX_005760-T1	GBNWY_003752-T1
OG0005390	GBNWX_005761-T1	GBNWY_002379-T1
OG0005391	GBNWX_005762-T1	GBNWY_002378-T1
OG0005392	GBNWX_005763-T1	GBNWY_002377-T1
OG0005393	GBNWX_005769-T1	GBNWY_002372-T1
OG0005394	GBNWX_005770-T1	GBNWY_002371-T1
OG0005395	GBNWX_005771-T1	GBNWY_002370-T1
OG0005396	GBNWX_005772-T1	GBNWY_002369-T1
OG0005397	GBNWX_005773-T1	GBNWY_002368-T1
OG0005398	GBNWX_005776-T1	GBNWY_002500-T1
OG0005399	GBNWX_005777-T1	GBNWY_002499-T1
OG0005400	GBNWX_005778-T1	GBNWY_002498-T1
OG0005401	GBNWX_005779-T1	GBNWY_002497-T1
OG0005402	GBNWX_005783-T1	GBNWY_002494-T1
OG0005403	GBNWX_005784-T1	GBNWY_002493-T1
OG0005404	GBNWX_005785-T1	GBNWY_002492-T1
OG0005405	GBNWX_005786-T1	GBNWY_002491-T1
OG0005406	GBNWX_005787-T1	GBNWY_002490-T1
OG0005407	GBNWX_005788-T1	GBNWY_005810-T1
OG0005408	GBNWX_005789-T1	GBNWY_005811-T1
OG0005409	GBNWX_005790-T1	GBNWY_005812-T1
OG0005410	GBNWX_005792-T1	GBNWY_005814-T1
OG0005411	GBNWX_005793-T1	GBNWY_005815-T1
OG0005412	GBNWX_005794-T1	GBNWY_005816-T1
OG0005413	GBNWX_005795-T1	GBNWY_005817-T1
OG0005414	GBNWX_005796-T1	GBNWY_005818-T1
OG0005415	GBNWX_005797-T1	GBNWY_005819-T1
OG0005416	GBNWX_005798-T1	GBNWY_005820-T1
OG0005417	GBNWX_005800-T1	GBNWY_003235-T1
OG0005418	GBNWX_005801-T1	GBNWY_003234-T1
OG0005419	GBNWX_005802-T1	GBNWY_003233-T1
OG0005420	GBNWX_005803-T1	GBNWY_003232-T1
OG0005421	GBNWX_005804-T1	GBNWY_003231-T1
OG0005422	GBNWX_005805-T1	GBNWY_003230-T1
OG0005423	GBNWX_005808-T1	GBNWY_007710-T1
OG0005424	GBNWX_005810-T1	GBNWY_001071-T1
OG0005425	GBNWX_005813-T1	GBNWY_001068-T1
OG0005426	GBNWX_005814-T1	GBNWY_001067-T1
OG0005427	GBNWX_005815-T1	GBNWY_001066-T1
OG0005428	GBNWX_005816-T1	GBNWY_001065-T1
OG0005429	GBNWX_005817-T1	GBNWY_001064-T1
OG0005430	GBNWX_005818-T1	GBNWY_001063-T1
OG0005431	GBNWX_005819-T1	GBNWY_001062-T1
OG0005432	GBNWX_005820-T1	GBNWY_001061-T1
OG0005433	GBNWX_005821-T1	GBNWY_001060-T1
OG0005434	GBNWX_005822-T1	GBNWY_008538-T1
OG0005435	GBNWX_005823-T1	GBNWY_008539-T1
OG0005436	GBNWX_005824-T1	GBNWY_008540-T1
OG0005437	GBNWX_005825-T1	GBNWY_008541-T1
OG0005438	GBNWX_005826-T1	GBNWY_008542-T1
OG0005439	GBNWX_005827-T1	GBNWY_008543-T1
OG0005440	GBNWX_005828-T1	GBNWY_008544-T1
OG0005441	GBNWX_005830-T1	GBNWY_008546-T1
OG0005442	GBNWX_005833-T1	GBNWY_008549-T1
OG0005443	GBNWX_005837-T1	GBNWY_005696-T1
OG0005444	GBNWX_005838-T1	GBNWY_005695-T1
OG0005445	GBNWX_005839-T1	GBNWY_005694-T1
OG0005446	GBNWX_005841-T1	GBNWY_005692-T1
OG0005447	GBNWX_005842-T1	GBNWY_005691-T1
OG0005448	GBNWX_005844-T1	GBNWY_005689-T1
OG0005449	GBNWX_005845-T1	GBNWY_005688-T1
OG0005450	GBNWX_005846-T1	GBNWY_005687-T1
OG0005451	GBNWX_005847-T1	GBNWY_005663-T1
OG0005452	GBNWX_005848-T1	GBNWY_005664-T1
OG0005453	GBNWX_005849-T1	GBNWY_005665-T1
OG0005454	GBNWX_005850-T1	GBNWY_005666-T1
OG0005455	GBNWX_005855-T1	GBNWY_005671-T1
OG0005456	GBNWX_005856-T1	GBNWY_005672-T1
OG0005457	GBNWX_005858-T1	GBNWY_009346-T1
OG0005458	GBNWX_005860-T1	GBNWY_009348-T1
OG0005459	GBNWX_005861-T1	GBNWY_009349-T1
OG0005460	GBNWX_005862-T1	GBNWY_009350-T1
OG0005461	GBNWX_005863-T1	GBNWY_009351-T1
OG0005462	GBNWX_005864-T1	GBNWY_009352-T1
OG0005463	GBNWX_005865-T1	GBNWY_009353-T1
OG0005464	GBNWX_005866-T1	GBNWY_009354-T1
OG0005465	GBNWX_005867-T1	GBNWY_009355-T1
OG0005466	GBNWX_005869-T1	GBNWY_009357-T1
OG0005467	GBNWX_005870-T1	GBNWY_009359-T1
OG0005468	GBNWX_005871-T1	GBNWY_009360-T1
OG0005469	GBNWX_005872-T1	GBNWY_009361-T1
OG0005470	GBNWX_005873-T1	GBNWY_009362-T1
OG0005471	GBNWX_005874-T1	GBNWY_009363-T1
OG0005472	GBNWX_005876-T1	GBNWY_009365-T1
OG0005473	GBNWX_005877-T1	GBNWY_009366-T1
OG0005474	GBNWX_005878-T1	GBNWY_009367-T1
OG0005475	GBNWX_005880-T1	GBNWY_001181-T1
OG0005476	GBNWX_005881-T1	GBNWY_001182-T1
OG0005477	GBNWX_005882-T1	GBNWY_001183-T1
OG0005478	GBNWX_005883-T1	GBNWY_001184-T1
OG0005479	GBNWX_005884-T1	GBNWY_001185-T1
OG0005480	GBNWX_005885-T1	GBNWY_001186-T1
OG0005481	GBNWX_005886-T1	GBNWY_001187-T1
OG0005482	GBNWX_005888-T1	GBNWY_001189-T1
OG0005483	GBNWX_005889-T1	GBNWY_001190-T1
OG0005484	GBNWX_005890-T1	GBNWY_001191-T1
OG0005485	GBNWX_005891-T1	GBNWY_001192-T1
OG0005486	GBNWX_005892-T1	GBNWY_001193-T1
OG0005487	GBNWX_005894-T1	GBNWY_001195-T1
OG0005488	GBNWX_005895-T1	GBNWY_001196-T1
OG0005489	GBNWX_005896-T1	GBNWY_001197-T1
OG0005490	GBNWX_005897-T1	GBNWY_001198-T1
OG0005491	GBNWX_005898-T1	GBNWY_001199-T1
OG0005492	GBNWX_005899-T1	GBNWY_001200-T1
OG0005493	GBNWX_005901-T1	GBNWY_001202-T1
OG0005494	GBNWX_005903-T1	GBNWY_001204-T1
OG0005495	GBNWX_005904-T1	GBNWY_001205-T1
OG0005496	GBNWX_005905-T1	GBNWY_001206-T1
OG0005497	GBNWX_005906-T1	GBNWY_001207-T1
OG0005498	GBNWX_005907-T1	GBNWY_001208-T1
OG0005499	GBNWX_005908-T1	GBNWY_001209-T1
OG0005500	GBNWX_005909-T1	GBNWY_005797-T1
OG0005501	GBNWX_005910-T1	GBNWY_005798-T1
OG0005502	GBNWX_005911-T1	GBNWY_005799-T1
OG0005503	GBNWX_005912-T1	GBNWY_005800-T1
OG0005504	GBNWX_005913-T1	GBNWY_005801-T1
OG0005505	GBNWX_005914-T1	GBNWY_005802-T1
OG0005506	GBNWX_005915-T1	GBNWY_005803-T1
OG0005507	GBNWX_005916-T1	GBNWY_005804-T1
OG0005508	GBNWX_005917-T1	GBNWY_005805-T1
OG0005509	GBNWX_005919-T1	GBNWY_005807-T1
OG0005510	GBNWX_005921-T1	GBNWY_005809-T1
OG0005511	GBNWX_005922-T1	GBNWY_005821-T1
OG0005512	GBNWX_005924-T1	GBNWY_005823-T1
OG0005513	GBNWX_005925-T1	GBNWY_005824-T1
OG0005514	GBNWX_005926-T1	GBNWY_005825-T1
OG0005515	GBNWX_005927-T1	GBNWY_005826-T1
OG0005516	GBNWX_005928-T1	GBNWY_005827-T1
OG0005517	GBNWX_005929-T1	GBNWY_005828-T1
OG0005518	GBNWX_005931-T1	GBNWY_005830-T1
OG0005519	GBNWX_005935-T1	GBNWY_005834-T1
OG0005520	GBNWX_005936-T1	GBNWY_005835-T1
OG0005521	GBNWX_005937-T1	GBNWY_005836-T1
OG0005522	GBNWX_005940-T1	GBNWY_005840-T1
OG0005523	GBNWX_005941-T1	GBNWY_005841-T1
OG0005524	GBNWX_005942-T1	GBNWY_005842-T1
OG0005525	GBNWX_005944-T1	GBNWY_005844-T1
OG0005526	GBNWX_005945-T1	GBNWY_005845-T1
OG0005527	GBNWX_005946-T1	GBNWY_005711-T1
OG0005528	GBNWX_005947-T1	GBNWY_005712-T1
OG0005529	GBNWX_005948-T1	GBNWY_005713-T1
OG0005530	GBNWX_005949-T1	GBNWY_005714-T1
OG0005531	GBNWX_005951-T1	GBNWY_005716-T1
OG0005532	GBNWX_005952-T1	GBNWY_005717-T1
OG0005533	GBNWX_005953-T1	GBNWY_005718-T1
OG0005534	GBNWX_005954-T1	GBNWY_005719-T1
OG0005535	GBNWX_005955-T1	GBNWY_005720-T1
OG0005536	GBNWX_005956-T1	GBNWY_005721-T1
OG0005537	GBNWX_005957-T1	GBNWY_005722-T1
OG0005538	GBNWX_005960-T1	GBNWY_004768-T1
OG0005539	GBNWX_005962-T1	GBNWY_004770-T1
OG0005540	GBNWX_005965-T1	GBNWY_004773-T1
OG0005541	GBNWX_005966-T1	GBNWY_004774-T1
OG0005542	GBNWX_005967-T1	GBNWY_004775-T1
OG0005543	GBNWX_005970-T1	GBNWY_004778-T1
OG0005544	GBNWX_005971-T1	GBNWY_006001-T1
OG0005545	GBNWX_005974-T1	GBNWY_006004-T1
OG0005546	GBNWX_005975-T1	GBNWY_006005-T1
OG0005547	GBNWX_005976-T1	GBNWY_006006-T1
OG0005548	GBNWX_005980-T1	GBNWY_006010-T1
OG0005549	GBNWX_005981-T1	GBNWY_005786-T1
OG0005550	GBNWX_005982-T1	GBNWY_005785-T1
OG0005551	GBNWX_005985-T1	GBNWY_005783-T1
OG0005552	GBNWX_005987-T1	GBNWY_005781-T1
OG0005553	GBNWX_005989-T1	GBNWY_005778-T1
OG0005554	GBNWX_005990-T1	GBNWY_005777-T1
OG0005555	GBNWX_005991-T1	GBNWY_005776-T1
OG0005556	GBNWX_005992-T1	GBNWY_005775-T1
OG0005557	GBNWX_005993-T1	GBNWY_006000-T1
OG0005558	GBNWX_005994-T1	GBNWY_005999-T1
OG0005559	GBNWX_005996-T1	GBNWY_005997-T1
OG0005560	GBNWX_005997-T1	GBNWY_005996-T1
OG0005561	GBNWX_005998-T1	GBNWY_005995-T1
OG0005562	GBNWX_005999-T1	GBNWY_005994-T1
OG0005563	GBNWX_006000-T1	GBNWY_005993-T1
OG0005564	GBNWX_006001-T1	GBNWY_005992-T1
OG0005565	GBNWX_006003-T1	GBNWY_006024-T1
OG0005566	GBNWX_006004-T1	GBNWY_006023-T1
OG0005567	GBNWX_006005-T1	GBNWY_006022-T1
OG0005568	GBNWX_006006-T1	GBNWY_006021-T1
OG0005569	GBNWX_006007-T1	GBNWY_006020-T1
OG0005570	GBNWX_006008-T1	GBNWY_006019-T1
OG0005571	GBNWX_006009-T1	GBNWY_006018-T1
OG0005572	GBNWX_006010-T1	GBNWY_006017-T1
OG0005573	GBNWX_006011-T1	GBNWY_006016-T1
OG0005574	GBNWX_006013-T1	GBNWY_006014-T1
OG0005575	GBNWX_006014-T1	GBNWY_006013-T1
OG0005576	GBNWX_006015-T1	GBNWY_006012-T1
OG0005577	GBNWX_006016-T1	GBNWY_006011-T1
OG0005578	GBNWX_006017-T1	GBNWY_006035-T1
OG0005579	GBNWX_006018-T1	GBNWY_006036-T1
OG0005580	GBNWX_006020-T1	GBNWY_006038-T1
OG0005581	GBNWX_006021-T1	GBNWY_006039-T1
OG0005582	GBNWX_006022-T1	GBNWY_006040-T1
OG0005583	GBNWX_006023-T1	GBNWY_006041-T1
OG0005584	GBNWX_006024-T1	GBNWY_006042-T1
OG0005585	GBNWX_006025-T1	GBNWY_006043-T1
OG0005586	GBNWX_006026-T1	GBNWY_006044-T1
OG0005587	GBNWX_006027-T1	GBNWY_009936-T1
OG0005588	GBNWX_006028-T1	GBNWY_009935-T1
OG0005589	GBNWX_006029-T1	GBNWY_009934-T1
OG0005590	GBNWX_006030-T1	GBNWY_009933-T1
OG0005591	GBNWX_006033-T1	GBNWY_009930-T1
OG0005592	GBNWX_006034-T1	GBNWY_009929-T1
OG0005593	GBNWX_006035-T1	GBNWY_009928-T1
OG0005594	GBNWX_006036-T1	GBNWY_009927-T1
OG0005595	GBNWX_006037-T1	GBNWY_009926-T1
OG0005596	GBNWX_006038-T1	GBNWY_009925-T1
OG0005597	GBNWX_006040-T1	GBNWY_009924-T1
OG0005598	GBNWX_006041-T1	GBNWY_009923-T1
OG0005599	GBNWX_006042-T1	GBNWY_009922-T1
OG0005600	GBNWX_006043-T1	GBNWY_009921-T1
OG0005601	GBNWX_006044-T1	GBNWY_009920-T1
OG0005602	GBNWX_006045-T1	GBNWY_009919-T1
OG0005603	GBNWX_006046-T1	GBNWY_009918-T1
OG0005604	GBNWX_006047-T1	GBNWY_009917-T1
OG0005605	GBNWX_006050-T1	GBNWY_009914-T1
OG0005606	GBNWX_006051-T1	GBNWY_009913-T1
OG0005607	GBNWX_006052-T1	GBNWY_009912-T1
OG0005608	GBNWX_006053-T1	GBNWY_009911-T1
OG0005609	GBNWX_006054-T1	GBNWY_009910-T1
OG0005610	GBNWX_006055-T1	GBNWY_009909-T1
OG0005611	GBNWX_006056-T1	GBNWY_009908-T1
OG0005612	GBNWX_006057-T1	GBNWY_009907-T1
OG0005613	GBNWX_006058-T1	GBNWY_009906-T1
OG0005614	GBNWX_006061-T1	GBNWY_009903-T1
OG0005615	GBNWX_006062-T1	GBNWY_009902-T1
OG0005616	GBNWX_006063-T1	GBNWY_009901-T1
OG0005617	GBNWX_006064-T1	GBNWY_009900-T1
OG0005618	GBNWX_006065-T1	GBNWY_009899-T1
OG0005619	GBNWX_006066-T1	GBNWY_009898-T1
OG0005620	GBNWX_006067-T1	GBNWY_010296-T1
OG0005621	GBNWX_006069-T1	GBNWY_006117-T1
OG0005622	GBNWX_006070-T1	GBNWY_006118-T1
OG0005623	GBNWX_006072-T1	GBNWY_006120-T1
OG0005624	GBNWX_006073-T1	GBNWY_006121-T1
OG0005625	GBNWX_006074-T1	GBNWY_006122-T1
OG0005626	GBNWX_006075-T1	GBNWY_006123-T1
