	Gilbertella_persicariavar.persicaria_CBS_190.32-T.aa	Gilbertella_persicariavar.persicaria_CBS_246.59_Plus.aa
OG0003482	GBNWN_003772-T1	GBNWO_007091-T1
OG0003483	GBNWN_003774-T1	GBNWO_005997-T1
OG0003484	GBNWN_003775-T1	GBNWO_005996-T1
OG0003485	GBNWN_003776-T1	GBNWO_005995-T1
OG0003486	GBNWN_003778-T1	GBNWO_005994-T1
OG0003487	GBNWN_003779-T1	GBNWO_005993-T1
OG0003488	GBNWN_003781-T1	GBNWO_005991-T1
OG0003489	GBNWN_003782-T1	GBNWO_005990-T1
OG0003490	GBNWN_003783-T1	GBNWO_000991-T1
OG0003491	GBNWN_003784-T1	GBNWO_000992-T1
OG0003492	GBNWN_003785-T1	GBNWO_000993-T1
OG0003493	GBNWN_003786-T1	GBNWO_000994-T1
OG0003494	GBNWN_003788-T1	GBNWO_003892-T1
OG0003495	GBNWN_003790-T1	GBNWO_000942-T1
OG0003496	GBNWN_003791-T1	GBNWO_000941-T1
OG0003497	GBNWN_003792-T1	GBNWO_000940-T1
OG0003498	GBNWN_003793-T1	GBNWO_002479-T1
OG0003499	GBNWN_003794-T1	GBNWO_002478-T1
OG0003500	GBNWN_003796-T1	GBNWO_004098-T1
OG0003501	GBNWN_003798-T1	GBNWO_001206-T1
OG0003502	GBNWN_003799-T1	GBNWO_001207-T1
OG0003503	GBNWN_003804-T1	GBNWO_002730-T1
OG0003504	GBNWN_003806-T1	GBNWO_002732-T1
OG0003505	GBNWN_003810-T1	GBNWO_006198-T1
OG0003506	GBNWN_003814-T1	GBNWO_006203-T1
OG0003507	GBNWN_003815-T1	GBNWO_006204-T1
OG0003508	GBNWN_003816-T1	GBNWO_008881-T1
OG0003509	GBNWN_003817-T1	GBNWO_000324-T1
OG0003510	GBNWN_003819-T1	GBNWO_000322-T1
OG0003511	GBNWN_003820-T1	GBNWO_000321-T1
OG0003512	GBNWN_003822-T1	GBNWO_007545-T1
OG0003513	GBNWN_003826-T1	GBNWO_007542-T1
OG0003514	GBNWN_003828-T1	GBNWO_006231-T1
OG0003515	GBNWN_003829-T1	GBNWO_006230-T1
OG0003516	GBNWN_003831-T1	GBNWO_006228-T1
OG0003517	GBNWN_003832-T1	GBNWO_006227-T1
OG0003518	GBNWN_003835-T1	GBNWO_000061-T1
OG0003519	GBNWN_003836-T1	GBNWO_000062-T1
OG0003520	GBNWN_003838-T1	GBNWO_000063-T1
OG0003521	GBNWN_003839-T1	GBNWO_000064-T1
OG0003522	GBNWN_003840-T1	GBNWO_000065-T1
OG0003523	GBNWN_003841-T1	GBNWO_000066-T1
OG0003524	GBNWN_003842-T1	GBNWO_000067-T1
OG0003525	GBNWN_003843-T1	GBNWO_000068-T1
OG0003526	GBNWN_003844-T1	GBNWO_000069-T1
OG0003527	GBNWN_003845-T1	GBNWO_000070-T1
OG0003528	GBNWN_003846-T1	GBNWO_000071-T1
OG0003529	GBNWN_003847-T1	GBNWO_000072-T1
OG0003530	GBNWN_003850-T1	GBNWO_004332-T1
OG0003531	GBNWN_003851-T1	GBNWO_004333-T1
OG0003532	GBNWN_003852-T1	GBNWO_004334-T1
OG0003533	GBNWN_003853-T1	GBNWO_004335-T1
OG0003534	GBNWN_003854-T1	GBNWO_004336-T1
OG0003535	GBNWN_003855-T1	GBNWO_004337-T1
OG0003536	GBNWN_003857-T1	GBNWO_006049-T1
OG0003537	GBNWN_003860-T1	GBNWO_006052-T1
OG0003538	GBNWN_003861-T1	GBNWO_006053-T1
OG0003539	GBNWN_003862-T1	GBNWO_006054-T1
OG0003540	GBNWN_003864-T1	GBNWO_007147-T1
OG0003541	GBNWN_003867-T1	GBNWO_007150-T1
OG0003542	GBNWN_003870-T1	GBNWO_007299-T1
OG0003543	GBNWN_003874-T1	GBNWO_002861-T1
OG0003544	GBNWN_003876-T1	GBNWO_008897-T1
OG0003545	GBNWN_003877-T1	GBNWO_008896-T1
OG0003546	GBNWN_003879-T1	GBNWO_000559-T1
OG0003547	GBNWN_003880-T1	GBNWO_000560-T1
OG0003548	GBNWN_003883-T1	GBNWO_008024-T1
OG0003549	GBNWN_003888-T1	GBNWO_002486-T1
OG0003550	GBNWN_003889-T1	GBNWO_002487-T1
OG0003551	GBNWN_003890-T1	GBNWO_002488-T1
OG0003552	GBNWN_003891-T1	GBNWO_003328-T1
OG0003553	GBNWN_003892-T1	GBNWO_006629-T1
OG0003554	GBNWN_003894-T1	GBNWO_006631-T1
OG0003555	GBNWN_003898-T1	GBNWO_006635-T1
OG0003556	GBNWN_003899-T1	GBNWO_006636-T1
OG0003557	GBNWN_003901-T1	GBNWO_005980-T1
OG0003558	GBNWN_003903-T1	GBNWO_005983-T1
OG0003559	GBNWN_003904-T1	GBNWO_005984-T1
OG0003560	GBNWN_003905-T1	GBNWO_005985-T1
OG0003561	GBNWN_003906-T1	GBNWO_000663-T1
OG0003562	GBNWN_003907-T1	GBNWO_000664-T1
OG0003563	GBNWN_003908-T1	GBNWO_003953-T1
OG0003564	GBNWN_003909-T1	GBNWO_000247-T1
OG0003565	GBNWN_003910-T1	GBNWO_000248-T1
OG0003566	GBNWN_003911-T1	GBNWO_006336-T1
OG0003567	GBNWN_003912-T1	GBNWO_006335-T1
OG0003568	GBNWN_003917-T1	GBNWO_006332-T1
OG0003569	GBNWN_003921-T1	GBNWO_006400-T1
OG0003570	GBNWN_003922-T1	GBNWO_006404-T1
OG0003571	GBNWN_003925-T1	GBNWO_006406-T1
OG0003572	GBNWN_003927-T1	GBNWO_000936-T1
OG0003573	GBNWN_003929-T1	GBNWO_000934-T1
OG0003574	GBNWN_003930-T1	GBNWO_000933-T1
OG0003575	GBNWN_003931-T1	GBNWO_008170-T1
OG0003576	GBNWN_003934-T1	GBNWO_008172-T1
OG0003577	GBNWN_003938-T1	GBNWO_008177-T1
OG0003578	GBNWN_003939-T1	GBNWO_008178-T1
OG0003579	GBNWN_003940-T1	GBNWO_008179-T1
OG0003580	GBNWN_003943-T1	GBNWO_008180-T1
OG0003581	GBNWN_003944-T1	GBNWO_008181-T1
OG0003582	GBNWN_003945-T1	GBNWO_008182-T1
OG0003583	GBNWN_003946-T1	GBNWO_008183-T1
OG0003584	GBNWN_003948-T1	GBNWO_002156-T1
OG0003585	GBNWN_003949-T1	GBNWO_005895-T1
OG0003586	GBNWN_003950-T1	GBNWO_005896-T1
OG0003587	GBNWN_003953-T1	GBNWO_005889-T1
OG0003588	GBNWN_003956-T1	GBNWO_005892-T1
OG0003589	GBNWN_003957-T1	GBNWO_005893-T1
OG0003590	GBNWN_003958-T1	GBNWO_003533-T1
OG0003591	GBNWN_003959-T1	GBNWO_003957-T1
OG0003592	GBNWN_003961-T1	GBNWO_007117-T1
OG0003593	GBNWN_003964-T1	GBNWO_006702-T1
OG0003594	GBNWN_003965-T1	GBNWO_006703-T1
OG0003595	GBNWN_003967-T1	GBNWO_006705-T1
OG0003596	GBNWN_003969-T1	GBNWO_006707-T1
OG0003597	GBNWN_003970-T1	GBNWO_002531-T1
OG0003598	GBNWN_003972-T1	GBNWO_002075-T1
OG0003599	GBNWN_003976-T1	GBNWO_001838-T1
OG0003600	GBNWN_003977-T1	GBNWO_001837-T1
OG0003601	GBNWN_003978-T1	GBNWO_001836-T1
OG0003602	GBNWN_003979-T1	GBNWO_005096-T1
OG0003603	GBNWN_003984-T1	GBNWO_001638-T1
OG0003604	GBNWN_003985-T1	GBNWO_001639-T1
OG0003605	GBNWN_003987-T1	GBNWO_007731-T1
OG0003606	GBNWN_003988-T1	GBNWO_007732-T1
OG0003607	GBNWN_003991-T1	GBNWO_000411-T1
OG0003608	GBNWN_003992-T1	GBNWO_001818-T1
OG0003609	GBNWN_003993-T1	GBNWO_001819-T1
OG0003610	GBNWN_003994-T1	GBNWO_001820-T1
OG0003611	GBNWN_003998-T1	GBNWO_007141-T1
OG0003612	GBNWN_004001-T1	GBNWO_003756-T1
OG0003613	GBNWN_004006-T1	GBNWO_002736-T1
OG0003614	GBNWN_004007-T1	GBNWO_004514-T1
OG0003615	GBNWN_004008-T1	GBNWO_004515-T1
OG0003616	GBNWN_004009-T1	GBNWO_004516-T1
OG0003617	GBNWN_004010-T1	GBNWO_004517-T1
OG0003618	GBNWN_004011-T1	GBNWO_004518-T1
OG0003619	GBNWN_004013-T1	GBNWO_000121-T1
OG0003620	GBNWN_004014-T1	GBNWO_000122-T1
OG0003621	GBNWN_004015-T1	GBNWO_008501-T1
OG0003622	GBNWN_004016-T1	GBNWO_008502-T1
OG0003623	GBNWN_004018-T1	GBNWO_008503-T1
OG0003624	GBNWN_004022-T1	GBNWO_008507-T1
OG0003625	GBNWN_004023-T1	GBNWO_008508-T1
OG0003626	GBNWN_004025-T1	GBNWO_007990-T1
OG0003627	GBNWN_004026-T1	GBNWO_007991-T1
OG0003628	GBNWN_004027-T1	GBNWO_007992-T1
OG0003629	GBNWN_004028-T1	GBNWO_007993-T1
OG0003630	GBNWN_004029-T1	GBNWO_007994-T1
OG0003631	GBNWN_004031-T1	GBNWO_007996-T1
OG0003632	GBNWN_004032-T1	GBNWO_007997-T1
OG0003633	GBNWN_004033-T1	GBNWO_007998-T1
OG0003634	GBNWN_004035-T1	GBNWO_005093-T1
OG0003635	GBNWN_004037-T1	GBNWO_005094-T1
OG0003636	GBNWN_004038-T1	GBNWO_006513-T1
OG0003637	GBNWN_004039-T1	GBNWO_006512-T1
OG0003638	GBNWN_004043-T1	GBNWO_005110-T1
OG0003639	GBNWN_004044-T1	GBNWO_001424-T1
OG0003640	GBNWN_004047-T1	GBNWO_007740-T1
OG0003641	GBNWN_004048-T1	GBNWO_007741-T1
OG0003642	GBNWN_004049-T1	GBNWO_007742-T1
OG0003643	GBNWN_004050-T1	GBNWO_007743-T1
OG0003644	GBNWN_004051-T1	GBNWO_007744-T1
OG0003645	GBNWN_004052-T1	GBNWO_002335-T1
OG0003646	GBNWN_004053-T1	GBNWO_005263-T1
OG0003647	GBNWN_004055-T1	GBNWO_001201-T1
OG0003648	GBNWN_004056-T1	GBNWO_001882-T1
OG0003649	GBNWN_004057-T1	GBNWO_001883-T1
OG0003650	GBNWN_004058-T1	GBNWO_001884-T1
OG0003651	GBNWN_004059-T1	GBNWO_005339-T1
OG0003652	GBNWN_004060-T1	GBNWO_008554-T1
OG0003653	GBNWN_004061-T1	GBNWO_008553-T1
OG0003654	GBNWN_004063-T1	GBNWO_008551-T1
OG0003655	GBNWN_004064-T1	GBNWO_008550-T1
OG0003656	GBNWN_004066-T1	GBNWO_009244-T1
OG0003657	GBNWN_004068-T1	GBNWO_003841-T1
OG0003658	GBNWN_004069-T1	GBNWO_003842-T1
OG0003659	GBNWN_004070-T1	GBNWO_003843-T1
OG0003660	GBNWN_004071-T1	GBNWO_003844-T1
OG0003661	GBNWN_004072-T1	GBNWO_003845-T1
OG0003662	GBNWN_004073-T1	GBNWO_003846-T1
OG0003663	GBNWN_004074-T1	GBNWO_003847-T1
OG0003664	GBNWN_004075-T1	GBNWO_003848-T1
OG0003665	GBNWN_004077-T1	GBNWO_006870-T1
OG0003666	GBNWN_004078-T1	GBNWO_006871-T1
OG0003667	GBNWN_004079-T1	GBNWO_006872-T1
OG0003668	GBNWN_004080-T1	GBNWO_006873-T1
OG0003669	GBNWN_004081-T1	GBNWO_005485-T1
OG0003670	GBNWN_004085-T1	GBNWO_005488-T1
OG0003671	GBNWN_004086-T1	GBNWO_005489-T1
OG0003672	GBNWN_004089-T1	GBNWO_006662-T1
OG0003673	GBNWN_004090-T1	GBNWO_006663-T1
OG0003674	GBNWN_004093-T1	GBNWO_006666-T1
OG0003675	GBNWN_004095-T1	GBNWO_003470-T1
OG0003676	GBNWN_004096-T1	GBNWO_004832-T1
OG0003677	GBNWN_004097-T1	GBNWO_004833-T1
OG0003678	GBNWN_004098-T1	GBNWO_004834-T1
OG0003679	GBNWN_004099-T1	GBNWO_004835-T1
OG0003680	GBNWN_004101-T1	GBNWO_004836-T1
OG0003681	GBNWN_004103-T1	GBNWO_008500-T1
OG0003682	GBNWN_004104-T1	GBNWO_008499-T1
OG0003683	GBNWN_004106-T1	GBNWO_008497-T1
OG0003684	GBNWN_004109-T1	GBNWO_003114-T1
OG0003685	GBNWN_004110-T1	GBNWO_003113-T1
OG0003686	GBNWN_004111-T1	GBNWO_002184-T1
OG0003687	GBNWN_004112-T1	GBNWO_003110-T1
OG0003688	GBNWN_004115-T1	GBNWO_004598-T1
OG0003689	GBNWN_004116-T1	GBNWO_004599-T1
OG0003690	GBNWN_004117-T1	GBNWO_004823-T1
OG0003691	GBNWN_004118-T1	GBNWO_001567-T1
OG0003692	GBNWN_004119-T1	GBNWO_001568-T1
OG0003693	GBNWN_004120-T1	GBNWO_000196-T1
OG0003694	GBNWN_004122-T1	GBNWO_000198-T1
OG0003695	GBNWN_004123-T1	GBNWO_003617-T1
OG0003696	GBNWN_004124-T1	GBNWO_002785-T1
OG0003697	GBNWN_004125-T1	GBNWO_009470-T1
OG0003698	GBNWN_004128-T1	GBNWO_003265-T1
OG0003699	GBNWN_004129-T1	GBNWO_002911-T1
OG0003700	GBNWN_004130-T1	GBNWO_002752-T1
OG0003701	GBNWN_004132-T1	GBNWO_002754-T1
OG0003702	GBNWN_004134-T1	GBNWO_004764-T1
OG0003703	GBNWN_004135-T1	GBNWO_004765-T1
OG0003704	GBNWN_004136-T1	GBNWO_005111-T1
OG0003705	GBNWN_004139-T1	GBNWO_008393-T1
OG0003706	GBNWN_004141-T1	GBNWO_004437-T1
OG0003707	GBNWN_004143-T1	GBNWO_002361-T1
OG0003708	GBNWN_004144-T1	GBNWO_002040-T1
OG0003709	GBNWN_004145-T1	GBNWO_002041-T1
OG0003710	GBNWN_004146-T1	GBNWO_002042-T1
OG0003711	GBNWN_004147-T1	GBNWO_004727-T1
OG0003712	GBNWN_004148-T1	GBNWO_004728-T1
OG0003713	GBNWN_004150-T1	GBNWO_004729-T1
OG0003714	GBNWN_004151-T1	GBNWO_004730-T1
OG0003715	GBNWN_004152-T1	GBNWO_004731-T1
OG0003716	GBNWN_004155-T1	GBNWO_004734-T1
OG0003717	GBNWN_004156-T1	GBNWO_004735-T1
OG0003718	GBNWN_004157-T1	GBNWO_004736-T1
OG0003719	GBNWN_004160-T1	GBNWO_009305-T1
OG0003720	GBNWN_004161-T1	GBNWO_009306-T1
OG0003721	GBNWN_004162-T1	GBNWO_009307-T1
OG0003722	GBNWN_004163-T1	GBNWO_009308-T1
OG0003723	GBNWN_004164-T1	GBNWO_009309-T1
OG0003724	GBNWN_004165-T1	GBNWO_009310-T1
OG0003725	GBNWN_004166-T1	GBNWO_009311-T1
OG0003726	GBNWN_004167-T1	GBNWO_009312-T1
OG0003727	GBNWN_004168-T1	GBNWO_009313-T1
OG0003728	GBNWN_004169-T1	GBNWO_009314-T1
OG0003729	GBNWN_004170-T1	GBNWO_003324-T1
OG0003730	GBNWN_004173-T1	GBNWO_003907-T1
OG0003731	GBNWN_004175-T1	GBNWO_002832-T1
OG0003732	GBNWN_004176-T1	GBNWO_002831-T1
OG0003733	GBNWN_004179-T1	GBNWO_008820-T1
OG0003734	GBNWN_004180-T1	GBNWO_008821-T1
OG0003735	GBNWN_004181-T1	GBNWO_001559-T1
OG0003736	GBNWN_004183-T1	GBNWO_003434-T1
OG0003737	GBNWN_004184-T1	GBNWO_008858-T1
OG0003738	GBNWN_004185-T1	GBNWO_008859-T1
OG0003739	GBNWN_004187-T1	GBNWO_008862-T1
OG0003740	GBNWN_004188-T1	GBNWO_008863-T1
OG0003741	GBNWN_004189-T1	GBNWO_008864-T1
OG0003742	GBNWN_004191-T1	GBNWO_003704-T1
OG0003743	GBNWN_004194-T1	GBNWO_008868-T1
OG0003744	GBNWN_004195-T1	GBNWO_008869-T1
OG0003745	GBNWN_004196-T1	GBNWO_008870-T1
OG0003746	GBNWN_004203-T1	GBNWO_008591-T1
OG0003747	GBNWN_004205-T1	GBNWO_001183-T1
OG0003748	GBNWN_004206-T1	GBNWO_001728-T1
OG0003749	GBNWN_004207-T1	GBNWO_001729-T1
OG0003750	GBNWN_004209-T1	GBNWO_001732-T1
OG0003751	GBNWN_004210-T1	GBNWO_001733-T1
OG0003752	GBNWN_004212-T1	GBNWO_001735-T1
OG0003753	GBNWN_004213-T1	GBNWO_001736-T1
OG0003754	GBNWN_004214-T1	GBNWO_001737-T1
OG0003755	GBNWN_004216-T1	GBNWO_001738-T1
OG0003756	GBNWN_004217-T1	GBNWO_001739-T1
OG0003757	GBNWN_004220-T1	GBNWO_003814-T1
OG0003758	GBNWN_004222-T1	GBNWO_009250-T1
OG0003759	GBNWN_004223-T1	GBNWO_009251-T1
OG0003760	GBNWN_004224-T1	GBNWO_009252-T1
OG0003761	GBNWN_004226-T1	GBNWO_002387-T1
OG0003762	GBNWN_004228-T1	GBNWO_000700-T1
OG0003763	GBNWN_004229-T1	GBNWO_000699-T1
OG0003764	GBNWN_004231-T1	GBNWO_002246-T1
OG0003765	GBNWN_004233-T1	GBNWO_003233-T1
OG0003766	GBNWN_004235-T1	GBNWO_003234-T1
OG0003767	GBNWN_004241-T1	GBNWO_007066-T1
OG0003768	GBNWN_004242-T1	GBNWO_007065-T1
OG0003769	GBNWN_004243-T1	GBNWO_007064-T1
OG0003770	GBNWN_004246-T1	GBNWO_009075-T1
OG0003771	GBNWN_004247-T1	GBNWO_005083-T1
OG0003772	GBNWN_004252-T1	GBNWO_003298-T1
OG0003773	GBNWN_004253-T1	GBNWO_003326-T1
OG0003774	GBNWN_004254-T1	GBNWO_003325-T1
OG0003775	GBNWN_004255-T1	GBNWO_001036-T1
OG0003776	GBNWN_004258-T1	GBNWO_001034-T1
OG0003777	GBNWN_004261-T1	GBNWO_005987-T1
OG0003778	GBNWN_004262-T1	GBNWO_005989-T1
OG0003779	GBNWN_004263-T1	GBNWO_000234-T1
OG0003780	GBNWN_004264-T1	GBNWO_000233-T1
OG0003781	GBNWN_004265-T1	GBNWO_000232-T1
OG0003782	GBNWN_004266-T1	GBNWO_000231-T1
OG0003783	GBNWN_004267-T1	GBNWO_003078-T1
OG0003784	GBNWN_004270-T1	GBNWO_002865-T1
OG0003785	GBNWN_004271-T1	GBNWO_006175-T1
OG0003786	GBNWN_004273-T1	GBNWO_006173-T1
OG0003787	GBNWN_004274-T1	GBNWO_006172-T1
OG0003788	GBNWN_004275-T1	GBNWO_006171-T1
OG0003789	GBNWN_004276-T1	GBNWO_006170-T1
OG0003790	GBNWN_004278-T1	GBNWO_006168-T1
OG0003791	GBNWN_004279-T1	GBNWO_006167-T1
OG0003792	GBNWN_004280-T1	GBNWO_006166-T1
OG0003793	GBNWN_004281-T1	GBNWO_006165-T1
OG0003794	GBNWN_004282-T1	GBNWO_006164-T1
OG0003795	GBNWN_004283-T1	GBNWO_006163-T1
OG0003796	GBNWN_004284-T1	GBNWO_006162-T1
OG0003797	GBNWN_004285-T1	GBNWO_006161-T1
OG0003798	GBNWN_004290-T1	GBNWO_006158-T1
OG0003799	GBNWN_004291-T1	GBNWO_006156-T1
OG0003800	GBNWN_004292-T1	GBNWO_006155-T1
OG0003801	GBNWN_004293-T1	GBNWO_006154-T1
OG0003802	GBNWN_004294-T1	GBNWO_001934-T1
OG0003803	GBNWN_004295-T1	GBNWO_001933-T1
OG0003804	GBNWN_004296-T1	GBNWO_001932-T1
OG0003805	GBNWN_004298-T1	GBNWO_001930-T1
OG0003806	GBNWN_004300-T1	GBNWO_001928-T1
OG0003807	GBNWN_004301-T1	GBNWO_001927-T1
OG0003808	GBNWN_004302-T1	GBNWO_001926-T1
OG0003809	GBNWN_004303-T1	GBNWO_001925-T1
OG0003810	GBNWN_004304-T1	GBNWO_001924-T1
OG0003811	GBNWN_004306-T1	GBNWO_001922-T1
OG0003812	GBNWN_004307-T1	GBNWO_001921-T1
OG0003813	GBNWN_004312-T1	GBNWO_004250-T1
OG0003814	GBNWN_004313-T1	GBNWO_004540-T1
OG0003815	GBNWN_004316-T1	GBNWO_007457-T1
OG0003816	GBNWN_004317-T1	GBNWO_007459-T1
OG0003817	GBNWN_004318-T1	GBNWO_007460-T1
OG0003818	GBNWN_004319-T1	GBNWO_007461-T1
OG0003819	GBNWN_004321-T1	GBNWO_003548-T1
OG0003820	GBNWN_004322-T1	GBNWO_003547-T1
OG0003821	GBNWN_004325-T1	GBNWO_008728-T1
OG0003822	GBNWN_004328-T1	GBNWO_008724-T1
OG0003823	GBNWN_004329-T1	GBNWO_008723-T1
OG0003824	GBNWN_004330-T1	GBNWO_008722-T1
OG0003825	GBNWN_004331-T1	GBNWO_008721-T1
OG0003826	GBNWN_004333-T1	GBNWO_008719-T1
OG0003827	GBNWN_004334-T1	GBNWO_008718-T1
OG0003828	GBNWN_004338-T1	GBNWO_009484-T1
OG0003829	GBNWN_004339-T1	GBNWO_009483-T1
OG0003830	GBNWN_004343-T1	GBNWO_001467-T1
OG0003831	GBNWN_004346-T1	GBNWO_005144-T1
OG0003832	GBNWN_004349-T1	GBNWO_007370-T1
OG0003833	GBNWN_004353-T1	GBNWO_003555-T1
OG0003834	GBNWN_004355-T1	GBNWO_003662-T1
OG0003835	GBNWN_004356-T1	GBNWO_003663-T1
OG0003836	GBNWN_004358-T1	GBNWO_008789-T1
OG0003837	GBNWN_004359-T1	GBNWO_008788-T1
OG0003838	GBNWN_004362-T1	GBNWO_004940-T1
OG0003839	GBNWN_004363-T1	GBNWO_000669-T1
OG0003840	GBNWN_004364-T1	GBNWO_000670-T1
OG0003841	GBNWN_004365-T1	GBNWO_000671-T1
OG0003842	GBNWN_004366-T1	GBNWO_000672-T1
OG0003843	GBNWN_004367-T1	GBNWO_006316-T1
OG0003844	GBNWN_004369-T1	GBNWO_006318-T1
OG0003845	GBNWN_004370-T1	GBNWO_008664-T1
OG0003846	GBNWN_004371-T1	GBNWO_008665-T1
OG0003847	GBNWN_004374-T1	GBNWO_000847-T1
OG0003848	GBNWN_004375-T1	GBNWO_000848-T1
OG0003849	GBNWN_004376-T1	GBNWO_000849-T1
OG0003850	GBNWN_004380-T1	GBNWO_009169-T1
OG0003851	GBNWN_004382-T1	GBNWO_005548-T1
OG0003852	GBNWN_004384-T1	GBNWO_005547-T1
OG0003853	GBNWN_004385-T1	GBNWO_005546-T1
OG0003854	GBNWN_004386-T1	GBNWO_006064-T1
OG0003855	GBNWN_004388-T1	GBNWO_006066-T1
OG0003856	GBNWN_004389-T1	GBNWO_006067-T1
OG0003857	GBNWN_004391-T1	GBNWO_006069-T1
OG0003858	GBNWN_004392-T1	GBNWO_009618-T1
OG0003859	GBNWN_004396-T1	GBNWO_008837-T1
OG0003860	GBNWN_004397-T1	GBNWO_009519-T1
OG0003861	GBNWN_004398-T1	GBNWO_009518-T1
OG0003862	GBNWN_004399-T1	GBNWO_009517-T1
OG0003863	GBNWN_004400-T1	GBNWO_009516-T1
OG0003864	GBNWN_004402-T1	GBNWO_002333-T1
OG0003865	GBNWN_004407-T1	GBNWO_001149-T1
OG0003866	GBNWN_004408-T1	GBNWO_001150-T1
OG0003867	GBNWN_004409-T1	GBNWO_009150-T1
OG0003868	GBNWN_004410-T1	GBNWO_009151-T1
OG0003869	GBNWN_004414-T1	GBNWO_009154-T1
OG0003870	GBNWN_004417-T1	GBNWO_009156-T1
OG0003871	GBNWN_004418-T1	GBNWO_009157-T1
OG0003872	GBNWN_004419-T1	GBNWO_009158-T1
OG0003873	GBNWN_004420-T1	GBNWO_009159-T1
OG0003874	GBNWN_004421-T1	GBNWO_009160-T1
OG0003875	GBNWN_004424-T1	GBNWO_003116-T1
OG0003876	GBNWN_004425-T1	GBNWO_008303-T1
OG0003877	GBNWN_004428-T1	GBNWO_005161-T1
OG0003878	GBNWN_004429-T1	GBNWO_005160-T1
OG0003879	GBNWN_004430-T1	GBNWO_005159-T1
OG0003880	GBNWN_004431-T1	GBNWO_005158-T1
OG0003881	GBNWN_004434-T1	GBNWO_003833-T1
OG0003882	GBNWN_004435-T1	GBNWO_003831-T1
OG0003883	GBNWN_004436-T1	GBNWO_003830-T1
OG0003884	GBNWN_004437-T1	GBNWO_003829-T1
OG0003885	GBNWN_004438-T1	GBNWO_003828-T1
OG0003886	GBNWN_004439-T1	GBNWO_003827-T1
OG0003887	GBNWN_004440-T1	GBNWO_003826-T1
OG0003888	GBNWN_004441-T1	GBNWO_003825-T1
OG0003889	GBNWN_004444-T1	GBNWO_003822-T1
OG0003890	GBNWN_004447-T1	GBNWO_003820-T1
OG0003891	GBNWN_004451-T1	GBNWO_009361-T1
OG0003892	GBNWN_004452-T1	GBNWO_009360-T1
OG0003893	GBNWN_004455-T1	GBNWO_009358-T1
OG0003894	GBNWN_004456-T1	GBNWO_009356-T1
OG0003895	GBNWN_004458-T1	GBNWO_009354-T1
OG0003896	GBNWN_004460-T1	GBNWO_001486-T1
OG0003897	GBNWN_004461-T1	GBNWO_001485-T1
OG0003898	GBNWN_004462-T1	GBNWO_001484-T1
OG0003899	GBNWN_004463-T1	GBNWO_001483-T1
OG0003900	GBNWN_004465-T1	GBNWO_001482-T1
OG0003901	GBNWN_004466-T1	GBNWO_001481-T1
OG0003902	GBNWN_004467-T1	GBNWO_001480-T1
OG0003903	GBNWN_004469-T1	GBNWO_001479-T1
OG0003904	GBNWN_004470-T1	GBNWO_001478-T1
OG0003905	GBNWN_004471-T1	GBNWO_001477-T1
OG0003906	GBNWN_004472-T1	GBNWO_001476-T1
OG0003907	GBNWN_004477-T1	GBNWO_009622-T1
OG0003908	GBNWN_004478-T1	GBNWO_001985-T1
OG0003909	GBNWN_004479-T1	GBNWO_001986-T1
OG0003910	GBNWN_004480-T1	GBNWO_001987-T1
OG0003911	GBNWN_004482-T1	GBNWO_001988-T1
OG0003912	GBNWN_004483-T1	GBNWO_001989-T1
OG0003913	GBNWN_004485-T1	GBNWO_001991-T1
OG0003914	GBNWN_004486-T1	GBNWO_001992-T1
OG0003915	GBNWN_004487-T1	GBNWO_001993-T1
OG0003916	GBNWN_004488-T1	GBNWO_001994-T1
OG0003917	GBNWN_004489-T1	GBNWO_001995-T1
OG0003918	GBNWN_004494-T1	GBNWO_001998-T1
OG0003919	GBNWN_004495-T1	GBNWO_001999-T1
OG0003920	GBNWN_004498-T1	GBNWO_005326-T1
OG0003921	GBNWN_004499-T1	GBNWO_009220-T1
OG0003922	GBNWN_004500-T1	GBNWO_009219-T1
OG0003923	GBNWN_004502-T1	GBNWO_009217-T1
OG0003924	GBNWN_004503-T1	GBNWO_009216-T1
OG0003925	GBNWN_004504-T1	GBNWO_009215-T1
OG0003926	GBNWN_004506-T1	GBNWO_009213-T1
OG0003927	GBNWN_004507-T1	GBNWO_009212-T1
OG0003928	GBNWN_004510-T1	GBNWO_009210-T1
OG0003929	GBNWN_004511-T1	GBNWO_009209-T1
OG0003930	GBNWN_004512-T1	GBNWO_009208-T1
OG0003931	GBNWN_004513-T1	GBNWO_009207-T1
OG0003932	GBNWN_004514-T1	GBNWO_009206-T1
OG0003933	GBNWN_004517-T1	GBNWO_009200-T1
OG0003934	GBNWN_004519-T1	GBNWO_009198-T1
OG0003935	GBNWN_004520-T1	GBNWO_009197-T1
OG0003936	GBNWN_004521-T1	GBNWO_009196-T1
OG0003937	GBNWN_004524-T1	GBNWO_001263-T1
OG0003938	GBNWN_004527-T1	GBNWO_001266-T1
OG0003939	GBNWN_004528-T1	GBNWO_001267-T1
OG0003940	GBNWN_004529-T1	GBNWO_001268-T1
OG0003941	GBNWN_004530-T1	GBNWO_001269-T1
OG0003942	GBNWN_004531-T1	GBNWO_001270-T1
OG0003943	GBNWN_004532-T1	GBNWO_001272-T1
OG0003944	GBNWN_004534-T1	GBNWO_001274-T1
OG0003945	GBNWN_004537-T1	GBNWO_001277-T1
